"I","PI0","PI1","QI","LI","TI"
578,15,15,-2.8,11,14
579,15.03,15.03,-7,11,14
580,16,16,-27.5,11,14
581,16.3,16.3,-292,11,14
582,17,17,-50,11,14
583,17.47,17.47,-50,11,14
584,17.94,17.94,-50,11,14
585,18.41,18.41,-50,11,14
586,18.5,18.5,-121.7,11,14
587,18.79,18.79,-65,11,14
588,19,19,-14.3,11,14
589,19.6,19.6,-65,11,14
590,20,20,-50,11,14
591,20.1,20.1,-165,11,14
592,20.47,20.47,-50,11,14
593,20.68,20.68,-90,11,14
594,20.94,20.94,-50,11,14
595,21.2,21.2,-350,11,14
596,21.3,21.3,-100,11,14
597,21.4,21.4,-72.6,11,14
598,21.41,21.41,-50,11,14
599,21.79,21.79,-90,11,14
600,22.3,22.3,-200,11,14
601,22.5,22.5,-292,11,14
602,23,23,-239.7,11,14
603,23.03,23.03,-121.7,11,14
604,23.9,23.9,-72.6,11,14
605,24,24,-75.9,11,14
606,25,25,-52.5,11,14
607,25.01,25.01,-75.9,11,14
608,25.13,25.13,-45,11,14
609,25.47,25.47,-50,11,14
610,25.94,25.94,-50,11,14
611,26,26,-4.8,11,14
612,26.01,26.01,-121.7,11,14
613,26.02,26.02,-75.9,11,14
614,26.41,26.41,-50,11,14
615,27.03,27.03,-75.8,11,14
616,28,28,-4.9,11,14
617,28.2,28.2,-6.8,11,14
618,28.8,28.8,-292,11,14
619,28.96,28.96,-65,11,14
620,29,29,-165.7,11,14
621,30.27,30.27,-90,11,14
622,31.2,31.2,-57.8,11,14
623,31.57,31.57,-90,11,14
624,33.01,33.01,-100,11,14
625,33.8,33.8,-82.3,11,14
626,34,34,-68.9,11,14
627,35,35,-80,11,14
628,35.01,35.01,-68.9,11,14
629,35.03,35.03,-10,11,14
630,35.13,35.13,-45,11,14
631,38,38,-80,11,14
632,40,40,-85.4,11,14
633,40.03,40.03,-12,11,14
634,40.13,40.13,-45,11,14
635,41.1,41.1,-72.6,11,14
636,42.5,42.5,-0.1,11,14
637,45,45,-88,11,14
638,45.02,45.02,-20,11,14
639,47.5,47.5,-0.1,11,14
640,49,49,-94.1,11,14
641,50.5,50.5,-0.1,11,14
642,54,54,-5.2,11,14
643,55,55,-1.1,11,14
644,65.5,65.5,-10,11,14
645,70,70,-14.4,11,14
646,70.04,70.04,-30.7,11,14
647,72.8,72.8,-52.5,11,14
648,73.1,73.1,-52.5,11,14
649,73.34,73.34,-9.5,11,14
650,73.38,73.38,-30.7,11,14
651,73.5,73.5,-35,11,14
652,75.7,75.7,-74.2,11,14
653,76.69,76.69,-9.5,11,14
654,76.73,76.73,-30.7,11,14
655,79,79,-17,11,14
656,79.5,79.5,-10,11,14
657,80.03,80.03,-9.5,11,14
658,80.07,80.07,-30.6,11,14
659,84.6,84.6,-6,11,14
660,99.5,99.5,-740.7,11,14
661,145,145,-18,11,14
662,145.01,145.01,-9.3,11,14
663,160,160,-1405.2,11,14
664,180,180,-1296.9,11,14
665,180.3,180.3,-208.2,11,14
666,0,0,-20229,11,15
667,0.1,0.1,-4.6,11,15
668,0.2,0.2,-9.4,11,15
669,0.5,0.5,-40,11,15
670,0.6,0.6,-129.1,11,15
671,0.7,0.7,-38.4,11,15
672,1,1,-117.9,11,15
673,1.5,1.5,-11.6,11,15
674,2,2,-14.5,11,15
675,2.01,2.01,-43,11,15
676,2.5,2.5,-175.5,11,15
677,3,3,-20.5,11,15
678,4.5,4.5,-133.2,11,15
679,5,5,-300,11,15
680,6,6,-285.7,11,15
681,6.03,6.03,-4,11,15
682,7,7,-216.1,11,15
683,8,8,-104.3,11,15
684,10.5,10.5,-292,11,15
685,10.8,10.8,-122,11,15
686,11,11,-448.7,11,15
687,12.9,12.9,-57.8,11,15
688,15,15,-2.8,11,15
689,15.01,15.01,-121.7,11,15
690,16,16,-27.5,11,15
691,16.3,16.3,-292,11,15
692,17,17,-50,11,15
693,17.47,17.47,-50,11,15
694,17.94,17.94,-50,11,15
695,18.41,18.41,-50,11,15
696,18.5,18.5,-121.7,11,15
697,18.79,18.79,-65,11,15
698,19,19,-18.4,11,15
699,19.6,19.6,-65,11,15
700,20,20,-130,11,15
701,20.1,20.1,-165,11,15
702,20.47,20.47,-50,11,15
703,20.68,20.68,-90,11,15
704,20.94,20.94,-50,11,15
705,21.2,21.2,-350,11,15
706,21.3,21.3,-100,11,15
707,21.4,21.4,-72.6,11,15
708,21.41,21.41,-50,11,15
709,21.79,21.79,-90,11,15
710,22.3,22.3,-200,11,15
711,22.5,22.5,-292,11,15
712,23,23,-239.7,11,15
713,23.03,23.03,-121.7,11,15
714,23.9,23.9,-72.6,11,15
715,24,24,-74.8,11,15
716,25,25,-132.5,11,15
717,25.01,25.01,-74.8,11,15
718,25.13,25.13,-45,11,15
719,25.47,25.47,-50,11,15
720,25.94,25.94,-50,11,15
721,26,26,-4.8,11,15
722,26.01,26.01,-121.7,11,15
723,26.02,26.02,-74.8,11,15
724,26.41,26.41,-50,11,15
725,27.03,27.03,-74.8,11,15
726,28,28,-4.9,11,15
727,28.2,28.2,-6.8,11,15
728,28.8,28.8,-292,11,15
729,28.96,28.96,-65,11,15
730,29,29,-165.7,11,15
731,30,30,-80,11,15
732,30.27,30.27,-90,11,15
733,31.2,31.2,-57.8,11,15
734,31.57,31.57,-90,11,15
735,33.01,33.01,-100,11,15
736,33.8,33.8,-82.3,11,15
737,34,34,-68.9,11,15
738,35.01,35.01,-68.9,11,15
739,35.03,35.03,-7,11,15
740,35.13,35.13,-45,11,15
741,40,40,-85.4,11,15
742,40.03,40.03,-1,11,15
743,40.13,40.13,-45,11,15
744,41.1,41.1,-72.6,11,15
745,42.5,42.5,-0.1,11,15
746,45,45,-8,11,15
747,45.02,45.02,-20,11,15
748,47.5,47.5,-0.1,11,15
749,49,49,-94.1,11,15
750,50.5,50.5,-0.1,11,15
751,54,54,-5.2,11,15
752,55,55,-1.1,11,15
753,65.5,65.5,-10,11,15
754,70,70,-14.4,11,15
755,70.04,70.04,-30.7,11,15
756,71.2,71.2,-52.5,11,15
757,72.8,72.8,-52.5,11,15
758,73.1,73.1,-52.5,11,15
759,73.34,73.34,-9.5,11,15
760,73.38,73.38,-30.7,11,15
761,73.5,73.5,-45,11,15
762,75.7,75.7,-74.2,11,15
763,76.69,76.69,-9.5,11,15
764,76.73,76.73,-30.7,11,15
765,79,79,-17,11,15
766,79.5,79.5,-10,11,15
767,80.03,80.03,-9.5,11,15
768,80.07,80.07,-30.6,11,15
769,84.6,84.6,-6,11,15
770,99.5,99.5,-744.1,11,15
771,145,145,-18,11,15
772,145.01,145.01,-9.3,11,15
773,160,160,-1446,11,15
774,180,180,-1296.9,11,15
775,180.3,180.3,-208.2,11,15
776,0,0,-19904.1,11,16
777,0.1,0.1,-4.6,11,16
778,0.2,0.2,-9.4,11,16
779,0.5,0.5,-40,11,16
780,0.6,0.6,-129.1,11,16
781,0.7,0.7,-41.7,11,16
782,1,1,-117.8,11,16
783,1.5,1.5,-11.2,11,16
784,2,2,-14.5,11,16
785,2.01,2.01,-43,11,16
786,2.5,2.5,-172.1,11,16
787,3,3,-20.5,11,16
788,4.5,4.5,-131.1,11,16
789,5,5,-300,11,16
790,6,6,-283.3,11,16
791,6.03,6.03,-4,11,16
792,7,7,-212.6,11,16
793,8,8,-103.8,11,16
794,10.5,10.5,-292,11,16
795,10.8,10.8,-122,11,16
796,11,11,-496.3,11,16
797,12.9,12.9,-57.8,11,16
798,15,15,-2.8,11,16
799,15.01,15.01,-121.7,11,16
800,16,16,-27.5,11,16
801,16.3,16.3,-292,11,16
802,17,17,-50,11,16
803,17.47,17.47,-50,11,16
804,17.94,17.94,-50,11,16
805,18.41,18.41,-50,11,16
806,18.5,18.5,-121.7,11,16
807,18.79,18.79,-65,11,16
808,19,19,-22.1,11,16
809,19.6,19.6,-65,11,16
810,20,20,-130,11,16
811,20.1,20.1,-165,11,16
812,20.47,20.47,-50,11,16
813,20.68,20.68,-90,11,16
814,20.94,20.94,-50,11,16
815,21.2,21.2,-350,11,16
816,21.3,21.3,-100,11,16
817,21.4,21.4,-72.6,11,16
818,21.41,21.41,-50,11,16
819,21.79,21.79,-90,11,16
820,22.3,22.3,-200,11,16
821,22.5,22.5,-292,11,16
822,23,23,-239.7,11,16
823,23.03,23.03,-121.7,11,16
824,23.9,23.9,-72.6,11,16
825,24,24,-76.6,11,16
826,25,25,-132.5,11,16
