"I","PI0","PI1","QI","LI","TI"
184,38.4,38.4,10,11,5
185,38,38,100,11,5
186,36,36,46.4,11,5
187,35,35,12.4,11,5
188,34,34,3,11,5
189,33,33,61.8,11,5
190,32.45,32.45,140,11,5
191,30.5,30.5,2.7,11,5
192,30,30,151.3,11,5
193,27.02,27.02,0.9,11,5
194,26,26,50,11,5
195,25.22,25.22,99.9,11,5
196,25,25,38.8,11,5
197,20.9,20.9,105,11,5
198,20.89,20.89,105,11,5
199,20.88,20.88,105,11,5
200,20.8,20.8,73,11,5
201,20.79,20.79,73,11,5
202,20.75,20.75,75,11,5
203,20.7,20.7,100,11,5
204,20.69,20.69,100,11,5
205,20,20,36,11,5
206,17,17,90,11,5
207,15,15,0.6,11,5
208,10.1,10.1,72,11,5
209,10,10,103.4,11,5
210,9,9,0.3,11,5
211,5.2,5.2,72,11,5
212,5,5,98.8,11,5
213,3.13,3.13,52,11,5
214,3,3,193.3,11,5
215,2.7,2.7,0.2,11,5
216,2,2,200,11,5
217,1,1,311,11,5
218,0.5,0.5,101.2,11,5
219,0.2,0.2,9.3,11,5
220,0.13,0.13,52,11,5
221,0.1,0.1,58.5,11,5
222,0,0,4559.1,11,5
223,180.3,180.3,14184.2,11,6
224,180,180,55.6,11,6
225,150,150,8.3,11,6
226,149.74,149.74,36.4,11,6
227,140,140,13.4,11,6
228,121.6,121.6,13,11,6
229,120,120,54.4,11,6
230,110,110,712.1,11,6
231,102,102,0.8,11,6
232,100,100,271,11,6
233,91,91,0.1,11,6
234,90,90,89.5,11,6
235,89.99,89.99,200,11,6
236,89,89,0.1,11,6
237,85.5,85.5,1228.9,11,6
238,85,85,1.1,11,6
239,84.98,84.98,300,11,6
240,80,80,320,11,6
241,75,75,89.6,11,6
242,73,73,10.8,11,6
243,70,70,3.7,11,6
244,59.6,59.6,0.1,11,6
245,52.07,52.07,0.9,11,6
246,50.5,50.5,6,11,6
247,50,50,214.7,11,6
248,48,48,67.1,11,6
249,45.5,45.5,6,11,6
250,45,45,89.6,11,6
251,43.4,43.4,20,11,6
252,42.67,42.67,11.8,11,6
253,42.5,42.5,2.9,11,6
254,42,42,50.3,11,6
255,41,41,100,11,6
256,40.4,40.4,20,11,6
257,40,40,67.4,11,6
258,39,39,50.3,11,6
259,38.4,38.4,10,11,6
260,36,36,50.3,11,6
261,35.5,35.5,3,11,6
262,35,35,13,11,6
263,33,33,67.1,11,6
264,32.4,32.4,47.6,11,6
265,32,32,50,11,6
266,31.52,31.52,140,11,6
267,31,31,50,11,6
268,30,30,97.3,11,6
269,28.58,28.58,1,11,6
270,25.68,25.68,99.9,11,6
271,25,25,38.9,11,6
272,20.9,20.9,105,11,6
273,20.89,20.89,105,11,6
274,20.88,20.88,105,11,6
275,20.8,20.8,73,11,6
276,20.79,20.79,73,11,6
277,20.75,20.75,75,11,6
278,20.7,20.7,100,11,6
279,20.69,20.69,100,11,6
280,20,20,36,11,6
281,17,17,90,11,6
282,15,15,0.7,11,6
283,11,11,0.3,11,6
284,10.1,10.1,72,11,6
285,10,10,104.1,11,6
286,5.2,5.2,72,11,6
287,5,5,98.7,11,6
288,3.13,3.13,52,11,6
289,3,3,193,11,6
290,2.86,2.86,0.2,11,6
291,2,2,200,11,6
292,1,1,313.6,11,6
293,0.5,0.5,53,11,6
294,0.2,0.2,9,11,6
295,0.13,0.13,52,11,6
296,0.1,0.1,57.9,11,6
297,0,0,4982.4,11,6
298,180.3,180.3,15714.8,11,7
299,180,180,96.9,11,7
300,150,150,9.4,11,7
301,140,140,14,11,7
302,121.61,121.61,61.2,11,7
303,120,120,61.6,11,7
304,110,110,721.6,11,7
305,102,102,1.3,11,7
306,100,100,309.6,11,7
307,95,95,0.3,11,7
308,94.17,94.17,1218.4,11,7
309,91,91,0.1,11,7
310,90,90,421.1,11,7
311,89.99,89.99,200,11,7
312,89,89,0.1,11,7
313,85,85,1.3,11,7
314,84.98,84.98,300,11,7
315,77.83,77.83,13.3,11,7
316,75,75,111.1,11,7
317,70,70,4.2,11,7
318,63.04,63.04,0.1,11,7
319,55,55,140,11,7
320,54.17,54.17,97.4,11,7
321,54,54,6.7,11,7
322,53.5,53.5,7.6,11,7
323,52.07,52.07,0.9,11,7
324,50,50,90.8,11,7
325,49.17,49.17,48.8,11,7
326,48,48,77.8,11,7
327,47.5,47.5,7.5,11,7
328,45.5,45.5,3.6,11,7
329,45,45,58.3,11,7
330,44.17,44.17,48.8,11,7
331,43.4,43.4,20,11,7
332,42,42,58.3,11,7
333,40.4,40.4,20,11,7
334,40,40,33.6,11,7
335,39,39,58.3,11,7
336,38.4,38.4,10,11,7
337,38,38,3.2,11,7
338,36.05,36.05,45.7,11,7
339,36,36,58.3,11,7
340,35,35,15.6,11,7
341,33,33,77.8,11,7
342,32.92,32.92,1,11,7
343,30,30,150.4,11,7
344,25.73,25.73,99.9,11,7
345,25,25,7.4,11,7
346,24,24,50,11,7
347,20.9,20.9,105,11,7
348,20.89,20.89,105,11,7
349,20.88,20.88,105,11,7
350,20.8,20.8,73,11,7
351,20.79,20.79,73,11,7
352,20.75,20.75,75,11,7
353,20.7,20.7,100,11,7
354,20.69,20.69,100,11,7
355,20,20,36,11,7
356,19,19,0.3,11,7
357,17,17,90,11,7
358,15,15,0.7,11,7
359,10,10,104.2,11,7
360,5,5,98.7,11,7
361,3.29,3.29,0.2,11,7
362,3.13,3.13,52,11,7
363,3,3,192.6,11,7
364,2,2,200,11,7
365,1,1,319,11,7
366,0.5,0.5,85.5,11,7
367,0.2,0.2,8.8,11,7
368,0.13,0.13,52,11,7
369,0.1,0.1,56,11,7
370,0,0,5045.3,11,7
371,180.3,180.3,19845.6,11,8
372,180,180,129,11,8
373,150,150,11.8,11,8
374,140,140,17.1,11,8
375,134.12,134.12,58.4,11,8
376,121.6,121.6,43.6,11,8
377,120,120,74.5,11,8
378,110,110,570.6,11,8
379,103.69,103.69,854.5,11,8
380,102,102,2.8,11,8
381,100,100,126.8,11,8
382,97,97,0.2,11,8
383,92,92,0.1,11,8
384,91,91,0.2,11,8
385,90.37,90.37,16.7,11,8
386,90,90,603.3,11,8
387,89.99,89.99,200,11,8
388,89,89,0.1,11,8
389,85,85,1.6,11,8
390,84.98,84.98,300,11,8
391,81,81,73.1,11,8
392,80,80,0.2,11,8
393,75,75,139.6,11,8
394,72.84,72.84,0.1,11,8
395,70,70,9.6,11,8
396,62.85,62.85,0.9,11,8
397,60.19,60.19,139.2,11,8
398,58.5,58.5,6.2,11,8
399,57.75,57.75,88.8,11,8
400,56.91,56.91,49.9,11,8
401,55.19,55.19,59.8,11,8
402,53.75,53.75,66.6,11,8
403,53.5,53.5,6.2,11,8
404,50.75,50.75,66.6,11,8
405,50,50,6.9,11,8
406,47.75,47.75,66.6,11,8
407,45,45,29,11,8
408,44.75,44.75,66.6,11,8
409,43.4,43.4,20,11,8
410,43.3,43.3,3.8,11,8
411,41.75,41.75,88.8,11,8
412,40.4,40.4,20,11,8
413,40,40,70.6,11,8
414,39.28,39.28,1.2,11,8
415,38.4,38.4,10,11,8
416,38,38,4.3,11,8
417,35,35,2.6,11,8
418,32,32,50,11,8
419,30,30,99.5,11,8
420,29,29,0.3,11,8
421,28.5,28.5,9.7,11,8
422,25,25,9.1,11,8
423,22,22,50,11,8
424,20.9,20.9,105,11,8
425,20.89,20.89,105,11,8
426,20.88,20.88,105,11,8
427,20.8,20.8,73,11,8
428,20.79,20.79,73,11,8
429,20.75,20.75,75,11,8
430,20.7,20.7,100,11,8
431,20.69,20.69,100,11,8
432,20,20,35,11,8
433,17,17,90,11,8
434,10,10,103.2,11,8
435,8,8,149,11,8
436,5,5,247,11,8
437,4.05,4.05,73.1,11,8
438,3.93,3.93,0.2,11,8
439,3.13,3.13,52,11,8
440,3,3,191.9,11,8
441,2,2,200,11,8
442,1,1,324.5,11,8
443,0.5,0.5,270.7,11,8
444,0.2,0.2,6.9,11,8
445,0.13,0.13,52,11,8
446,0.1,0.1,54.3,11,8
447,0,0,5087.1,11,8
448,180.3,180.3,16771,11,9
449,180,180,62.9,11,9
450,150,150,12,11,9
451,140,140,18.5,11,9
452,134.12,134.12,87.7,11,9
453,121.6,121.6,65.3,11,9
454,120,120,83.4,11,9
455,110,110,610.7,11,9
456,108.03,108.03,795.5,11,9
457,102,102,6,11,9
458,100,100,147,11,9
459,97,97,0.8,11,9
460,94,94,0.5,11,9
461,93.06,93.06,22.2,11,9
462,92,92,0.7,11,9
463,91,91,0.3,11,9
464,90,90,619.5,11,9
465,89.99,89.99,200,11,9
466,89,89,0.2,11,9
467,85,85,1.7,11,9
468,84.98,84.98,300,11,9
469,81,81,70.5,11,9
470,80,80,200.7,11,9
471,75.77,75.77,0.1,11,9
472,75.24,75.24,50,11,9
473,75,75,11.3,11,9
474,70,70,1.3,11,9
475,69,69,6.5,11,9
476,66.71,66.71,163,11,9
477,65,65,6,11,9
478,64,64,6.5,11,9
479,62.98,62.98,95.8,11,9
480,62.85,62.85,0.9,11,9
481,61.71,61.71,71,11,9
482,58.98,58.98,71.8,11,9
483,55.98,55.98,71.8,11,9
484,52.98,52.98,71.8,11,9
485,50,50,1.7,11,9
486,49.98,49.98,71.8,11,9
487,49.5,49.5,22.9,11,9
488,46.98,46.98,95.8,11,9
489,45,45,10,11,9
490,43.4,43.4,20,11,9
491,42,42,4.9,11,9
492,41.5,41.5,4,11,9
493,40.4,40.4,20,11,9
494,40.05,40.05,1.1,11,9
495,40,40,87.9,11,9
496,39,39,12.4,11,9
497,38.4,38.4,10,11,9
498,38,38,3,11,9
499,36,36,50,11,9
500,34,34,1.5,11,9
501,30,30,36.8,11,9
502,25.24,25.24,53.4,11,9
503,25,25,9.8,11,9
504,24,24,50,11,9
505,20.24,20.24,53.4,11,9
506,20,20,35,11,9
507,19,19,0.3,11,9
508,17,17,90,11,9
509,10.13,10.13,52,11,9
510,10,10,102.8,11,9
511,5,5,98,11,9
512,4.05,4.05,70.5,11,9
513,4.01,4.01,0.2,11,9
514,3,3,191.4,11,9
515,2,2,200,11,9
516,1,1,327.9,11,9
517,0.5,0.5,195,11,9
518,0.2,0.2,5.6,11,9
519,0.13,0.13,52,11,9
520,0.1,0.1,52.7,11,9
521,0,0,10469.1,11,9
522,180.3,180.3,17914.1,11,10
523,180,180,28,11,10
524,150,150,14.1,11,10
525,140,140,21.2,11,10
526,134.12,134.12,87.7,11,10
527,121.6,121.6,65.3,11,10
528,120,120,101.4,11,10
529,112.1,112.1,728,11,10
530,110,110,615.9,11,10
531,102,102,6.3,11,10
532,100,100,190,11,10
533,97.85,97.85,28.5,11,10
534,97,97,1,11,10
535,94,94,0.6,11,10
536,92,92,0.7,11,10
537,91,91,0.3,11,10
538,90,90,628.8,11,10
539,89.99,89.99,200,11,10
540,89,89,0.3,11,10
541,85,85,1.7,11,10
542,84.98,84.98,300,11,10
543,80.77,80.77,0.2,11,10
544,80,80,297.1,11,10
545,79.98,79.98,208,11,10
546,79.63,79.63,49.9,11,10
547,75,75,0.2,11,10
548,74.98,74.98,86,11,10
549,74,74,8.4,11,10
550,70,70,1.6,11,10
551,69,69,8.4,11,10
552,65,65,7.4,11,10
553,64.89,64.89,113.9,11,10
554,63.2,63.2,4.1,11,10
555,62.85,62.85,0.9,11,10
556,60.89,60.89,85.4,11,10
557,60,60,0.3,11,10
558,57.89,57.89,85.4,11,10
559,54.89,54.89,85.4,11,10
560,51.89,51.89,85.4,11,10
561,50,50,2,11,10
562,49.5,49.5,31.9,11,10
563,48.89,48.89,113.9,11,10
564,45,45,10,11,10
565,44,44,15.9,11,10
566,43.4,43.4,20,11,10
567,42.65,42.65,1.5,11,10
568,42,42,6,11,10
569,40.4,40.4,20,11,10
570,40,40,91.1,11,10
571,38.4,38.4,10,11,10
572,38,38,3.6,11,10
573,34,34,1.8,11,10
574,30,30,71,11,10
575,29.63,29.63,53,11,10
576,29,29,0.3,11,10
577,25,25,10.6,11,10
578,24.63,24.63,52.9,11,10
579,22,22,50,11,10
580,17,17,90,11,10
581,10.13,10.13,52,11,10
582,10,10,101.6,11,10
583,7,7,50,11,10
584,5,5,98.1,11,10
585,4.5,4.5,126.1,11,10
586,4.27,4.27,0.2,11,10
587,3,3,191.3,11,10
588,2,2,200,11,10
589,1,1,337,11,10
590,0.5,0.5,189.3,11,10
591,0.4,0.4,24.1,11,10
592,0.2,0.2,3.4,11,10
593,0.13,0.13,52,11,10
594,0.1,0.1,49,11,10
595,0,0,10835.2,11,10
596,180.3,180.3,18145.9,11,11
597,180,180,29.2,11,11
598,150,150,14.6,11,11
599,140,140,22.1,11,11
600,134.12,134.12,112.8,11,11
601,121.6,121.6,40.2,11,11
602,120,120,105.7,11,11
603,110,110,576.2,11,11
604,107.13,107.13,645.9,11,11
605,102,102,6.2,11,11
606,100,100,200.4,11,11
607,98.58,98.58,29.9,11,11
608,90,90,636.5,11,11
609,89.99,89.99,200,11,11
610,89,89,0.3,11,11
611,84.98,84.98,300,11,11
612,80.52,80.52,0.2,11,11
613,80,80,315.2,11,11
614,79.07,79.07,206.2,11,11
615,79,79,8.6,11,11
616,77.31,77.31,50,11,11
617,75,75,0.2,11,11
618,74.07,74.07,88.8,11,11
619,74,74,8.6,11,11
620,70,70,1.4,11,11
621,66.6,66.6,3.8,11,11
622,65,65,7.6,11,11
623,62.85,62.85,0.9,11,11
624,60,60,0.4,11,11
625,59.62,59.62,116.7,11,11
626,55.62,55.62,87.5,11,11
627,52.62,52.62,87.5,11,11
628,50,50,2.2,11,11
629,49.62,49.62,87.5,11,11
630,49.5,49.5,33.4,11,11
631,49,49,16.3,11,11
632,46.62,46.62,87.5,11,11
633,45,45,60,11,11
634,44,44,7.9,11,11
635,43.62,43.62,116.7,11,11
636,43.4,43.4,20,11,11
637,41,41,50,11,11
638,40.4,40.4,20,11,11
639,40,40,106.2,11,11
640,38.4,38.4,10,11,11
641,35,35,1.9,11,11
642,30,30,68.8,11,11
643,27.31,27.31,50,11,11
644,25,25,11.3,11,11
645,22.31,22.31,50,11,11
646,19,19,0.4,11,11
647,17,17,90,11,11
648,10.13,10.13,52,11,11
649,10,10,101,11,11
650,5,5,98.1,11,11
651,4.5,4.5,131.2,11,11
652,4.4,4.4,0.2,11,11
653,3,3,190.9,11,11
654,2,2,200,11,11
655,1,1,338.5,11,11
656,0.5,0.5,123.8,11,11
657,0.2,0.2,3,11,11
658,0.13,0.13,52,11,11
659,0.1,0.1,48.6,11,11
660,0,0,10957,11,11
661,180.3,180.3,18346.9,11,12
662,180,180,29.1,11,12
663,150,150,14.4,11,12
664,140,140,22.2,11,12
665,134.12,134.12,117.3,11,12
666,121.6,121.6,35.7,11,12
667,120,120,110.1,11,12
668,110,110,553,11,12
669,105.03,105.03,639,11,12
670,102,102,6.2,11,12
671,100,100,433.3,11,12
672,97.31,97.31,29.7,11,12
673,90,90,410.9,11,12
674,89.99,89.99,200,11,12
675,89,89,0.3,11,12
676,84.98,84.98,300,11,12
677,80,80,290,11,12
678,77.06,77.06,0.2,11,12
679,77,77,7.7,11,12
680,75,75,14.6,11,12
681,73.03,73.03,49.9,11,12
682,72.5,72.5,179.5,11,12
683,72,72,7.7,11,12
684,70,70,1.8,11,12
685,67.5,67.5,119.5,11,12
686,65,65,7.4,11,12
687,64.4,64.4,3.9,11,12
688,62.85,62.85,0.9,11,12
689,61,61,100,11,12
690,55.69,55.69,118.5,11,12
691,51.69,51.69,88.8,11,12
692,50,50,2.2,11,12
693,49.5,49.5,33.8,11,12
694,48.69,48.69,88.8,11,12
695,47,47,18,11,12
696,45.69,45.69,88.8,11,12
697,43.4,43.4,20,11,12
698,43.15,43.15,1.7,11,12
699,43,43,6.4,11,12
700,42.69,42.69,88.8,11,12
701,42.5,42.5,10,11,12
702,41,41,50,11,12
703,40.4,40.4,20,11,12
704,40,40,104.6,11,12
705,39.69,39.69,118.5,11,12
706,38.4,38.4,10,11,12
707,35,35,1.9,11,12
708,30,30,118.6,11,12
709,25,25,11.4,11,12
710,23.03,23.03,54.5,11,12
711,19,19,0.4,11,12
712,18.03,18.03,54.5,11,12
713,17,17,90,11,12
714,10.13,10.13,52,11,12
715,10,10,100.9,11,12
716,5,5,98,11,12
717,4.5,4.5,133.3,11,12
718,4.32,4.32,0.2,11,12
719,3,3,191,11,12
720,2,2,200,11,12
721,1,1,339.3,11,12
722,0.5,0.5,123.3,11,12
723,0.2,0.2,2.6,11,12
724,0.13,0.13,52,11,12
725,0.1,0.1,48.7,11,12
726,0,0,11088.5,11,12
727,180.3,180.3,18667.4,11,13
728,180,180,28.6,11,13
729,150,150,14.5,11,13
730,140,140,23.2,11,13
731,134.12,134.12,132.6,11,13
732,121.6,121.6,20.4,11,13
733,120,120,110.9,11,13
734,110,110,530.4,11,13
735,107.13,107.13,644.1,11,13
736,102,102,6.3,11,13
737,100,100,426.2,11,13
738,99.23,99.23,29,11,13
739,90,90,413.7,11,13
740,89.99,89.99,200,11,13
741,89,89,0.3,11,13
742,85,85,13.5,11,13
743,84.98,84.98,300,11,13
744,80,80,280.8,11,13
745,79.64,79.64,0.2,11,13
746,78,78,176.5,11,13
747,75.29,75.29,49.9,11,13
748,75,75,0.2,11,13
749,73,73,136.5,11,13
750,71,71,7.6,11,13
751,70,70,1.8,11,13
752,66,66,7.5,11,13
753,65,65,7.2,11,13
754,64.8,64.8,4,11,13
755,62.85,62.85,0.9,11,13
756,56.37,56.37,114.6,11,13
757,52.37,52.37,85.9,11,13
758,50,50,2.2,11,13
759,49.5,49.5,33.1,11,13
760,49.37,49.37,85.9,11,13
761,46.37,46.37,85.9,11,13
762,46,46,50,11,13
763,45,45,18.5,11,13
764,44.08,44.08,1.7,11,13
765,43.4,43.4,20,11,13
766,43.37,43.37,85.9,11,13
767,43,43,6.6,11,13
768,41,41,17.8,11,13
769,40.4,40.4,20,11,13
770,40.37,40.37,114.6,11,13
771,40,40,84.6,11,13
772,39,39,50,11,13
773,38.4,38.4,10,11,13
774,35,35,2,11,13
775,30,30,68.3,11,13
776,25.29,25.29,50.5,11,13
777,25,25,10.8,11,13
778,20.29,20.29,50.5,11,13
779,19,19,0.3,11,13
780,17,17,90,11,13
781,10.13,10.13,52,11,13
782,10,10,101,11,13
783,5,5,98,11,13
784,4.5,4.5,134.3,11,13
785,4.41,4.41,0.2,11,13
786,3,3,191.6,11,13
787,2,2,200,11,13
788,1,1,337.4,11,13
789,0.5,0.5,123.5,11,13
790,0.2,0.2,2.2,11,13
791,0.13,0.13,52,11,13
792,0.1,0.1,48.9,11,13
793,0,0,11693.9,11,13
794,180.3,180.3,18397.8,11,14
795,180,180,24.6,11,14
796,150,150,11.9,11,14
797,140,140,21.7,11,14
798,134.12,134.12,132.6,11,14
799,121.6,121.6,20.4,11,14
800,120,120,98,11,14
801,110,110,527.2,11,14
802,105,105,699.2,11,14
803,102,102,4.9,11,14
804,100,100,397.5,11,14
805,97.6,97.6,22.6,11,14
806,90,90,368,11,14
807,89.99,89.99,200,11,14
808,89,89,0.2,11,14
809,84.98,84.98,300,11,14
810,80,80,215.9,11,14
811,76.33,76.33,0.2,11,14
812,75,75,11.7,11,14
813,73.59,73.59,50,11,14
814,70.13,70.13,148.5,11,14
815,70,70,1.2,11,14
816,67,67,6.2,11,14
817,65.13,65.13,108.5,11,14
818,65,65,6.3,11,14
819,62.85,62.85,0.9,11,14
820,60,60,0.4,11,14
821,59.4,59.4,4.1,11,14
822,59.28,59.28,99.4,11,14
823,56.28,56.28,74.5,11,14
824,53.28,53.28,74.5,11,14
825,52,52,6.1,11,14
826,50,50,1.7,11,14
827,49.5,49.5,25.5,11,14
828,47.28,47.28,74.5,11,14
829,45,45,7.6,11,14
830,44.28,44.28,74.5,11,14
831,43.46,43.46,1.3,11,14
832,43.4,43.4,20,11,14
833,43,43,6,11,14
834,41.79,41.79,10,11,14
835,41.28,41.28,99.4,11,14
836,41,41,50,11,14
837,40.4,40.4,20,11,14
838,40,40,78.7,11,14
839,38.4,38.4,10,11,14
840,37,37,14.7,11,14
841,35,35,1.8,11,14
842,34,34,50,11,14
843,30,30,67.9,11,14
844,25,25,9.4,11,14
845,23.59,23.59,29.9,11,14
846,19,19,0.3,11,14
847,18.59,18.59,29.9,11,14
848,17,17,90,11,14
849,10.13,10.13,52,11,14
850,10,10,102.3,11,14
851,9,9,122.6,11,14
852,8.9,8.9,11.6,11,14
853,5,5,98,11,14
854,4.5,4.5,114.3,11,14
855,4.35,4.35,0.2,11,14
856,3,3,192.2,11,14
857,2,2,200,11,14
858,1,1,329.8,11,14
859,0.5,0.5,94.5,11,14
860,0.2,0.2,3.4,11,14
861,0.13,0.13,52,11,14
862,0.1,0.1,51.9,11,14
863,0,0,11750.8,11,14
864,180.3,180.3,18169.8,11,15
865,180,180,23.3,11,15
866,150,150,11.7,11,15
867,140,140,21.2,11,15
868,134.12,134.12,132.6,11,15
869,121.6,121.6,20.4,11,15
870,120,120,92.7,11,15
871,110,110,519.3,11,15
872,103.69,103.69,620.6,11,15
873,102,102,6,11,15
874,100,100,391,11,15
875,96.07,96.07,21.3,11,15
876,90,90,351.1,11,15
877,89.99,89.99,200,11,15
878,89,89,0.2,11,15
879,84.98,84.98,300,11,15
880,80,80,192.8,11,15
881,75,75,0.2,11,15
882,73.6,73.6,0.2,11,15
883,71.31,71.31,49.9,11,15
884,70,70,11.9,11,15
885,65,65,6.2,11,15
886,64.24,64.24,135.5,11,15
887,64,64,5.6,11,15
888,62.85,62.85,0.9,11,15
889,59.24,59.24,95.5,11,15
890,57.9,57.9,3.9,11,15
891,53.27,53.27,91.4,11,15
892,50.27,50.27,68.6,11,15
893,50,50,1.9,11,15
894,49.5,49.5,23.1,11,15
895,49,49,5.6,11,15
896,47.27,47.27,68.6,11,15
897,45,45,17.8,11,15
898,43.4,43.4,20,11,15
899,43,43,5.9,11,15
900,42,42,50,11,15
901,41.45,41.45,1.1,11,15
902,41.27,41.27,68.6,11,15
903,40.4,40.4,20,11,15
904,40,40,79.3,11,15
905,38.4,38.4,10,11,15
906,38.27,38.27,68.6,11,15
907,35.27,35.27,91.4,11,15
908,35,35,1.8,11,15
909,34,34,13.6,11,15
910,33,33,50,11,15
911,30,30,69.5,11,15
912,25,25,6.9,11,15
