"I","PI0","PI1","QI","LI","TI"
78,89.4,89.4,1146.5,11,2
79,84.98,84.98,300,11,2
80,84.28,84.28,8.6,11,2
81,81,81,32,11,2
82,80,80,342.7,11,2
83,77.44,77.44,0.1,11,2
84,76,76,0.1,11,2
85,75,75,68.9,11,2
86,72.9,72.9,32,11,2
87,70,70,10.6,11,2
88,65.61,65.61,32,11,2
89,65,65,26.2,11,2
90,60,60,0.1,11,2
91,52.06,52.06,0.1,11,2
92,50,50,73.2,11,2
93,47.2,47.2,1.7,11,2
94,45,45,73,11,2
95,44,44,12.1,11,2
96,43.4,43.4,20,11,2
97,42.49,42.49,75.1,11,2
98,40.4,40.4,20,11,2
99,40,40,103.3,11,2
100,38.4,38.4,10,11,2
101,38,38,50,11,2
102,35.5,35.5,5,11,2
103,35,35,140,11,2
104,30,30,149.3,11,2
105,28.69,28.69,95,11,2
106,27.1,27.1,190,11,2
107,26.32,26.32,190,11,2
108,25.95,25.95,190,11,2
109,25.5,25.5,5,11,2
110,25,25,40,11,2
111,20.58,20.58,0.9,11,2
112,20.5,20.5,3.3,11,2
113,20.3,20.3,138,11,2
114,20.2,20.2,138,11,2
115,20.1,20.1,138,11,2
116,20,20,147.9,11,2
117,19.89,19.89,99.9,11,2
118,19,19,0.3,11,2
119,17,17,3.2,11,2
120,15,15,53.5,11,2
121,12,12,1.1,11,2
122,10,10,15.3,11,2
123,6,6,0.7,11,2
124,5,5,18.1,11,2
125,3.28,3.28,32,11,2
126,3,3,3.3,11,2
127,2,2,10,11,2
128,1,1,26.8,11,2
129,0.5,0.5,91.4,11,2
130,0.2,0.2,6.4,11,2
131,0.1,0.1,48.7,11,2
132,0.01,0.01,52,11,2
133,0,0,5617.6,11,2
134,180.3,180.3,20666.1,11,3
135,180,180,517.6,11,3
136,150,150,8.8,11,3
137,140,140,10.5,11,3
138,139.83,139.83,6.5,11,3
139,130,130,5.1,11,3
140,120,120,57.2,11,3
141,110,110,177.3,11,3
142,100,100,113.2,11,3
143,90,90,112.7,11,3
144,89.99,89.99,200,11,3
145,85,85,0.3,11,3
146,84.98,84.98,300,11,3
147,81.5,81.5,1151.5,11,3
148,81,81,30.8,11,3
149,80,80,342.6,11,3
150,76,76,0.1,11,3
151,75,75,70.4,11,3
152,73.86,73.86,8.2,11,3
153,72.9,72.9,30.8,11,3
154,70.84,70.84,0.1,11,3
155,70,70,10,11,3
156,65.61,65.61,30.8,11,3
157,65,65,25.4,11,3
158,60,60,0.1,11,3
159,52.06,52.06,0.1,11,3
160,50,50,69.1,11,3
161,45,45,69,11,3
162,44,44,11.2,11,3
163,43.4,43.4,20,11,3
164,42.49,42.49,54.7,11,3
165,40.4,40.4,20,11,3
166,40,40,52.4,11,3
167,39,39,1.9,11,3
168,38.4,38.4,10,11,3
169,38,38,100,11,3
170,35,35,39.3,11,3
171,30.5,30.5,5.2,11,3
172,30,30,148.9,11,3
173,27.9,27.9,95,11,3
174,27.1,27.1,190,11,3
175,26.32,26.32,190,11,3
176,25.96,25.96,72,11,3
177,25.95,25.95,190,11,3
178,25,25,139.3,11,3
179,24.63,24.63,72,11,3
180,23.52,23.52,78,11,3
181,21,21,10,11,3
182,20.5,20.5,5.1,11,3
183,20.3,20.3,138,11,3
184,20.2,20.2,138,11,3
185,20.1,20.1,138,11,3
186,20,20,146.7,11,3
187,19,19,10.3,11,3
188,17.75,17.75,41.9,11,3
189,17.51,17.51,0.9,11,3
190,17,17,12.8,11,3
191,15.5,15.5,2.5,11,3
192,15,15,62.6,11,3
193,12,12,1,11,3
194,10,10,13.7,11,3
195,6,6,0.7,11,3
196,5,5,103.1,11,3
197,3.28,3.28,30.8,11,3
198,3,3,93.4,11,3
199,2,2,10,11,3
200,1,1,116.3,11,3
201,0.5,0.5,71.6,11,3
202,0.2,0.2,7.4,11,3
203,0.1,0.1,29,11,3
204,0.01,0.01,52,11,3
205,0,0,1099.9,11,3
206,180.3,180.3,19517.8,11,4
207,180,180,513.6,11,4
208,150,150,8.5,11,4
209,140,140,9.7,11,4
210,139.83,139.83,6.5,11,4
211,130,130,5.1,11,4
212,120,120,54.3,11,4
213,110,110,177,11,4
214,100,100,108.8,11,4
215,90,90,108.3,11,4
216,89.99,89.99,200,11,4
217,85,85,0.3,11,4
218,84.98,84.98,300,11,4
219,81,81,30,11,4
220,80.13,80.13,1151.3,11,4
221,80,80,342.7,11,4
222,75,75,68.7,11,4
223,72.9,72.9,30,11,4
224,71.97,71.97,8.1,11,4
225,70,70,9.8,11,4
226,68.87,68.87,0.1,11,4
227,65.61,65.61,30,11,4
228,65,65,24.8,11,4
229,60,60,0.1,11,4
230,52.06,52.06,0.1,11,4
231,50,50,67.1,11,4
232,45,45,67,11,4
233,44,44,10.8,11,4
234,43.4,43.4,20,11,4
235,42.49,42.49,54.7,11,4
236,40.4,40.4,20,11,4
237,40,40,51.7,11,4
238,38.4,38.4,10,11,4
239,36,36,1.6,11,4
240,35,35,38.8,11,4
241,32,32,100,11,4
242,30.5,30.5,5.1,11,4
243,30,30,168.4,11,4
244,27.1,27.1,190,11,4
245,26.32,26.32,190,11,4
246,25.96,25.96,72,11,4
247,25.95,25.95,190,11,4
248,25,25,38.8,11,4
249,24.63,24.63,72,11,4
250,24.33,24.33,70,11,4
251,23.52,23.52,78,11,4
252,23,23,10,11,4
253,22,22,50,11,4
254,21,21,10,11,4
255,20.5,20.5,5.1,11,4
256,20.3,20.3,138,11,4
257,20.2,20.2,138,11,4
258,20.1,20.1,138,11,4
259,20,20,145.6,11,4
260,19,19,10,11,4
261,18.44,18.44,17.9,11,4
262,17,17,12.7,11,4
263,16.41,16.41,0.8,11,4
264,15,15,61.9,11,4
265,12,12,0.9,11,4
266,10.5,10.5,2.5,11,4
267,10,10,13.4,11,4
268,9,9,0.3,11,4
269,6,6,0.6,11,4
270,5,5,103.1,11,4
271,3.28,3.28,30,11,4
272,3,3,93.6,11,4
273,2,2,10,11,4
274,1,1,115.9,11,4
275,0.5,0.5,71.7,11,4
276,0.2,0.2,8,11,4
277,0.1,0.1,29,11,4
278,0.01,0.01,52,11,4
279,0,0,1099.9,11,4
280,180.3,180.3,18776.2,11,5
281,180,180,514,11,5
282,150,150,8.6,11,5
283,140,140,8.7,11,5
284,139.83,139.83,6.5,11,5
285,130,130,5.2,11,5
286,120,120,53.4,11,5
287,110,110,176.6,11,5
288,100,100,131.7,11,5
289,90,90,106.7,11,5
290,89.99,89.99,200,11,5
291,85,85,0.3,11,5
292,84.98,84.98,300,11,5
293,81,81,29.8,11,5
294,80.78,80.78,1152.3,11,5
295,80,80,342.8,11,5
296,75,75,70.9,11,5
297,72.9,72.9,29.8,11,5
298,70.68,70.68,8.5,11,5
299,70,70,9.8,11,5
300,66.18,66.18,0.1,11,5
301,65.61,65.61,29.8,11,5
302,65,65,25.2,11,5
303,60,60,0.1,11,5
304,52.06,52.06,0.1,11,5
305,50,50,67.1,11,5
306,45,45,67,11,5
307,44,44,11.1,11,5
308,43.4,43.4,20,11,5
309,42.49,42.49,54.7,11,5
310,40.4,40.4,20,11,5
311,40,40,52.1,11,5
312,38.4,38.4,10,11,5
313,35,35,39.1,11,5
314,34,34,1.5,11,5
315,30.5,30.5,5.3,11,5
316,30,30,248.6,11,5
317,27.1,27.1,190,11,5
318,26.32,26.32,190,11,5
319,26,26,50,11,5
320,25.96,25.96,72,11,5
321,25.95,25.95,190,11,5
322,25,25,39.1,11,5
323,24.63,24.63,72,11,5
324,23.52,23.52,78,11,5
325,23,23,10,11,5
326,21,21,10,11,5
327,20.5,20.5,5.2,11,5
328,20.3,20.3,138,11,5
329,20.2,20.2,138,11,5
330,20.1,20.1,138,11,5
331,20,20,145.5,11,5
332,19.99,19.99,70,11,5
333,19,19,10,11,5
334,18.66,18.66,15.9,11,5
335,17,17,12.6,11,5
336,15.65,15.65,0.8,11,5
337,15,15,62.3,11,5
338,12,12,0.9,11,5
339,10.5,10.5,2.6,11,5
340,10,10,13.6,11,5
341,9,9,0.3,11,5
342,6,6,0.6,11,5
343,5,5,103.1,11,5
344,3.28,3.28,29.8,11,5
345,3,3,94,11,5
346,2,2,10,11,5
347,1,1,116.2,11,5
348,0.5,0.5,71.5,11,5
349,0.2,0.2,8.2,11,5
350,0.1,0.1,28.8,11,5
351,0.01,0.01,52,11,5
352,0,0,1099.9,11,5
353,180.3,180.3,18308.8,11,6
354,180,180,508.5,11,6
355,150,150,8.8,11,6
356,140,140,8.4,11,6
357,139.83,139.83,6.5,11,6
358,130,130,5.3,11,6
359,120,120,52.2,11,6
360,110,110,176.2,11,6
361,100,100,103.5,11,6
362,90,90,105.3,11,6
363,89.99,89.99,200,11,6
364,85,85,1151.8,11,6
365,84.98,84.98,300,11,6
366,81,81,29.1,11,6
367,80,80,342.6,11,6
368,75,75,74,11,6
369,73,73,8.8,11,6
370,72.9,72.9,29.1,11,6
371,70,70,10,11,6
372,65.76,65.76,0.1,11,6
373,65.61,65.61,29.1,11,6
374,65,65,22.5,11,6
375,60,60,0.1,11,6
376,52.06,52.06,0.1,11,6
377,50,50,66.1,11,6
378,45,45,66,11,6
379,44,44,11.5,11,6
380,43.4,43.4,20,11,6
381,42.49,42.49,54.7,11,6
382,40.4,40.4,20,11,6
383,40,40,55,11,6
384,38.4,38.4,10,11,6
385,35.5,35.5,1.6,11,6
386,35,35,41.2,11,6
387,32,32,50,11,6
388,31,31,50,11,6
389,30.5,30.5,5.4,11,6
390,30,30,171,11,6
391,27.1,27.1,190,11,6
392,26.32,26.32,190,11,6
393,25.96,25.96,72,11,6
394,25.95,25.95,190,11,6
395,25,25,41.2,11,6
396,24.63,24.63,72,11,6
397,23.81,23.81,79,11,6
398,23.52,23.52,78,11,6
399,23,23,10,11,6
400,21,21,10,11,6
401,20.5,20.5,5.3,11,6
402,20.3,20.3,138,11,6
403,20.2,20.2,138,11,6
404,20.1,20.1,138,11,6
405,20,20,147.4,11,6
406,19,19,10,11,6
407,17.06,17.06,14.9,11,6
408,17,17,12.5,11,6
409,16.55,16.55,0.8,11,6
410,15,15,65.2,11,6
411,12,12,0.8,11,6
412,10.5,10.5,2.6,11,6
413,10,10,13.8,11,6
414,9,9,0.3,11,6
415,6,6,0.6,11,6
416,5,5,98.1,11,6
417,3.28,3.28,29.1,11,6
418,3,3,94,11,6
419,2,2,10,11,6
420,1,1,117.6,11,6
421,0.5,0.5,71.4,11,6
422,0.2,0.2,8.6,11,6
423,0.1,0.1,28.7,11,6
424,0.01,0.01,52,11,6
425,0,0,1099.9,11,6
426,180.3,180.3,18207.2,11,7
427,180,180,506,11,7
428,150,150,9.4,11,7
429,140,140,8.3,11,7
430,139.83,139.83,6.5,11,7
431,130,130,5.1,11,7
432,120,120,53.5,11,7
433,110,110,175.8,11,7
434,100,100,105.4,11,7
435,95,95,0.3,11,7
436,94.17,94.17,1115.9,11,7
437,90,90,443.8,11,7
438,89.99,89.99,200,11,7
439,84.98,84.98,300,11,7
440,81,81,29.9,11,7
441,80,80,3.3,11,7
442,77.83,77.83,10,11,7
443,75,75,82.6,11,7
444,72.9,72.9,29.9,11,7
445,70,70,10.7,11,7
446,65.61,65.61,29.9,11,7
447,65.56,65.56,0.1,11,7
448,65,65,24.2,11,7
449,60,60,0.1,11,7
450,52.06,52.06,0.1,11,7
451,50,50,0.3,11,7
452,49.17,49.17,70,11,7
453,47,47,30,11,7
454,45,45,10,11,7
455,44,44,12.4,11,7
456,43.4,43.4,20,11,7
457,42.49,42.49,54.7,11,7
458,41.2,41.2,1.4,11,7
459,40.4,40.4,20,11,7
460,40,40,87,11,7
461,38.4,38.4,10,11,7
462,35,35,42.7,11,7
463,30.5,30.5,5.7,11,7
464,30,30,203,11,7
465,29.64,29.64,70,11,7
466,28.12,28.12,21,11,7
467,27.1,27.1,190,11,7
468,26.32,26.32,190,11,7
469,26,26,100,11,7
470,25.96,25.96,72,11,7
471,25.95,25.95,190,11,7
472,25,25,42.7,11,7
473,24.63,24.63,72,11,7
474,24,24,50,11,7
475,23.52,23.52,78,11,7
476,22.12,22.12,21,11,7
477,21,21,10,11,7
478,20.5,20.5,5.7,11,7
479,20.3,20.3,138,11,7
480,20.2,20.2,138,11,7
481,20.1,20.1,138,11,7
482,20,20,148.9,11,7
483,19.06,19.06,0.9,11,7
484,19,19,10,11,7
485,18.12,18.12,21,11,7
486,17,17,12.4,11,7
487,15.5,15.5,2.8,11,7
488,15,15,67.2,11,7
489,12,12,0.8,11,7
490,10,10,14.7,11,7
491,9,9,0.3,11,7
492,6,6,0.6,11,7
493,5,5,98.1,11,7
494,3.28,3.28,29.9,11,7
495,3,3,94,11,7
496,2,2,10,11,7
497,1,1,118.6,11,7
498,0.5,0.5,70.9,11,7
499,0.2,0.2,8.7,11,7
500,0.1,0.1,28.3,11,7
501,0.01,0.01,52,11,7
502,0,0,1100,11,7
503,180.3,180.3,18903.1,11,8
504,180,180,491,11,8
505,150,150,10.7,11,8
506,140,140,8,11,8
507,139.83,139.83,17.1,11,8
508,130,130,5.4,11,8
509,120,120,56.5,11,8
510,110,110,194.5,11,8
511,105,105,877.2,11,8
512,100,100,94.3,11,8
513,92,92,0.1,11,8
514,90.37,90.37,11.5,11,8
515,90,90,456,11,8
516,89.99,89.99,200,11,8
517,84.98,84.98,300,11,8
518,81,81,32.2,11,8
519,80,80,6.3,11,8
520,75,75,95.6,11,8
521,72.9,72.9,32.2,11,8
522,70,70,8.7,11,8
523,66.86,66.86,0.1,11,8
524,65.61,65.61,32.2,11,8
525,65,65,25.1,11,8
526,60.19,60.19,76.5,11,8
527,60,60,0.2,11,8
528,55.19,55.19,36.5,11,8
529,52.3,52.3,1.4,11,8
530,52.06,52.06,0.1,11,8
531,50,50,0.5,11,8
532,45,45,10,11,8
533,44,44,14.3,11,8
534,43.4,43.4,20,11,8
535,42.49,42.49,64.5,11,8
536,40.4,40.4,20,11,8
537,40,40,92,11,8
538,38.4,38.4,10,11,8
539,35,35,46.5,11,8
540,32,32,50,11,8
541,30.5,30.5,5.6,11,8
542,30,30,157,11,8
543,28,28,100,11,8
544,27.63,27.63,194,11,8
545,27.1,27.1,190,11,8
546,26.32,26.32,190,11,8
547,25.96,25.96,72,11,8
548,25.95,25.95,190,11,8
549,25,25,50.1,11,8
550,24.63,24.63,72,11,8
551,23.52,23.52,78,11,8
552,23,23,13,11,8
553,22.74,22.74,1,11,8
554,22,22,52.5,11,8
555,21.63,21.63,99,11,8
556,21,21,10,11,8
557,20.3,20.3,138,11,8
558,20.2,20.2,138,11,8
559,20.1,20.1,138,11,8
560,20,20,84.4,11,8
561,19,19,10,11,8
562,17.63,17.63,99,11,8
563,17,17,10.9,11,8
564,15.5,15.5,5.6,11,8
565,15,15,72.2,11,8
566,10.5,10.5,4.7,11,8
567,10,10,15.6,11,8
568,9,9,0.3,11,8
569,5,5,98.1,11,8
570,3.28,3.28,32.2,11,8
571,3,3,94,11,8
572,2,2,10,11,8
573,1,1,121.1,11,8
574,0.5,0.5,100.1,11,8
575,0.2,0.2,8.4,11,8
576,0.1,0.1,57.4,11,8
577,0.01,0.01,52,11,8
578,0,0,854,11,8
579,180.3,180.3,11500.2,11,9
580,180,180,506.7,11,9
581,150,150,8.4,11,9
582,140,140,8.5,11,9
583,139.83,139.83,61.7,11,9
584,130,130,5.6,11,9
585,123.5,123.5,910,11,9
586,120,120,60,11,9
587,110,110,193.9,11,9
588,100,100,105.5,11,9
589,93.06,93.06,15,11,9
590,92,92,0.4,11,9
591,90,90,469.9,11,9
592,89.99,89.99,200,11,9
593,84.98,84.98,300,11,9
594,81,81,31,11,9
595,80,80,133.8,11,9
596,78.5,78.5,87.5,11,9
597,75,75,0.2,11,9
598,73.5,73.5,47.5,11,9
599,72.9,72.9,31,11,9
600,70,70,8.7,11,9
601,66.86,66.86,0.1,11,9
602,65.61,65.61,31,11,9
603,65,65,29.6,11,9
604,60,60,0.3,11,9
605,52.06,52.06,0.1,11,9
606,51.9,51.9,1.6,11,9
607,50,50,0.9,11,9
608,45,45,10,11,9
609,44,44,16.7,11,9
610,43.4,43.4,20,11,9
611,42.49,42.49,40.3,11,9
612,40.4,40.4,20,11,9
613,40,40,96.4,11,9
614,39,39,5.7,11,9
615,38.4,38.4,10,11,9
616,37,37,0.1,11,9
617,36.72,36.72,71,11,9
618,36,36,50,11,9
619,35,35,49.8,11,9
620,32,32,50,11,9
621,30,30,164.2,11,9
622,29.48,29.48,95,11,9
623,27.1,27.1,190,11,9
624,26.32,26.32,190,11,9
625,26,26,2.6,11,9
626,25.95,25.95,190,11,9
627,25,25,49.8,11,9
628,24.72,24.72,71,11,9
629,24,24,55.7,11,9
630,23.19,23.19,1.2,11,9
631,21,21,0.9,11,9
632,20.72,20.72,70.9,11,9
633,20.3,20.3,138,11,9
634,20.2,20.2,138,11,9
635,20.1,20.1,138,11,9
636,20,20,98.3,11,9
637,18,18,10,11,9
638,15,15,70,11,9
639,14,14,6.1,11,9
640,10,10,16.2,11,9
641,9,9,0.3,11,9
642,5,5,98.1,11,9
643,3.28,3.28,31,11,9
644,3,3,94.1,11,9
645,2,2,10,11,9
646,1,1,123.3,11,9
647,0.5,0.5,99.3,11,9
648,0.2,0.2,8.1,11,9
649,0.1,0.1,56.6,11,9
650,0.01,0.01,52,11,9
651,0,0,4926.7,11,9
652,180.3,180.3,13219.9,11,10
653,180,180,490.8,11,10
654,150,150,9.4,11,10
655,140,140,9.8,11,10
656,139.99,139.99,859.7,11,10
657,139.83,139.83,87.4,11,10
658,130,130,6.3,11,10
659,120,120,68.7,11,10
660,110,110,194.2,11,10
661,100,100,125.9,11,10
662,97.85,97.85,16.7,11,10
663,92,92,0.5,11,10
664,90,90,520.8,11,10
665,89.99,89.99,200,11,10
666,85,85,80,11,10
667,84.98,84.98,300,11,10
668,81,81,57.2,11,10
669,80,80,166.1,11,10
670,75,75,120.2,11,10
671,71.48,71.48,0.1,11,10
672,70,70,10.1,11,10
673,65,65,33.2,11,10
674,63.2,63.2,1.5,11,10
675,60,60,0.2,11,10
676,52.06,52.06,0.1,11,10
677,50,50,1.1,11,10
678,44,44,20.1,11,10
679,43.4,43.4,20,11,10
680,42.49,42.49,40.1,11,10
681,41.25,41.25,89.9,11,10
682,41,41,6.6,11,10
683,40.4,40.4,20,11,10
684,40,40,73.7,11,10
685,38.4,38.4,10,11,10
686,37,37,0.1,11,10
687,35,35,144.6,11,10
688,33.27,33.27,70,11,10
689,32,32,3,11,10
690,30,30,200.2,11,10
691,29.25,29.25,89.9,11,10
692,27,27,1,11,10
693,26,26,6.6,11,10
694,25,25,55.3,11,10
695,24.69,24.69,1.4,11,10
696,22,22,50,11,10
697,21.25,21.25,89.9,11,10
698,20,20,59.8,11,10
699,19,19,0.3,11,10
700,16,16,7,11,10
701,15,15,76.7,11,10
702,12,12,90,11,10
703,10,10,16.4,11,10
704,8,8,90,11,10
705,7,7,50,11,10
706,5.1,5.1,570,11,10
707,5,5,98.1,11,10
708,4.05,4.05,57.2,11,10
709,3,3,94,11,10
710,2,2,10,11,10
711,1,1,37,11,10
712,0.5,0.5,97.9,11,10
713,0.2,0.2,7,11,10
714,0.1,0.1,55.3,11,10
715,0.01,0.01,104,11,10
716,0,0,4940.8,11,10
717,180.3,180.3,14911.8,11,11
718,180,180,490.2,11,11
719,150,150,9.9,11,11
720,140,140,11.2,11,11
721,139.83,139.83,99.1,11,11
722,130,130,6.5,11,11
723,129.07,129.07,837.2,11,11
724,120,120,74.2,11,11
725,110,110,196.4,11,11
726,100,100,138.9,11,11
727,98.58,98.58,17.9,11,11
728,95,95,3.9,11,11
729,92,92,0.5,11,11
730,90,90,502.3,11,11
731,89.99,89.99,200,11,11
732,84.98,84.98,300,11,11
733,84.07,84.07,91,11,11
734,81,81,60,11,11
735,80,80,176.9,11,11
736,75,75,120.2,11,11
737,74.69,74.69,0.1,11,11
738,70,70,10.6,11,11
739,66.6,66.6,1.5,11,11
740,65,65,33.8,11,11
741,60,60,0.3,11,11
742,52.06,52.06,0.1,11,11
743,50,50,1.2,11,11
744,45,45,50,11,11
745,44,44,27.9,11,11
746,43.4,43.4,20,11,11
747,42.77,42.77,150,11,11
748,42.49,42.49,53.9,11,11
749,41,41,50,11,11
750,40.4,40.4,20,11,11
751,40,40,81.1,11,11
752,38.4,38.4,10,11,11
753,37,37,0.1,11,11
754,36.77,36.77,69,11,11
755,36,36,3.3,11,11
756,35,35,57.3,11,11
757,34.25,34.25,95,11,11
758,33,33,100,11,11
759,31,31,1.1,11,11
760,30,30,201.6,11,11
761,29,29,6.5,11,11
762,28.77,28.77,68.9,11,11
763,25.48,25.48,1.6,11,11
764,25,25,58.1,11,11
765,20,20,61,11,11
766,19,19,8.7,11,11
767,15,15,79.3,11,11
768,12,12,90,11,11
769,10,10,16.2,11,11
770,8,8,90,11,11
771,5.1,5.1,570,11,11
772,5,5,98.1,11,11
773,4.05,4.05,60,11,11
774,3,3,94,11,11
775,2,2,10,11,11
776,1,1,38.4,11,11
777,0.5,0.5,97.3,11,11
778,0.2,0.2,6.1,11,11
779,0.1,0.1,54.7,11,11
780,0.01,0.01,104,11,11
781,0,0,5059.8,11,11
782,180.3,180.3,15686.7,11,12
783,180,180,478.9,11,12
784,150,150,10.3,11,12
785,140,140,12,11,12
786,139.83,139.83,89.4,11,12
787,130,130,6.6,11,12
788,120,120,79,11,12
789,117.5,117.5,780.9,11,12
790,110,110,191.3,11,12
791,100,100,442.4,11,12
792,97.31,97.31,18,11,12
793,95,95,4,11,12
794,92,92,0.6,11,12
795,90,90,208.2,11,12
796,89.99,89.99,200,11,12
797,84.98,84.98,300,11,12
798,81,81,61.1,11,12
799,80,80,171.2,11,12
800,75.13,75.13,0.1,11,12
801,75,75,0.2,11,12
802,72.5,72.5,107.5,11,12
803,70,70,10.7,11,12
804,67.5,67.5,107.5,11,12
805,65,65,34.3,11,12
806,64.4,64.4,1.5,11,12
807,60,60,0.3,11,12
808,52.06,52.06,0.1,11,12
809,50,50,1.3,11,12
810,44,44,27.6,11,12
811,43.4,43.4,20,11,12
812,42.53,42.53,150,11,12
813,42.49,42.49,63.6,11,12
814,41,41,50,11,12
815,40.4,40.4,20,11,12
816,40,40,81.9,11,12
817,38.4,38.4,10,11,12
818,37,37,0.1,11,12
819,36.53,36.53,97.9,11,12
820,36,36,3.5,11,12
821,35,35,57.8,11,12
822,32.34,32.34,95,11,12
823,32,32,35,11,12
824,31,31,1.2,11,12
825,30,30,252.1,11,12
826,29,29,5.8,11,12
827,28.53,28.53,97.9,11,12
828,25,25,58.6,11,12
829,24.99,24.99,1.6,11,12
830,20,20,62,11,12
831,19,19,9.9,11,12
832,15,15,80,11,12
833,12,12,90,11,12
834,10,10,16.1,11,12
835,8,8,90,11,12
836,5.1,5.1,570,11,12
837,5,5,98.1,11,12
838,4.05,4.05,61.1,11,12
839,3,3,93.6,11,12
840,2,2,10,11,12
841,1,1,38.7,11,12
842,0.5,0.5,97.4,11,12
843,0.2,0.2,5.6,11,12
844,0.1,0.1,54.8,11,12
845,0.01,0.01,104,11,12
846,0,0,5131.6,11,12
847,180.3,180.3,16161,11,13
848,180,180,457.5,11,13
849,150,150,10.2,11,13
850,140,140,12.3,11,13
851,139.83,139.83,76.5,11,13
852,130,130,6.4,11,13
853,120.03,120.03,801.7,11,13
854,120,120,78.8,11,13
855,110,110,194.6,11,13
856,100,100,443,11,13
857,99.23,99.23,17.3,11,13
858,95,95,3.8,11,13
859,92,92,0.5,11,13
860,90,90,206.5,11,13
861,89.99,89.99,200,11,13
862,84.98,84.98,300,11,13
863,81,81,61.6,11,13
864,80,80,166,11,13
865,78,78,103,11,13
866,75,75,0.2,11,13
867,74.9,74.9,0.2,11,13
868,73,73,103,11,13
869,70,70,10.2,11,13
870,65,65,32.8,11,13
871,64.8,64.8,1.5,11,13
872,60,60,0.3,11,13
873,52.06,52.06,0.1,11,13
874,50,50,1.2,11,13
875,46,46,50,11,13
876,44,44,21.1,11,13
877,43.4,43.4,20,11,13
878,42.49,42.49,76.5,11,13
879,41,41,5.7,11,13
880,40.48,40.48,150,11,13
881,40.4,40.4,20,11,13
882,40,40,77.2,11,13
883,39,39,50,11,13
884,38.4,38.4,10,11,13
885,37,37,0.1,11,13
886,36,36,3.5,11,13
887,35,35,54.1,11,13
888,34.48,34.48,87.9,11,13
889,34.18,34.18,95,11,13
890,31,31,1.2,11,13
891,30,30,197.5,11,13
892,26.48,26.48,87.9,11,13
893,26,26,5.7,11,13
894,25.52,25.52,1.6,11,13
895,25,25,54.9,11,13
896,20,20,58.7,11,13
897,19,19,0.3,11,13
898,16.5,16.5,10,11,13
899,16,16,9.2,11,13
900,15,15,74.9,11,13
901,10,10,16.1,11,13
902,5.1,5.1,570,11,13
903,5,5,98.1,11,13
904,4.05,4.05,61.6,11,13
905,3,3,93.7,11,13
906,2,2,10,11,13
907,1,1,126.3,11,13
908,0.5,0.5,97.7,11,13
909,0.2,0.2,5.5,11,13
910,0.1,0.1,55.1,11,13
911,0.01,0.01,104,11,13
912,0,0,5219.8,11,13
913,180.3,180.3,16842.7,11,14
914,180,180,449.8,11,14
915,150,150,9.5,11,14
916,140,140,12.8,11,14
917,139.83,139.83,116.6,11,14
918,130,130,5.6,11,14
919,120,120,71.9,11,14
920,110,110,193.8,11,14
921,103.62,103.62,920,11,14
922,100,100,431.5,11,14
923,97.6,97.6,13.3,11,14
924,92,92,0.1,11,14
