"H","PH","QH","TH","MP","AR","LH","VH"
232,19.8,-40,21,183,0,11,49
233,20,-40,21,183,0,11,49
234,20.2,-40,21,183,0,11,49
235,20.4,-50,21,183,0,11,49
236,20.8,-50,21,183,0,11,49
237,72.12,-85.2,21,183,0,11,49
238,19.6,-445,22,183,0.8,11,49
239,19.6,-15,22,183,0,11,49
240,19.6,-20,22,183,0,11,49
241,19.8,-40,22,183,0,11,49
242,20,-40,22,183,0,11,49
243,20.2,-40,22,183,0,11,49
244,20.4,-50,22,183,0,11,49
245,20.8,-50,22,183,0,11,49
246,72.12,-85.2,22,183,0,11,49
247,19.6,-445,23,183,0.8,11,49
248,19.6,-15,23,183,0,11,49
249,19.6,-20,23,183,0,11,49
250,19.8,-40,23,183,0,11,49
251,20,-40,23,183,0,11,49
252,20.2,-40,23,183,0,11,49
253,20.4,-50,23,183,0,11,49
254,20.8,-50,23,183,0,11,49
255,72.12,-85.2,23,183,0,11,49
256,19.6,-445,24,183,0.8,11,49
257,19.6,-15,24,183,0,11,49
258,19.6,-20,24,183,0,11,49
259,19.8,-40,24,183,0,11,49
260,20,-40,24,183,0,11,49
261,20.2,-40,24,183,0,11,49
262,20.4,-50,24,183,0,11,49
263,20.8,-50,24,183,0,11,49
264,72.12,-85.2,24,183,0,11,49
265,72.12,-408.6,1,184,0.8,11,97
266,72.12,-408.6,2,184,0.8,11,97
267,72.12,-408.6,3,184,0.8,11,97
268,72.12,-408.6,4,184,0.8,11,97
269,72.12,-408.6,5,184,0.8,11,97
270,72.12,-408.6,6,184,0.8,11,97
271,38.8,-40,7,184,0.8,11,97
272,72.12,-368.6,7,184,0,11,97
273,38.8,-100,8,184,0.8,11,97
274,72.12,-308.6,8,184,0,11,97
275,38.8,-165,9,184,0.8,11,97
276,72.12,-243.6,9,184,0,11,97
277,38.8,-180,10,184,0.8,11,97
278,38.8,-45.7,10,184,0,11,97
279,38.8,-45.7,10,184,0,11,97
280,38.8,-45.7,10,184,0,11,97
281,38.8,-45.7,10,184,0,11,97
282,38.8,-45.8,10,184,0,11,97
283,38.8,-180,11,184,0.8,11,97
284,38.8,-45.7,11,184,0,11,97
285,38.8,-45.7,11,184,0,11,97
286,38.8,-45.7,11,184,0,11,97
287,38.8,-45.7,11,184,0,11,97
288,38.8,-45.8,11,184,0,11,97
289,38.8,-180,12,184,0.8,11,97
290,38.8,-45.7,12,184,0,11,97
291,38.8,-45.7,12,184,0,11,97
292,38.8,-45.7,12,184,0,11,97
293,38.8,-45.7,12,184,0,11,97
294,38.8,-45.8,12,184,0,11,97
295,38.8,-180,13,184,0.8,11,97
296,38.8,-45.7,13,184,0,11,97
297,38.8,-45.7,13,184,0,11,97
298,38.8,-45.7,13,184,0,11,97
299,38.8,-45.7,13,184,0,11,97
300,38.8,-45.8,13,184,0,11,97
301,38.8,-180,14,184,0.8,11,97
302,38.8,-45.7,14,184,0,11,97
303,38.8,-45.7,14,184,0,11,97
304,38.8,-45.7,14,184,0,11,97
305,38.8,-45.7,14,184,0,11,97
306,38.8,-45.8,14,184,0,11,97
307,38.8,-180,15,184,0.8,11,97
308,38.8,-45.7,15,184,0,11,97
309,38.8,-45.7,15,184,0,11,97
310,38.8,-45.7,15,184,0,11,97
311,38.8,-45.7,15,184,0,11,97
312,38.8,-45.8,15,184,0,11,97
313,38.8,-180,16,184,0.8,11,97
314,38.8,-45.7,16,184,0,11,97
315,38.8,-45.7,16,184,0,11,97
316,38.8,-45.7,16,184,0,11,97
317,38.8,-45.7,16,184,0,11,97
318,38.8,-45.8,16,184,0,11,97
319,38.8,-180,17,184,0.8,11,97
320,38.8,-45.7,17,184,0,11,97
321,38.8,-45.7,17,184,0,11,97
322,38.8,-45.7,17,184,0,11,97
323,38.8,-45.7,17,184,0,11,97
324,38.8,-45.8,17,184,0,11,97
325,38.8,-180,18,184,0.8,11,97
326,38.8,-45.7,18,184,0,11,97
327,38.8,-45.7,18,184,0,11,97
328,38.8,-45.7,18,184,0,11,97
329,38.8,-45.7,18,184,0,11,97
330,38.8,-45.8,18,184,0,11,97
331,38.8,-180,19,184,0.8,11,97
332,38.8,-45.7,19,184,0,11,97
333,38.8,-45.7,19,184,0,11,97
334,38.8,-45.7,19,184,0,11,97
335,38.8,-45.7,19,184,0,11,97
336,38.8,-45.8,19,184,0,11,97
337,38.8,-180,20,184,0.8,11,97
338,38.8,-45.7,20,184,0,11,97
339,38.8,-45.7,20,184,0,11,97
340,38.8,-45.7,20,184,0,11,97
341,38.8,-45.7,20,184,0,11,97
342,38.8,-45.8,20,184,0,11,97
343,38.8,-180,21,184,0.8,11,97
344,38.8,-45.7,21,184,0,11,97
345,38.8,-45.7,21,184,0,11,97
346,38.8,-45.7,21,184,0,11,97
347,38.8,-45.7,21,184,0,11,97
348,38.8,-45.8,21,184,0,11,97
349,38.8,-180,22,184,0.8,11,97
350,38.8,-45.7,22,184,0,11,97
351,38.8,-45.7,22,184,0,11,97
352,38.8,-45.7,22,184,0,11,97
353,38.8,-45.7,22,184,0,11,97
354,38.8,-45.8,22,184,0,11,97
355,38.8,-80,23,184,0.8,11,97
356,72.12,-328.6,23,184,0,11,97
357,72.12,-408.6,24,184,0.8,11,97
358,72.12,-408.4,1,185,0.8,11,180.3
359,72.12,-408.4,2,185,0.8,11,180.3
360,72.12,-408.4,3,185,0.8,11,180.3
361,72.12,-408.4,4,185,0.8,11,180.3
362,72.12,-408.4,5,185,0.8,11,180.3
363,72.12,-408.4,6,185,0.8,11,180.3
364,72.12,-10,7,185,0.8,11,180.3
365,72.12,-398.4,7,185,0,11,180.3
366,72.12,-110,8,185,0.8,11,180.3
367,72.12,-298.4,8,185,0,11,180.3
368,72.12,-390,9,185,0.8,11,180.3
369,72.12,-18.4,9,185,0,11,180.3
370,72.12,-390,10,185,0.8,11,180.3
371,72.12,-18.4,10,185,0,11,180.3
372,72.12,-390,11,185,0.8,11,180.3
373,72.12,-18.4,11,185,0,11,180.3
374,72.12,-390,12,185,0.8,11,180.3
375,72.12,-18.4,12,185,0,11,180.3
376,72.12,-390,13,185,0.8,11,180.3
377,72.12,-18.4,13,185,0,11,180.3
378,72.12,-390,14,185,0.8,11,180.3
379,72.12,-18.4,14,185,0,11,180.3
380,72.12,-390,15,185,0.8,11,180.3
381,72.12,-18.4,15,185,0,11,180.3
382,72.12,-390,16,185,0.8,11,180.3
383,72.12,-18.4,16,185,0,11,180.3
384,72.12,-390,17,185,0.8,11,180.3
385,72.12,-18.4,17,185,0,11,180.3
386,72.12,-390,18,185,0.8,11,180.3
387,72.12,-18.4,18,185,0,11,180.3
388,72.12,-390,19,185,0.8,11,180.3
389,72.12,-18.4,19,185,0,11,180.3
390,72.12,-390,20,185,0.8,11,180.3
391,72.12,-18.4,20,185,0,11,180.3
392,72.12,-390,21,185,0.8,11,180.3
393,72.12,-18.4,21,185,0,11,180.3
394,72.12,-390,22,185,0.8,11,180.3
395,72.12,-18.4,22,185,0,11,180.3
396,72.12,-150,23,185,0.8,11,180.3
397,72.12,-258.4,23,185,0,11,180.3
398,72.12,-408.4,24,185,0.8,11,180.3
399,72.12,-402,1,186,0.8,11,105
400,72.12,-402,2,186,0.8,11,105
401,72.12,-402,3,186,0.8,11,105
402,72.12,-402,4,186,0.8,11,105
403,72.12,-402,5,186,0.8,11,105
404,72.12,-402,6,186,0.8,11,105
405,72.12,-402,7,186,0.8,11,105
406,72.12,-402,8,186,0.8,11,105
407,72.12,-402,9,186,0.8,11,105
408,72.12,-402,10,186,0.8,11,105
409,72.12,-402,11,186,0.8,11,105
410,72.12,-402,12,186,0.8,11,105
411,72.12,-402,13,186,0.8,11,105
412,72.12,-402,14,186,0.8,11,105
413,72.12,-402,15,186,0.8,11,105
414,42,-44,16,186,0.8,11,105
415,72.12,-358,16,186,0,11,105
416,42,-75,17,186,0.8,11,105
417,72.12,-327,17,186,0,11,105
418,42,-171,18,186,0.8,11,105
419,72.12,-231,18,186,0,11,105
420,42,-390,19,186,0.8,11,105
421,72.12,-12,19,186,0,11,105
422,42,-390,20,186,0.8,11,105
423,72.12,-12,20,186,0,11,105
424,42,-390,21,186,0.8,11,105
425,72.12,-12,21,186,0,11,105
426,42,-390,22,186,0.8,11,105
427,72.12,-12,22,186,0,11,105
428,42,-35,23,186,0.8,11,105
429,72.12,-367,23,186,0,11,105
430,72.12,-402,24,186,0.8,11,105
431,68,-235,1,187,0.8,11,45.5
432,68.04,-25,1,187,0,11,45.5
433,68.08,-22,1,187,0,11,45.5
434,68.12,-22,1,187,0,11,45.5
435,68.16,-21,1,187,0,11,45.5
436,72.12,-26,1,187,0,11,45.5
437,68,-235,2,187,0.8,11,45.5
438,68.04,-25,2,187,0,11,45.5
439,68.08,-22,2,187,0,11,45.5
440,68.12,-22,2,187,0,11,45.5
441,68.16,-21,2,187,0,11,45.5
442,72.12,-26,2,187,0,11,45.5
443,68,-235,3,187,0.8,11,45.5
444,68.04,-25,3,187,0,11,45.5
445,68.08,-22,3,187,0,11,45.5
446,68.12,-22,3,187,0,11,45.5
447,68.16,-21,3,187,0,11,45.5
448,72.12,-26,3,187,0,11,45.5
449,68,-235,4,187,0.8,11,45.5
450,68.04,-25,4,187,0,11,45.5
451,68.08,-22,4,187,0,11,45.5
452,68.12,-22,4,187,0,11,45.5
453,68.16,-21,4,187,0,11,45.5
454,72.12,-26,4,187,0,11,45.5
455,68,-235,5,187,0.8,11,45.5
456,68.04,-25,5,187,0,11,45.5
457,68.08,-22,5,187,0,11,45.5
458,68.12,-22,5,187,0,11,45.5
459,68.16,-21,5,187,0,11,45.5
460,72.12,-26,5,187,0,11,45.5
461,68,-235,6,187,0.8,11,45.5
462,68.04,-25,6,187,0,11,45.5
463,68.08,-22,6,187,0,11,45.5
464,68.12,-22,6,187,0,11,45.5
465,68.16,-21,6,187,0,11,45.5
466,72.12,-26,6,187,0,11,45.5
467,68,-235,7,187,0.8,11,45.5
468,68.04,-25,7,187,0,11,45.5
469,68.08,-22,7,187,0,11,45.5
470,68.12,-22,7,187,0,11,45.5
471,68.16,-21,7,187,0,11,45.5
472,72.12,-26,7,187,0,11,45.5
473,18.2,-235,8,187,0.8,11,45.5
474,18.2,-25,8,187,0,11,45.5
475,18.524,-22,8,187,0,11,45.5
476,18.724,-22,8,187,0,11,45.5
477,20.124,-21,8,187,0,11,45.5
478,72.12,-26,8,187,0,11,45.5
479,18.2,-235,9,187,0.8,11,45.5
480,18.2,-25,9,187,0,11,45.5
481,18.524,-22,9,187,0,11,45.5
482,18.724,-22,9,187,0,11,45.5
483,20.124,-21,9,187,0,11,45.5
484,72.12,-26,9,187,0,11,45.5
485,18.2,-235,10,187,0.8,11,45.5
486,18.2,-25,10,187,0,11,45.5
487,18.524,-22,10,187,0,11,45.5
488,18.724,-22,10,187,0,11,45.5
489,20.124,-21,10,187,0,11,45.5
490,72.12,-26,10,187,0,11,45.5
491,18.2,-235,11,187,0.8,11,45.5
492,18.2,-25,11,187,0,11,45.5
493,18.524,-22,11,187,0,11,45.5
494,18.724,-22,11,187,0,11,45.5
495,20.124,-21,11,187,0,11,45.5
496,72.12,-26,11,187,0,11,45.5
497,18.2,-235,12,187,0.8,11,45.5
498,18.2,-25,12,187,0,11,45.5
499,18.524,-22,12,187,0,11,45.5
500,18.724,-22,12,187,0,11,45.5
501,20.124,-21,12,187,0,11,45.5
502,72.12,-26,12,187,0,11,45.5
503,18.2,-235,13,187,0.8,11,45.5
504,18.2,-25,13,187,0,11,45.5
505,18.524,-22,13,187,0,11,45.5
506,18.724,-22,13,187,0,11,45.5
507,20.124,-21,13,187,0,11,45.5
508,72.12,-26,13,187,0,11,45.5
509,18.2,-235,14,187,0.8,11,45.5
510,18.2,-25,14,187,0,11,45.5
511,18.524,-22,14,187,0,11,45.5
512,18.724,-22,14,187,0,11,45.5
513,20.124,-21,14,187,0,11,45.5
514,72.12,-26,14,187,0,11,45.5
515,18.2,-235,15,187,0.8,11,45.5
516,18.2,-25,15,187,0,11,45.5
517,18.524,-22,15,187,0,11,45.5
518,18.924,-22,15,187,0,11,45.5
519,20.124,-21,15,187,0,11,45.5
520,72.12,-26,15,187,0,11,45.5
521,18.2,-235,16,187,0.8,11,45.5
522,18.2,-25,16,187,0,11,45.5
523,18.524,-22,16,187,0,11,45.5
524,18.924,-22,16,187,0,11,45.5
525,20.124,-21,16,187,0,11,45.5
526,72.12,-26,16,187,0,11,45.5
527,18.2,-235,17,187,0.8,11,45.5
528,18.2,-25,17,187,0,11,45.5
529,18.524,-22,17,187,0,11,45.5
530,18.924,-22,17,187,0,11,45.5
531,20.124,-21,17,187,0,11,45.5
532,72.12,-26,17,187,0,11,45.5
533,18.2,-235,18,187,0.8,11,45.5
534,18.2,-25,18,187,0,11,45.5
535,18.524,-22,18,187,0,11,45.5
536,18.924,-22,18,187,0,11,45.5
537,20.124,-21,18,187,0,11,45.5
538,72.12,-26,18,187,0,11,45.5
539,18.2,-235,19,187,0.8,11,45.5
540,18.2,-25,19,187,0,11,45.5
541,18.524,-22,19,187,0,11,45.5
542,18.924,-22,19,187,0,11,45.5
543,20.124,-21,19,187,0,11,45.5
544,72.12,-26,19,187,0,11,45.5
545,18.2,-235,20,187,0.8,11,45.5
546,18.2,-25,20,187,0,11,45.5
547,18.524,-22,20,187,0,11,45.5
548,18.724,-22,20,187,0,11,45.5
549,20.124,-21,20,187,0,11,45.5
550,72.12,-26,20,187,0,11,45.5
551,18.2,-235,21,187,0.8,11,45.5
552,18.2,-25,21,187,0,11,45.5
553,18.524,-22,21,187,0,11,45.5
554,18.724,-22,21,187,0,11,45.5
555,20.124,-21,21,187,0,11,45.5
556,72.12,-26,21,187,0,11,45.5
557,18.2,-235,22,187,0.8,11,45.5
558,18.2,-25,22,187,0,11,45.5
559,18.524,-22,22,187,0,11,45.5
560,18.724,-22,22,187,0,11,45.5
561,20.124,-21,22,187,0,11,45.5
562,72.12,-26,22,187,0,11,45.5
563,18.2,-235,23,187,0.8,11,45.5
564,18.2,-25,23,187,0,11,45.5
565,18.524,-22,23,187,0,11,45.5
566,18.724,-22,23,187,0,11,45.5
567,20.124,-21,23,187,0,11,45.5
568,72.12,-26,23,187,0,11,45.5
569,18.2,-235,24,187,0.8,11,45.5
570,18.2,-25,24,187,0,11,45.5
571,18.524,-22,24,187,0,11,45.5
572,18.924,-22,24,187,0,11,45.5
573,20.124,-21,24,187,0,11,45.5
574,72.12,-26,24,187,0,11,45.5
575,17.2,-322,1,188,0.8,11,43
576,17.2,-28,1,188,0,11,43
577,18.144,-55,1,188,0,11,43
578,18.984,-55,1,188,0,11,43
579,19.184,-55,1,188,0,11,43
580,72.12,-21,1,188,0,11,43
581,17.2,-321,2,188,0.8,11,43
582,17.2,-29,2,188,0,11,43
583,18.144,-55,2,188,0,11,43
584,18.984,-55,2,188,0,11,43
585,19.184,-55,2,188,0,11,43
586,72.12,-21,2,188,0,11,43
587,17.2,-320,3,188,0.8,11,43
588,17.2,-30,3,188,0,11,43
589,18.144,-55,3,188,0,11,43
590,18.984,-55,3,188,0,11,43
591,19.184,-55,3,188,0,11,43
592,72.12,-21,3,188,0,11,43
593,17.2,-320,4,188,0.8,11,43
594,17.2,-30,4,188,0,11,43
595,18.144,-55,4,188,0,11,43
596,18.984,-55,4,188,0,11,43
597,19.184,-55,4,188,0,11,43
598,72.12,-21,4,188,0,11,43
599,17.2,-320,5,188,0.8,11,43
600,17.2,-30,5,188,0,11,43
601,18.144,-55,5,188,0,11,43
602,18.984,-55,5,188,0,11,43
603,19.184,-55,5,188,0,11,43
604,72.12,-21,5,188,0,11,43
605,17.2,-320,6,188,0.8,11,43
606,17.2,-30,6,188,0,11,43
607,18.144,-55,6,188,0,11,43
608,18.984,-55,6,188,0,11,43
609,19.184,-55,6,188,0,11,43
610,72.12,-21,6,188,0,11,43
611,17.2,-320,7,188,0.8,11,43
612,17.2,-30,7,188,0,11,43
613,18.144,-55,7,188,0,11,43
614,18.984,-55,7,188,0,11,43
615,19.184,-55,7,188,0,11,43
616,72.12,-21,7,188,0,11,43
617,17.2,-320,8,188,0.8,11,43
618,17.2,-30,8,188,0,11,43
619,18.144,-55,8,188,0,11,43
620,18.984,-55,8,188,0,11,43
621,19.184,-55,8,188,0,11,43
622,72.12,-21,8,188,0,11,43
623,17.2,-320,9,188,0.8,11,43
624,17.2,-30,9,188,0,11,43
625,18.144,-55,9,188,0,11,43
626,18.984,-55,9,188,0,11,43
627,19.184,-55,9,188,0,11,43
628,72.12,-21,9,188,0,11,43
629,17.2,-320,10,188,0.8,11,43
630,17.2,-30,10,188,0,11,43
631,18.144,-55,10,188,0,11,43
632,18.984,-55,10,188,0,11,43
633,19.184,-55,10,188,0,11,43
634,72.12,-21,10,188,0,11,43
635,17.2,-320,11,188,0.8,11,43
636,17.2,-30,11,188,0,11,43
637,18.144,-55,11,188,0,11,43
638,18.984,-55,11,188,0,11,43
639,19.184,-55,11,188,0,11,43
640,72.12,-21,11,188,0,11,43
641,17.2,-320,12,188,0.8,11,43
642,17.2,-30,12,188,0,11,43
643,18.144,-55,12,188,0,11,43
644,18.984,-55,12,188,0,11,43
645,19.184,-55,12,188,0,11,43
646,72.12,-21,12,188,0,11,43
647,17.2,-320,13,188,0.8,11,43
648,17.2,-30,13,188,0,11,43
649,18.144,-55,13,188,0,11,43
650,18.984,-55,13,188,0,11,43
651,19.184,-55,13,188,0,11,43
652,72.12,-21,13,188,0,11,43
653,17.2,-320,14,188,0.8,11,43
654,17.2,-30,14,188,0,11,43
655,18.144,-55,14,188,0,11,43
656,18.984,-55,14,188,0,11,43
657,19.184,-55,14,188,0,11,43
658,72.12,-21,14,188,0,11,43
659,17.2,-320,15,188,0.8,11,43
660,17.2,-30,15,188,0,11,43
661,18.144,-55,15,188,0,11,43
662,18.984,-55,15,188,0,11,43
663,19.184,-55,15,188,0,11,43
664,72.12,-21,15,188,0,11,43
665,17.2,-320,16,188,0.8,11,43
666,17.2,-30,16,188,0,11,43
