"I","PI0","PI1","QI","LI","TI"
95,99.5,99.5,-661.7,11,9
96,133.1,133.1,-192,11,9
97,145,145,-19,11,9
98,145.01,145.01,-9.3,11,9
99,160,160,-1296.8,11,9
100,180,180,-694.9,11,9
101,180.3,180.3,-468.7,11,9
102,0,0,-13849.5,11,10
103,0.1,0.1,-1,11,10
104,0.5,0.5,-193,11,10
105,0.6,0.6,-85.1,11,10
106,0.7,0.7,-72.7,11,10
107,1,1,-56,11,10
108,1.5,1.5,-0.1,11,10
109,2,2,-66.6,11,10
110,2.5,2.5,-68.8,11,10
111,3,3,-53.1,11,10
112,4.5,4.5,-13.4,11,10
113,5,5,-353.1,11,10
114,6,6,-14.5,11,10
115,6.03,6.03,-12,11,10
116,7,7,-55,11,10
117,8.25,8.25,-9.5,11,10
118,11,11,-127,11,10
119,13,13,-1.1,11,10
120,15,15,-1.7,11,10
121,15.5,15.5,-27,11,10
122,16,16,-27.5,11,10
123,18.01,18.01,-20,11,10
124,19,19,-29.9,11,10
125,20,20,-173.5,11,10
126,20.03,20.03,-45,11,10
127,22.01,22.01,-40,11,10
128,24,24,-4.8,11,10
129,26,26,-4.9,11,10
130,26.8,26.8,-6.8,11,10
131,30,30,-178.5,11,10
132,30.02,30.02,-30,11,10
133,30.03,30.03,-11,11,10
134,32.51,32.51,-100,11,10
135,33,33,-8,11,10
136,33.03,33.03,-7,11,10
137,35,35,-26,11,10
138,35.02,35.02,-100,11,10
139,37.53,37.53,-100,11,10
140,38.03,38.03,-19,11,10
141,40,40,-136.5,11,10
142,40.1,40.1,-140.1,11,10
143,40.18,40.18,-90,11,10
144,42.39,42.39,-90,11,10
145,42.5,42.5,-0.1,11,10
146,43,43,-80,11,10
147,44.03,44.03,-50,11,10
148,44.13,44.13,-50,11,10
149,44.23,44.23,-50,11,10
150,44.33,44.33,-50,11,10
151,44.6,44.6,-90,11,10
152,45.03,45.03,-19,11,10
153,46.71,46.71,-50,11,10
154,46.8,46.8,-90,11,10
155,46.81,46.81,-50,11,10
156,46.91,46.91,-50,11,10
157,47.01,47.01,-50,11,10
158,47.5,47.5,-0.1,11,10
159,48.3,48.3,-290.7,11,10
160,49,49,-62,11,10
161,49.2,49.2,-100,11,10
162,50,50,-126.5,11,10
163,50.02,50.02,-20,11,10
164,50.1,50.1,-290.7,11,10
165,50.13,50.13,-45,11,10
166,50.44,50.44,-25,11,10
167,50.5,50.5,-0.1,11,10
168,51.64,51.64,-100,11,10
169,52.35,52.35,-50,11,10
170,52.45,52.45,-50,11,10
171,52.55,52.55,-50,11,10
172,52.65,52.65,-50,11,10
173,53.31,53.31,-68.9,11,10
174,53.94,53.94,-25,11,10
175,54,54,-85.3,11,10
176,55.01,55.01,-68.9,11,10
177,55.03,55.03,-12,11,10
178,56.94,56.94,-25,11,10
179,58.48,58.48,-290.7,11,10
180,60,60,-4.9,11,10
181,60.13,60.13,-45,11,10
182,60.8,60.8,-290.7,11,10
183,65.5,65.5,-10,11,10
184,70,70,-9.5,11,10
185,70.04,70.04,-14,11,10
186,73.34,73.34,-9.5,11,10
187,73.38,73.38,-14,11,10
188,73.5,73.5,-35,11,10
189,75,75,-49.1,11,10
190,75.13,75.13,-45,11,10
191,76.69,76.69,-9.5,11,10
192,76.73,76.73,-14,11,10
193,77.4,77.4,-10,11,10
194,79,79,-17,11,10
195,79.5,79.5,-10,11,10
196,80.03,80.03,-9.5,11,10
197,80.07,80.07,-14,11,10
198,83.7,83.7,-74.4,11,10
199,99.5,99.5,-660.3,11,10
200,133.1,133.1,-192,11,10
201,145,145,-19,11,10
202,145.01,145.01,-9.3,11,10
203,160,160,-1242.3,11,10
204,180,180,-694.9,11,10
205,180.3,180.3,-468.7,11,10
206,0,0,-15478.8,11,11
207,0.1,0.1,-1,11,11
208,0.5,0.5,-193.7,11,11
209,0.6,0.6,-85.1,11,11
210,0.7,0.7,-68.8,11,11
211,1,1,-81.3,11,11
212,1.5,1.5,-0.3,11,11
213,2,2,-91.9,11,11
214,2.5,2.5,-70.6,11,11
215,3,3,-78.4,11,11
216,4.5,4.5,-8.8,11,11
217,5,5,-378.4,11,11
218,6,6,-8.5,11,11
219,6.03,6.03,-12,11,11
220,7,7,-41.8,11,11
221,8.25,8.25,-6.5,11,11
222,11,11,-119.8,11,11
223,13,13,-1.1,11,11
224,15,15,-1.7,11,11
225,15.5,15.5,-27,11,11
226,16,16,-27.5,11,11
227,18.01,18.01,-20,11,11
228,19,19,-29.2,11,11
229,20,20,-173.5,11,11
230,20.03,20.03,-45,11,11
231,22.01,22.01,-40,11,11
232,24,24,-4.8,11,11
233,26,26,-4.9,11,11
234,26.8,26.8,-6.8,11,11
235,30,30,-178.5,11,11
236,30.02,30.02,-30,11,11
237,30.03,30.03,-11,11,11
238,32.51,32.51,-100,11,11
239,33,33,-8,11,11
240,33.03,33.03,-7,11,11
241,35,35,-26,11,11
242,35.02,35.02,-100,11,11
243,37.53,37.53,-100,11,11
244,38.03,38.03,-19,11,11
245,40,40,-136.5,11,11
246,40.1,40.1,-140.1,11,11
247,40.18,40.18,-90,11,11
248,42.39,42.39,-90,11,11
249,42.5,42.5,-0.1,11,11
250,43,43,-80,11,11
251,44.03,44.03,-50,11,11
252,44.13,44.13,-50,11,11
253,44.23,44.23,-50,11,11
254,44.33,44.33,-50,11,11
255,44.6,44.6,-190,11,11
256,45.03,45.03,-19,11,11
257,46.71,46.71,-50,11,11
258,46.8,46.8,-90,11,11
259,46.81,46.81,-50,11,11
260,46.91,46.91,-50,11,11
261,47.01,47.01,-50,11,11
262,47.5,47.5,-0.1,11,11
263,48.1,48.1,-75,11,11
264,48.3,48.3,-290.7,11,11
265,49,49,-62,11,11
266,49.2,49.2,-100,11,11
267,50,50,-126.7,11,11
268,50.02,50.02,-20,11,11
269,50.1,50.1,-290.7,11,11
270,50.13,50.13,-45,11,11
271,50.5,50.5,-0.1,11,11
272,51.1,51.1,-75,11,11
273,51.64,51.64,-100,11,11
274,52.35,52.35,-50,11,11
275,52.45,52.45,-50,11,11
276,52.55,52.55,-50,11,11
277,52.65,52.65,-50,11,11
278,53.31,53.31,-68.9,11,11
279,54,54,-85.2,11,11
280,55.01,55.01,-68.9,11,11
281,55.03,55.03,-12,11,11
282,58.48,58.48,-290.7,11,11
283,60,60,-4.9,11,11
284,60.13,60.13,-45,11,11
285,60.8,60.8,-290.7,11,11
286,65.5,65.5,-10,11,11
287,70,70,-9.5,11,11
288,70.04,70.04,-14,11,11
289,73.34,73.34,-9.5,11,11
290,73.38,73.38,-14,11,11
291,73.5,73.5,-35,11,11
292,75,75,-49.1,11,11
293,75.13,75.13,-45,11,11
294,76.69,76.69,-9.5,11,11
295,76.73,76.73,-14,11,11
296,77.4,77.4,-10,11,11
297,79,79,-17,11,11
298,79.5,79.5,-10,11,11
299,80.03,80.03,-9.5,11,11
300,80.07,80.07,-14,11,11
301,83.7,83.7,-74.4,11,11
302,99.5,99.5,-657.1,11,11
303,133.1,133.1,-192,11,11
304,145,145,-19,11,11
305,145.01,145.01,-9.3,11,11
306,160,160,-1242.3,11,11
307,180,180,-694.9,11,11
308,180.3,180.3,-468.7,11,11
309,0,0,-16539.8,11,12
310,0.1,0.1,-1,11,12
311,0.5,0.5,-193.8,11,12
312,0.6,0.6,-134.2,11,12
313,0.7,0.7,-64.1,11,12
314,1,1,-98.3,11,12
315,1.5,1.5,-0.4,11,12
316,2,2,-108.9,11,12
317,2.5,2.5,-72.1,11,12
318,3,3,-95.4,11,12
319,4.5,4.5,-8.4,11,12
320,5,5,-395.4,11,12
321,6,6,-6.8,11,12
322,6.03,6.03,-12,11,12
323,7,7,-30.1,11,12
324,8.25,8.25,-4.3,11,12
325,11,11,-144.8,11,12
326,13,13,-1.1,11,12
327,15,15,-1.7,11,12
328,15.5,15.5,-27,11,12
329,16,16,-27.5,11,12
330,18.01,18.01,-20,11,12
331,19,19,-29.2,11,12
332,20,20,-173.5,11,12
333,20.03,20.03,-45,11,12
334,22.01,22.01,-40,11,12
335,24,24,-4.8,11,12
336,26,26,-4.9,11,12
337,26.8,26.8,-6.8,11,12
338,30,30,-178.5,11,12
339,30.02,30.02,-30,11,12
340,30.03,30.03,-11,11,12
341,32.51,32.51,-100,11,12
342,33,33,-8,11,12
343,33.03,33.03,-7,11,12
344,35,35,-72,11,12
345,35.02,35.02,-100,11,12
346,37.53,37.53,-100,11,12
347,38.03,38.03,-19,11,12
348,40,40,-136.5,11,12
349,40.1,40.1,-140.1,11,12
350,40.18,40.18,-90,11,12
351,41.94,41.94,-100,11,12
352,42.39,42.39,-90,11,12
353,42.5,42.5,-0.1,11,12
354,43,43,-80,11,12
355,44.03,44.03,-50,11,12
356,44.13,44.13,-50,11,12
357,44.23,44.23,-50,11,12
358,44.33,44.33,-50,11,12
359,44.6,44.6,-90,11,12
360,45.03,45.03,-19,11,12
361,45.44,45.44,-75,11,12
362,46.71,46.71,-50,11,12
363,46.8,46.8,-90,11,12
364,46.81,46.81,-50,11,12
365,46.91,46.91,-50,11,12
366,47.01,47.01,-50,11,12
367,47.5,47.5,-0.1,11,12
368,48.3,48.3,-290.7,11,12
369,48.44,48.44,-75,11,12
370,49,49,-62,11,12
371,49.2,49.2,-100,11,12
372,50,50,-126.7,11,12
373,50.02,50.02,-20,11,12
374,50.1,50.1,-290.7,11,12
375,50.13,50.13,-45,11,12
376,50.5,50.5,-0.1,11,12
377,51.64,51.64,-100,11,12
378,52.35,52.35,-50,11,12
379,52.45,52.45,-50,11,12
380,52.55,52.55,-50,11,12
381,52.65,52.65,-50,11,12
382,53.31,53.31,-68.9,11,12
383,53.44,53.44,-75,11,12
384,54,54,-85.2,11,12
385,55,55,-46,11,12
386,55.01,55.01,-68.9,11,12
387,55.03,55.03,-12,11,12
388,58.44,58.44,-75,11,12
389,58.48,58.48,-290.7,11,12
390,60,60,-4.9,11,12
391,60.13,60.13,-45,11,12
392,60.8,60.8,-290.7,11,12
393,65.5,65.5,-10,11,12
394,70,70,-9.5,11,12
395,70.04,70.04,-17.5,11,12
396,73.34,73.34,-9.5,11,12
397,73.38,73.38,-17.5,11,12
398,73.5,73.5,-35,11,12
399,75.13,75.13,-45,11,12
400,76.69,76.69,-9.5,11,12
401,76.73,76.73,-17.5,11,12
402,77.4,77.4,-10,11,12
403,79,79,-17,11,12
404,79.5,79.5,-10,11,12
405,80.03,80.03,-9.5,11,12
406,80.07,80.07,-17.5,11,12
407,83.7,83.7,-74.4,11,12
408,99.5,99.5,-650.5,11,12
409,133.1,133.1,-192,11,12
410,145,145,-19,11,12
411,145.01,145.01,-9.3,11,12
412,160,160,-1242.3,11,12
413,180,180,-694.9,11,12
414,180.3,180.3,-468.7,11,12
415,0,0,-16803.7,11,13
416,0.1,0.1,-1,11,13
417,0.5,0.5,-193.9,11,13
418,0.6,0.6,-134.2,11,13
419,0.7,0.7,-62.9,11,13
420,1,1,-108.3,11,13
421,1.5,1.5,-0.8,11,13
422,2,2,-118.9,11,13
423,2.5,2.5,-75.2,11,13
424,3,3,-105.4,11,13
425,4.5,4.5,-9.7,11,13
426,5,5,-405.4,11,13
427,6,6,-6.8,11,13
428,6.03,6.03,-12,11,13
429,7,7,-25,11,13
430,8.25,8.25,-3.1,11,13
431,11,11,-147,11,13
432,13,13,-1.1,11,13
433,15,15,-0.1,11,13
434,15.5,15.5,-27,11,13
435,16,16,-27.5,11,13
436,18.01,18.01,-20,11,13
437,19,19,-29.6,11,13
438,20,20,-175.1,11,13
439,20.03,20.03,-45,11,13
440,22.01,22.01,-40,11,13
441,24,24,-4.8,11,13
442,26,26,-4.9,11,13
443,26.8,26.8,-6.8,11,13
444,30,30,-178.5,11,13
445,30.02,30.02,-30,11,13
446,30.03,30.03,-11,11,13
447,32.51,32.51,-100,11,13
448,33,33,-8,11,13
449,33.03,33.03,-7,11,13
450,35,35,-71.2,11,13
451,35.02,35.02,-100,11,13
452,37.53,37.53,-100,11,13
453,38.03,38.03,-19,11,13
454,39.68,39.68,-100,11,13
455,40,40,-136.5,11,13
456,40.1,40.1,-140.1,11,13
457,40.18,40.18,-90,11,13
458,42.39,42.39,-90,11,13
459,42.5,42.5,-0.1,11,13
460,43,43,-80,11,13
461,43.18,43.18,-75,11,13
462,44.03,44.03,-50,11,13
463,44.13,44.13,-50,11,13
464,44.23,44.23,-50,11,13
465,44.33,44.33,-50,11,13
466,44.6,44.6,-90,11,13
467,45,45,-23.6,11,13
468,45.03,45.03,-19,11,13
469,46.18,46.18,-75,11,13
470,46.71,46.71,-50,11,13
471,46.8,46.8,-90,11,13
472,46.81,46.81,-50,11,13
473,46.91,46.91,-50,11,13
474,47.01,47.01,-50,11,13
475,47.5,47.5,-0.1,11,13
476,48.3,48.3,-290.7,11,13
477,49,49,-62,11,13
478,49.2,49.2,-100,11,13
479,50,50,-103.1,11,13
480,50.02,50.02,-20,11,13
481,50.1,50.1,-290.7,11,13
482,50.13,50.13,-45,11,13
483,50.5,50.5,-0.1,11,13
484,51.18,51.18,-75,11,13
485,51.64,51.64,-100,11,13
486,52.35,52.35,-50,11,13
487,52.45,52.45,-50,11,13
488,52.55,52.55,-50,11,13
489,52.65,52.65,-50,11,13
490,53.31,53.31,-68.9,11,13
491,54,54,-85.2,11,13
492,55,55,-45.2,11,13
493,55.01,55.01,-68.9,11,13
494,55.03,55.03,-12,11,13
495,56.18,56.18,-75,11,13
496,58.48,58.48,-290.7,11,13
497,60,60,-4.9,11,13
498,60.13,60.13,-45,11,13
499,60.8,60.8,-290.7,11,13
500,65.5,65.5,-10,11,13
501,70,70,-9.5,11,13
502,70.04,70.04,-17.5,11,13
503,73.34,73.34,-9.5,11,13
504,73.38,73.38,-17.5,11,13
505,73.5,73.5,-35,11,13
506,75.13,75.13,-45,11,13
507,76.69,76.69,-9.5,11,13
508,76.73,76.73,-17.5,11,13
509,77.4,77.4,-10,11,13
510,79,79,-17,11,13
511,79.5,79.5,-10,11,13
512,80.03,80.03,-9.5,11,13
513,80.07,80.07,-17.5,11,13
514,83.7,83.7,-74.4,11,13
515,99.5,99.5,-641.2,11,13
516,133.1,133.1,-192,11,13
517,145,145,-19,11,13
518,145.01,145.01,-9.3,11,13
519,160,160,-1242.3,11,13
520,180,180,-694.9,11,13
521,180.3,180.3,-468.7,11,13
522,0,0,-16750.5,11,14
523,0.1,0.1,-1,11,14
524,0.5,0.5,-163.7,11,14
525,0.6,0.6,-134.2,11,14
526,0.7,0.7,-61.6,11,14
527,1,1,-110.4,11,14
528,1.5,1.5,-0.9,11,14
529,2,2,-121,11,14
530,2.5,2.5,-79,11,14
531,3,3,-107.5,11,14
532,4.5,4.5,-12.3,11,14
533,5,5,-407.5,11,14
534,6,6,-8.4,11,14
535,6.03,6.03,-12,11,14
536,7,7,-21.7,11,14
537,8.25,8.25,-3,11,14
538,11,11,-145.9,11,14
539,13,13,-1.1,11,14
540,15,15,-0.1,11,14
541,15.5,15.5,-27,11,14
542,16,16,-27.5,11,14
543,18.01,18.01,-20,11,14
544,19,19,-29.5,11,14
545,20,20,-175.1,11,14
546,20.03,20.03,-45,11,14
547,22.01,22.01,-40,11,14
548,24,24,-4.8,11,14
549,26,26,-4.9,11,14
550,26.8,26.8,-6.8,11,14
551,30,30,-128.5,11,14
552,30.02,30.02,-30,11,14
553,30.03,30.03,-11,11,14
554,32.51,32.51,-100,11,14
555,33,33,-8,11,14
556,33.03,33.03,-7,11,14
557,35,35,-70.9,11,14
558,35.02,35.02,-100,11,14
559,37.53,37.53,-100,11,14
560,37.93,37.93,-100,11,14
561,38.03,38.03,-19,11,14
562,39.33,39.33,-65,11,14
563,40,40,-86.5,11,14
564,40.1,40.1,-140.1,11,14
565,40.67,40.67,-65,11,14
566,41.43,41.43,-75,11,14
567,42.5,42.5,-0.1,11,14
568,42.52,42.52,-90,11,14
569,43,43,-80,11,14
570,44.03,44.03,-50,11,14
571,44.13,44.13,-50,11,14
572,44.23,44.23,-50,11,14
573,44.33,44.33,-50,11,14
574,44.37,44.37,-90,11,14
575,44.43,44.43,-75,11,14
576,45,45,-23.6,11,14
577,45.03,45.03,-19,11,14
578,46.22,46.22,-90,11,14
579,46.71,46.71,-50,11,14
580,46.81,46.81,-50,11,14
581,46.91,46.91,-50,11,14
582,47.01,47.01,-50,11,14
583,47.5,47.5,-0.1,11,14
584,48.09,48.09,-90,11,14
585,48.3,48.3,-290.7,11,14
586,49,49,-62,11,14
587,49.43,49.43,-75,11,14
588,50,50,-103.1,11,14
589,50.02,50.02,-20,11,14
590,50.1,50.1,-290.7,11,14
591,50.11,50.11,-100,11,14
592,50.13,50.13,-45,11,14
593,50.5,50.5,-0.1,11,14
594,52.17,52.17,-100,11,14
595,52.35,52.35,-50,11,14
596,52.45,52.45,-50,11,14
597,52.55,52.55,-50,11,14
598,52.65,52.65,-50,11,14
599,53.59,53.59,-68.9,11,14
600,54,54,-85.2,11,14
601,54.43,54.43,-75,11,14
602,55,55,-44.9,11,14
603,55.01,55.01,-68.9,11,14
604,55.03,55.03,-1,11,14
605,58.48,58.48,-290.7,11,14
606,60,60,-4.9,11,14
607,60.13,60.13,-45,11,14
608,60.8,60.8,-290.7,11,14
609,65.5,65.5,-10,11,14
610,70,70,-9.5,11,14
611,70.04,70.04,-27.5,11,14
612,73.34,73.34,-9.5,11,14
613,73.38,73.38,-27.5,11,14
614,73.5,73.5,-35,11,14
615,75.13,75.13,-45,11,14
616,76.69,76.69,-9.5,11,14
617,76.73,76.73,-27.5,11,14
618,77.4,77.4,-10,11,14
619,79,79,-17,11,14
620,79.5,79.5,-10,11,14
621,80.03,80.03,-9.5,11,14
622,80.07,80.07,-27.5,11,14
623,83.7,83.7,-74.4,11,14
624,99.5,99.5,-739.4,11,14
625,133.1,133.1,-192,11,14
626,145,145,-19,11,14
627,145.01,145.01,-9.3,11,14
628,160,160,-1242.3,11,14
629,180,180,-694.9,11,14
630,180.3,180.3,-468.7,11,14
631,0,0,-16504.8,11,15
632,0.1,0.1,-1,11,15
633,0.5,0.5,-163.8,11,15
634,0.6,0.6,-134.2,11,15
635,0.7,0.7,-60.1,11,15
636,1,1,-109.8,11,15
637,1.5,1.5,-0.7,11,15
638,2,2,-120.4,11,15
639,2.5,2.5,-81,11,15
640,3,3,-106.9,11,15
641,4.5,4.5,-14.5,11,15
642,5,5,-406.9,11,15
643,6,6,-9.4,11,15
644,6.03,6.03,-12,11,15
645,7,7,-21.5,11,15
646,8.25,8.25,-3.3,11,15
647,11,11,-144.1,11,15
648,13,13,-1.1,11,15
649,15,15,-0.1,11,15
650,15.5,15.5,-27,11,15
651,16,16,-27.5,11,15
652,18.01,18.01,-20,11,15
653,19,19,-28.9,11,15
654,20,20,-175.1,11,15
655,20.03,20.03,-34,11,15
656,22.01,22.01,-40,11,15
657,24,24,-4.8,11,15
658,26,26,-4.9,11,15
659,26.8,26.8,-6.8,11,15
660,30,30,-128.5,11,15
661,30.02,30.02,-30,11,15
662,30.03,30.03,-4,11,15
663,32.51,32.51,-100,11,15
664,33,33,-8,11,15
665,34.59,34.59,-100,11,15
666,35,35,-70.9,11,15
667,35.02,35.02,-100,11,15
668,36,36,-75,11,15
669,37.53,37.53,-100,11,15
670,38.09,38.09,-75,11,15
671,39.33,39.33,-65,11,15
672,40,40,-85.4,11,15
673,40.1,40.1,-140.1,11,15
674,40.67,40.67,-65,11,15
675,41.09,41.09,-75,11,15
676,42.5,42.5,-0.1,11,15
677,42.52,42.52,-90,11,15
678,43,43,-80,11,15
679,44.03,44.03,-50,11,15
680,44.13,44.13,-50,11,15
681,44.23,44.23,-50,11,15
682,44.33,44.33,-50,11,15
683,44.37,44.37,-90,11,15
684,45,45,-23.6,11,15
685,46.09,46.09,-47,11,15
686,46.22,46.22,-90,11,15
687,46.71,46.71,-50,11,15
688,46.81,46.81,-50,11,15
689,46.91,46.91,-50,11,15
690,47.01,47.01,-50,11,15
691,47.5,47.5,-0.1,11,15
692,48.09,48.09,-90,11,15
693,48.3,48.3,-290.7,11,15
694,49,49,-62,11,15
695,50,50,-103.1,11,15
696,50.02,50.02,-20,11,15
697,50.1,50.1,-290.7,11,15
698,50.11,50.11,-100,11,15
699,50.13,50.13,-45,11,15
700,50.5,50.5,-0.1,11,15
701,52.17,52.17,-100,11,15
702,52.35,52.35,-50,11,15
703,52.45,52.45,-50,11,15
704,52.55,52.55,-50,11,15
705,52.65,52.65,-50,11,15
706,53.59,53.59,-68.9,11,15
707,54,54,-85.2,11,15
708,55,55,-44.9,11,15
709,55.01,55.01,-68.9,11,15
710,55.03,55.03,-1,11,15
711,58.48,58.48,-290.7,11,15
712,60,60,-4.9,11,15
713,60.13,60.13,-45,11,15
714,60.8,60.8,-290.7,11,15
715,60.95,60.95,-72.5,11,15
716,63,63,-1.1,11,15
717,63.43,63.43,-72.5,11,15
718,65.5,65.5,-10,11,15
719,65.61,65.61,-82.2,11,15
720,70,70,-9.5,11,15
721,70.04,70.04,-27.5,11,15
722,73.34,73.34,-9.5,11,15
723,73.38,73.38,-27.5,11,15
724,73.5,73.5,-45,11,15
725,75.13,75.13,-45,11,15
726,76.69,76.69,-9.5,11,15
727,76.73,76.73,-27.5,11,15
728,77.4,77.4,-10,11,15
729,79,79,-17,11,15
730,79.5,79.5,-10,11,15
731,80.03,80.03,-9.5,11,15
732,80.07,80.07,-27.5,11,15
733,83.7,83.7,-74.4,11,15
734,99.5,99.5,-740.6,11,15
735,133.1,133.1,-192,11,15
736,145,145,-19,11,15
737,145.01,145.01,-9.3,11,15
738,160,160,-1333.6,11,15
739,180,180,-694.9,11,15
740,180.3,180.3,-468.7,11,15
741,0,0,-16447.5,11,16
742,0.1,0.1,-1,11,16
743,0.5,0.5,-163.8,11,16
744,0.6,0.6,-134.2,11,16
745,0.7,0.7,-58.9,11,16
746,1,1,-109.6,11,16
747,1.5,1.5,-0.6,11,16
748,2,2,-120,11,16
749,2.5,2.5,-84.6,11,16
750,3,3,-106.5,11,16
751,4.5,4.5,-17.9,11,16
752,5,5,-406.5,11,16
753,6,6,-10.2,11,16
754,6.03,6.03,-12,11,16
755,7,7,-21.3,11,16
756,8.25,8.25,-3.3,11,16
757,11,11,-140.5,11,16
758,13,13,-1.1,11,16
759,15,15,-0.1,11,16
760,15.5,15.5,-27,11,16
761,16,16,-27.5,11,16
762,18.01,18.01,-20,11,16
763,19,19,-28.4,11,16
764,20,20,-175.1,11,16
765,20.03,20.03,-34,11,16
766,22.01,22.01,-40,11,16
767,24,24,-4.8,11,16
768,26,26,-4.9,11,16
769,26.8,26.8,-6.8,11,16
770,30,30,-207.3,11,16
771,30.02,30.02,-30,11,16
772,30.03,30.03,-4,11,16
773,31.11,31.11,-100,11,16
774,32.51,32.51,-100,11,16
775,33,33,-8,11,16
776,34.61,34.61,-75,11,16
777,35,35,-70.9,11,16
778,35.02,35.02,-100,11,16
779,37.53,37.53,-100,11,16
780,39.33,39.33,-65,11,16
781,40,40,-85.4,11,16
782,40.1,40.1,-140.1,11,16
783,40.61,40.61,-75,11,16
784,40.67,40.67,-65,11,16
785,42.5,42.5,-0.1,11,16
786,42.52,42.52,-90,11,16
787,43,43,-80,11,16
788,44.03,44.03,-50,11,16
789,44.13,44.13,-50,11,16
790,44.23,44.23,-50,11,16
791,44.33,44.33,-50,11,16
792,44.37,44.37,-90,11,16
793,45,45,-23.6,11,16
794,45.61,45.61,-72,11,16
795,46.22,46.22,-90,11,16
796,46.71,46.71,-50,11,16
797,46.81,46.81,-50,11,16
798,46.91,46.91,-50,11,16
799,47.01,47.01,-50,11,16
800,47.5,47.5,-0.1,11,16
801,48.09,48.09,-90,11,16
802,48.3,48.3,-290.7,11,16
803,49,49,-62,11,16
804,50,50,-103.1,11,16
805,50.02,50.02,-20,11,16
806,50.1,50.1,-290.7,11,16
807,50.11,50.11,-100,11,16
808,50.13,50.13,-45,11,16
809,50.5,50.5,-0.1,11,16
810,52.17,52.17,-100,11,16
811,52.35,52.35,-50,11,16
812,52.45,52.45,-50,11,16
813,52.55,52.55,-50,11,16
814,52.65,52.65,-50,11,16
815,53.59,53.59,-68.9,11,16
816,54,54,-85.2,11,16
817,55,55,-44.9,11,16
818,55.01,55.01,-68.9,11,16
819,55.03,55.03,-1,11,16
820,58.48,58.48,-290.7,11,16
821,60,60,-4.9,11,16
822,60.13,60.13,-45,11,16
823,60.8,60.8,-290.7,11,16
824,60.95,60.95,-72.5,11,16
825,63,63,-1.1,11,16
826,63.43,63.43,-72.5,11,16
827,65.5,65.5,-10,11,16
828,65.61,65.61,-82.2,11,16
829,70,70,-9.5,11,16
