"I","PI0","PI1","QI","LI","TI"
162,0.9,0.9,65.2,11,5
163,0.5,0.5,75.4,11,5
164,0.4,0.4,73,11,5
165,0.3,0.3,100,11,5
166,0.2,0.2,113.4,11,5
167,0.1,0.1,197.8,11,5
168,0,0,798.3,11,5
169,180.3,180.3,17064.8,11,6
170,180,180,8,11,6
171,150,150,8.1,11,6
172,140,140,9,11,6
173,120,120,44.8,11,6
174,110.79,110.79,61.2,11,6
175,110,110,298.1,11,6
176,103.68,103.68,75.3,11,6
177,100,100,62.5,11,6
178,95,95,0.8,11,6
179,93,93,0.1,11,6
180,90,90,539.5,11,6
181,89.99,89.99,200,11,6
182,85.5,85.5,1170.5,11,6
183,84.98,84.98,300,11,6
184,80,80,309,11,6
185,75,75,62.6,11,6
186,73,73,7.6,11,6
187,70,70,5,11,6
188,56.18,56.18,0.1,11,6
189,52.06,52.06,0.1,11,6
190,50,50,3.8,11,6
191,47.5,47.5,4.2,11,6
192,47,47,9.3,11,6
193,45.5,45.5,4.2,11,6
194,43.4,43.4,20,11,6
195,40.4,40.4,20,11,6
196,40,40,19.7,11,6
197,38.5,38.5,2.1,11,6
198,38.4,38.4,10,11,6
199,37,37,41.2,11,6
200,32.3,32.3,9.9,11,6
201,32,32,80.9,11,6
202,31,31,50,11,6
203,30,30,101.5,11,6
204,27,27,30.9,11,6
205,25.2,25.2,80,11,6
206,25,25,72.7,11,6
207,22,22,30.9,11,6
208,20,20,35.6,11,6
209,19.31,19.31,52,11,6
210,17,17,30.9,11,6
211,16.19,16.19,150,11,6
212,12.04,12.04,0.8,11,6
213,12,12,41.2,11,6
214,10,10,94.7,11,6
215,5,5,158.3,11,6
216,3,3,194,11,6
217,2,2,290,11,6
218,1,1,282.7,11,6
219,0.9,0.9,65,11,6
220,0.5,0.5,75.3,11,6
221,0.4,0.4,73,11,6
222,0.3,0.3,100,11,6
223,0.2,0.2,113.6,11,6
224,0.1,0.1,197.6,11,6
225,0,0,798.3,11,6
226,180.3,180.3,17352.4,11,7
227,180,180,8.8,11,7
228,150,150,8.5,11,7
229,140,140,8.8,11,7
230,120,120,45.5,11,7
231,110.79,110.79,61.2,11,7
232,110,110,301.8,11,7
233,103.68,103.68,76.1,11,7
234,100,100,63.4,11,7
235,95,95,1.4,11,7
236,94.17,94.17,1119.1,11,7
237,93,93,0.1,11,7
238,90,90,838.6,11,7
239,89.99,89.99,200,11,7
240,84.98,84.98,300,11,7
241,77.83,77.83,8.4,11,7
242,75,75,67.1,11,7
243,70,70,5.1,11,7
244,57.36,57.36,0.1,11,7
245,53.16,53.16,50,11,7
246,52.06,52.06,0.1,11,7
247,50.5,50.5,4.7,11,7
248,50,50,4,11,7
249,47,47,10,11,7
250,45.5,45.5,4.7,11,7
251,43.4,43.4,20,11,7
252,40.5,40.5,2.3,11,7
253,40.4,40.4,20,11,7
254,40,40,20.8,11,7
255,38.4,38.4,10,11,7
256,38,38,45.8,11,7
257,33,33,34.4,11,7
258,30.1,30.1,80,11,7
259,30,30,151.6,11,7
260,28,28,34.4,11,7
261,25,25,73.3,11,7
262,24,24,50,11,7
263,23,23,34.4,11,7
264,20,20,35.6,11,7
265,19.31,19.31,52,11,7
266,18,18,34.4,11,7
267,16.36,16.36,150,11,7
268,13.86,13.86,0.8,11,7
269,13,13,45.8,11,7
270,10,10,94.7,11,7
271,9,9,6.4,11,7
272,5.5,5.5,6.4,11,7
273,5,5,158.3,11,7
274,3,3,193.6,11,7
275,2,2,290,11,7
276,1,1,285,11,7
277,0.9,0.9,66.5,11,7
278,0.5,0.5,74.7,11,7
279,0.4,0.4,73,11,7
280,0.3,0.3,100,11,7
281,0.2,0.2,113.4,11,7
282,0.1,0.1,197,11,7
283,0,0,798.4,11,7
284,180.3,180.3,18177,11,8
285,180,180,9.9,11,8
286,150,150,9.6,11,8
287,140,140,8.7,11,8
288,120,120,48.8,11,8
289,110.79,110.79,61.2,11,8
290,110,110,326.2,11,8
291,103.69,103.69,1039,11,8
292,103.68,103.68,77.4,11,8
293,100,100,53.1,11,8
294,95,95,1.5,11,8
295,93,93,0.2,11,8
296,90.37,90.37,9.7,11,8
297,90,90,845.5,11,8
298,89.99,89.99,200,11,8
299,84.98,84.98,300,11,8
300,75,75,76.7,11,8
301,70,70,5.8,11,8
302,61.29,61.29,0.1,11,8
303,55.29,55.29,49.9,11,8
304,52.06,52.06,0.1,11,8
305,50,50,92.9,11,8
306,47.5,47.5,4.7,11,8
307,47,47,11.6,11,8
308,43.4,43.4,20,11,8
309,40.4,40.4,20,11,8
310,40,40,22.2,11,8
311,38.4,38.4,10,11,8
312,37.5,37.5,4.7,11,8
313,37,37,50.3,11,8
314,35,35,2.6,11,8
315,32,32,87.7,11,8
316,30,30,11.2,11,8
317,27,27,37.7,11,8
318,25,25,72.8,11,8
319,22,22,167.7,11,8
320,20,20,36.1,11,8
321,19.31,19.31,52,11,8
322,17.66,17.66,89,11,8
323,17.5,17.5,4.1,11,8
324,17,17,37.7,11,8
325,16.54,16.54,1,11,8
326,12,12,50.3,11,8
327,10,10,94.4,11,8
328,9,9,48,11,8
329,5.5,5.5,48,11,8
330,5,5,158.3,11,8
331,3,3,193.6,11,8
332,2,2,290,11,8
333,1,1,287.2,11,8
334,0.9,0.9,69.5,11,8
335,0.5,0.5,101.3,11,8
336,0.4,0.4,73,11,8
337,0.3,0.3,100,11,8
338,0.2,0.2,113.2,11,8
339,0.1,0.1,223.6,11,8
340,0,0,798.4,11,8
341,180.3,180.3,17651.1,11,9
342,180,180,11.3,11,9
343,164.43,164.43,78.2,11,9
344,150,150,7.3,11,9
345,140,140,8.2,11,9
346,120,120,50.2,11,9
347,110.79,110.79,76.1,11,9
348,110,110,332,11,9
349,108.03,108.03,880.8,11,9
350,104.32,104.32,5.5,11,9
351,100,100,57.6,11,9
352,95,95,1.5,11,9
353,93.06,93.06,12,11,9
354,90,90,805.9,11,9
355,89.99,89.99,200,11,9
356,84.98,84.98,300,11,9
357,80,80,100.6,11,9
358,75,75,0.3,11,9
359,70,70,5.8,11,9
360,59.71,59.71,0.1,11,9
361,54,54,4.7,11,9
362,52.77,52.77,49.9,11,9
363,52.06,52.06,0.1,11,9
364,50,50,93.3,11,9
365,47,47,12.9,11,9
366,44,44,4.7,11,9
367,43.4,43.4,20,11,9
368,40.4,40.4,20,11,9
369,40,40,23.2,11,9
370,38.4,38.4,10,11,9
371,36,36,103.5,11,9
372,35,35,2.5,11,9
373,31,31,40.1,11,9
374,30,30,11.2,11,9
375,26,26,40.1,11,9
376,25,25,73.7,11,9
377,24,24,55.1,11,9
378,21,21,40.1,11,9
379,20,20,35.6,11,9
380,19.31,19.31,52,11,9
381,18.42,18.42,25,11,9
382,18.19,18.19,52,11,9
383,16.86,16.86,1,11,9
384,16,16,40.1,11,9
385,15,15,60,11,9
386,11,11,53.5,11,9
387,10,10,94.5,11,9
388,9,9,115.8,11,9
389,5.5,5.5,115.5,11,9
390,5,5,134,11,9
391,3,3,193.6,11,9
392,2,2,290,11,9
393,1,1,288.8,11,9
394,0.9,0.9,63.4,11,9
395,0.5,0.5,100.8,11,9
396,0.2,0.2,8.4,11,9
397,0.1,0.1,148.1,11,9
398,0,0,758.4,11,9
399,180.3,180.3,19472.6,11,10
400,180,180,13.6,11,10
401,164.43,164.43,78.7,11,10
402,160,160,0.1,11,10
403,150,150,8,11,10
404,140,140,9.4,11,10
405,120,120,58.2,11,10
406,112.1,112.1,903.3,11,10
407,110.79,110.79,102,11,10
408,110,110,352.8,11,10
409,100,100,67.5,11,10
410,97.85,97.85,13.4,11,10
411,90,90,826.7,11,10
412,89.99,89.99,200,11,10
413,84.98,84.98,300,11,10
414,80,80,123.1,11,10
415,75,75,0.3,11,10
416,70,70,6.8,11,10
417,62.56,62.56,0.1,11,10
418,54,54,5.5,11,10
419,53.54,53.54,49.9,11,10
420,52.06,52.06,0.1,11,10
421,50,50,94.2,11,10
422,47,47,15.6,11,10
423,44,44,5.4,11,10
424,43.4,43.4,20,11,10
425,40.4,40.4,20,11,10
426,40,40,26.7,11,10
427,38.4,38.4,10,11,10
428,38,38,60.3,11,10
429,35,35,3,11,10
430,33,33,45.3,11,10
431,30,30,46.3,11,10
432,28,28,45.3,11,10
433,25,25,8.6,11,10
434,24,24,5.8,11,10
435,23.24,23.24,50,11,10
436,23,23,45.3,11,10
437,22,22,50,11,10
438,20,20,0.6,11,10
439,19.31,19.31,52,11,10
440,19,19,0.3,11,10
441,18.19,18.19,52,11,10
442,18,18,45.3,11,10
443,17.96,17.96,1.2,11,10
444,15,15,60,11,10
445,13,13,60.3,11,10
446,10,10,94.9,11,10
447,9,9,109.5,11,10
448,7,7,50,11,10
449,5.5,5.5,109.5,11,10
450,5,5,134,11,10
451,3,3,193.6,11,10
452,2,2,290,11,10
453,1,1,292.3,11,10
454,0.9,0.9,69.8,11,10
455,0.5,0.5,99.7,11,10
456,0.2,0.2,7.1,11,10
457,0.1,0.1,147,11,10
458,0,0,758.5,11,10
459,180.3,180.3,21896,11,11
460,180,180,14.3,11,11
461,164.43,164.43,79.7,11,11
462,160,160,0.1,11,11
463,150,150,8.3,11,11
464,140,140,11.4,11,11
465,120,120,63.3,11,11
466,110.79,110.79,102,11,11
467,110,110,364.6,11,11
468,107.13,107.13,932.9,11,11
469,100,100,73.5,11,11
470,98.58,98.58,14,11,11
471,90,90,818.4,11,11
472,89.99,89.99,200,11,11
473,84.98,84.98,300,11,11
474,80,80,130,11,11
475,75,75,0.2,11,11
476,70,70,7.3,11,11
477,68.51,68.51,0.1,11,11
478,56.3,56.3,49.9,11,11
479,54,54,5.6,11,11
480,52.06,52.06,0.1,11,11
481,50,50,94.5,11,11
482,47,47,16.6,11,11
483,45,45,50,11,11
484,44,44,5.6,11,11
485,43.4,43.4,20,11,11
486,41,41,110.2,11,11
487,40.4,40.4,20,11,11
488,40,40,28.6,11,11
489,38.4,38.4,10,11,11
490,36,36,45.2,11,11
491,35,35,3.3,11,11
492,31,31,45.2,11,11
493,30,30,46.4,11,11
494,26,26,45.2,11,11
495,25,25,9.1,11,11
496,24,24,6,11,11
497,22.98,22.98,25,11,11
498,21,21,45.2,11,11
499,20,20,0.6,11,11
500,19.31,19.31,52,11,11
501,19,19,0.3,11,11
502,18.53,18.53,1.4,11,11
503,18.19,18.19,52,11,11
504,16,16,60.2,11,11
505,15,15,60,11,11
506,10,10,95.1,11,11
507,9,9,87.4,11,11
508,5.5,5.5,87.4,11,11
509,5,5,134,11,11
510,3,3,193.6,11,11
511,2,2,290,11,11
512,1,1,220.3,11,11
513,0.9,0.9,72.7,11,11
514,0.5,0.5,99.4,11,11
515,0.2,0.2,6,11,11
516,0.1,0.1,146.8,11,11
517,0,0,758.5,11,11
518,180.3,180.3,18176.1,11,12
519,180,180,391.3,11,12
520,164.43,164.43,80.6,11,12
521,160,160,0.1,11,12
522,150,150,8.4,11,12
523,140,140,12,11,12
524,120,120,67.6,11,12
525,110.79,110.79,102,11,12
526,110,110,361.5,11,12
527,105.03,105.03,922.3,11,12
528,100,100,314.5,11,12
529,97.31,97.31,14,11,12
530,90,90,205.5,11,12
531,89.99,89.99,200,11,12
532,84.98,84.98,300,11,12
533,80,80,124.9,11,12
534,75,75,0.3,11,12
535,70.66,70.66,0.1,11,12
536,70,70,7.3,11,12
537,55.16,55.16,50,11,12
538,54,54,5.2,11,12
539,52.06,52.06,0.1,11,12
540,50,50,94.6,11,12
541,47,47,16.7,11,12
542,44,44,5.1,11,12
543,43.4,43.4,20,11,12
544,41,41,50,11,12
545,40.4,40.4,20,11,12
546,40,40,28.5,11,12
547,38.4,38.4,10,11,12
548,35,35,64.8,11,12
549,30,30,142.2,11,12
550,25.77,25.77,25,11,12
551,25,25,9.7,11,12
552,24,24,6.8,11,12
553,21,21,46,11,12
554,20,20,0.7,11,12
555,19.31,19.31,52,11,12
556,19,19,0.4,11,12
557,18.19,18.19,52,11,12
558,18.17,18.17,1.4,11,12
559,18,18,46,11,12
560,15,15,60,11,12
561,14,14,46,11,12
562,11,11,61.3,11,12
563,10,10,94.9,11,12
564,9,9,93.4,11,12
565,5.5,5.5,93.4,11,12
566,5,5,134,11,12
567,3,3,193.2,11,12
568,2,2,290,11,12
569,1,1,220.9,11,12
570,0.9,0.9,73.3,11,12
571,0.5,0.5,99.5,11,12
572,0.2,0.2,5.5,11,12
573,0.1,0.1,146.8,11,12
574,0,0,5605.4,11,12
575,180.3,180.3,18597,11,13
576,180,180,410.9,11,13
577,164.43,164.43,80.1,11,13
578,160,160,0.1,11,13
579,150,150,8.6,11,13
580,140,140,13.2,11,13
581,120,120,68.7,11,13
582,110.79,110.79,102,11,13
583,110,110,366.8,11,13
584,107.13,107.13,1016.1,11,13
585,100,100,314.9,11,13
586,99.23,99.23,13.8,11,13
587,90,90,210.2,11,13
588,89.99,89.99,200,11,13
589,84.98,84.98,300,11,13
590,80,80,124.3,11,13
591,75,75,0.2,11,13
592,72.94,72.94,0.1,11,13
593,70,70,7.4,11,13
594,57.74,57.74,50,11,13
595,52.06,52.06,0.1,11,13
596,51,51,5.2,11,13
597,50,50,94.6,11,13
598,47,47,16.4,11,13
599,46,46,50,11,13
600,43.4,43.4,20,11,13
601,41,41,5.1,11,13
602,40.4,40.4,20,11,13
603,40,40,28.4,11,13
604,39,39,50,11,13
605,38.4,38.4,10,11,13
606,35.13,35.13,58.8,11,13
607,35,35,3.7,11,13
608,30.13,30.13,44.1,11,13
609,30,30,45.3,11,13
610,26.01,26.01,25,11,13
611,25,25,9.4,11,13
612,21.13,21.13,44.1,11,13
613,21,21,6.8,11,13
614,20,20,0.7,11,13
615,19.31,19.31,52,11,13
616,19,19,0.3,11,13
617,18.56,18.56,1.4,11,13
618,18.19,18.19,52,11,13
619,18.13,18.13,44.1,11,13
620,15,15,60,11,13
621,14.13,14.13,44.1,11,13
622,11.13,11.13,58.8,11,13
623,10,10,95.1,11,13
624,9,9,49.4,11,13
625,5.5,5.5,49.4,11,13
626,5,5,134,11,13
627,3,3,193.4,11,13
628,2,2,290,11,13
629,1,1,219.6,11,13
630,0.9,0.9,75,11,13
631,0.5,0.5,99.5,11,13
632,0.2,0.2,4.9,11,13
633,0.1,0.1,146.8,11,13
634,0,0,6051.7,11,13
635,180.3,180.3,18491.9,11,14
636,180,180,406.4,11,14
637,164.43,164.43,79.4,11,14
638,150,150,8,11,14
639,140,140,12.9,11,14
640,120,120,61.6,11,14
641,110.79,110.79,102,11,14
642,110,110,349.9,11,14
643,105,105,1048.7,11,14
644,100,100,305.6,11,14
645,97.6,97.6,10.9,11,14
646,90,90,185.4,11,14
647,89.99,89.99,200,11,14
648,84.98,84.98,300,11,14
649,80,80,101.2,11,14
650,75,75,0.3,11,14
651,72.63,72.63,0.2,11,14
652,70,70,6.5,11,14
653,53.24,53.24,49.9,11,14
654,52.06,52.06,0.1,11,14
655,51,51,4.4,11,14
656,50,50,93.9,11,14
657,47,47,13.3,11,14
658,43.4,43.4,20,11,14
659,41,41,54.4,11,14
660,40.4,40.4,20,11,14
661,40,40,26.2,11,14
662,38.4,38.4,10,11,14
663,35,35,3.5,11,14
664,34,34,50,11,14
665,30,30,98.6,11,14
666,29,29,0.3,11,14
667,25,25,48.7,11,14
668,24.15,24.15,90,11,14
669,21,21,5.8,11,14
670,20,20,0.7,11,14
671,19.31,19.31,52,11,14
672,18.3,18.3,1,11,14
673,18.19,18.19,52,11,14
674,16,16,40.1,11,14
675,15,15,60,11,14
676,13,13,40.1,11,14
677,10,10,94.7,11,14
678,9,9,40.1,11,14
679,8,8,34,11,14
680,6,6,53.4,11,14
681,5,5,167.9,11,14
682,3,3,193.5,11,14
683,2,2,290,11,14
684,1,1,216.9,11,14
685,0.9,0.9,67.9,11,14
686,0.5,0.5,100.7,11,14
687,0.2,0.2,5.5,11,14
688,0.1,0.1,148.1,11,14
689,0,0,6081.6,11,14
690,180.3,180.3,18046,11,15
691,180,180,384.8,11,15
692,164.43,164.43,77.6,11,15
693,150,150,7.8,11,15
694,140,140,12.8,11,15
695,120,120,58.9,11,15
696,110.79,110.79,102,11,15
697,110,110,339.6,11,15
698,103.69,103.69,1050.9,11,15
699,100,100,291.9,11,15
700,96.07,96.07,9.9,11,15
701,90,90,174.7,11,15
702,89.99,89.99,200,11,15
703,84.98,84.98,300,11,15
704,80,80,89.8,11,15
705,75,75,0.3,11,15
706,70.05,70.05,0.2,11,15
707,70,70,6.2,11,15
708,52.06,52.06,0.1,11,15
709,52,52,49.9,11,15
710,51,51,4,11,15
711,50,50,93.5,11,15
712,47,47,11.7,11,15
713,43.4,43.4,20,11,15
714,42,42,50,11,15
715,41,41,4,11,15
716,40.4,40.4,20,11,15
717,40,40,25.7,11,15
718,38.4,38.4,10,11,15
719,35,35,3.4,11,15
720,33,33,50,11,15
721,32,32,50.2,11,15
722,30,30,45,11,15
723,29,29,0.3,11,15
724,27,27,37.7,11,15
725,25,25,8.1,11,15
726,21,21,5.3,11,15
727,20.58,20.58,25,11,15
728,20,20,0.7,11,15
729,19.31,19.31,52,11,15
730,18.19,18.19,52,11,15
731,18,18,37.7,11,15
732,17.45,17.45,1,11,15
733,15,15,97.7,11,15
734,11,11,37.7,11,15
735,10,10,94.6,11,15
736,8,8,107.2,11,15
737,5,5,191,11,15
738,3,3,193.6,11,15
739,2,2,290,11,15
740,1,1,215.2,11,15
741,0.9,0.9,63.6,11,15
742,0.5,0.5,101.4,11,15
743,0.2,0.2,5.8,11,15
744,0.1,0.1,148.7,11,15
745,0,0,6125.7,11,15
746,180.3,180.3,17564.2,11,16
747,180,180,382.9,11,16
748,164.43,164.43,76,11,16
749,150,150,7.6,11,16
750,140,140,12.4,11,16
751,120,120,57.4,11,16
752,110.79,110.79,102,11,16
753,110,110,337.8,11,16
754,101,101,1114.6,11,16
755,100,100,300.9,11,16
756,92.7,92.7,9.5,11,16
757,90,90,172.6,11,16
758,89.99,89.99,200,11,16
759,84.98,84.98,300,11,16
760,80,80,88.1,11,16
761,75,75,0.2,11,16
762,70,70,6,11,16
763,68.76,68.76,0.2,11,16
764,52.06,52.06,0.1,11,16
765,50,50,93.4,11,16
766,49.68,49.68,49.9,11,16
767,49,49,3.5,11,16
768,47,47,11.4,11,16
769,45,45,4.6,11,16
770,43.4,43.4,20,11,16
771,40.4,40.4,20,11,16
772,40,40,22.6,11,16
773,39,39,3.5,11,16
774,38.4,38.4,10,11,16
775,35,35,1.1,11,16
776,34,34,50,11,16
777,30,30,94.1,11,16
778,29,29,50,11,16
779,25,25,44.3,11,16
780,20,20,0.6,11,16
781,19.82,19.82,60,11,16
782,19.31,19.31,52,11,16
783,19,19,6,11,16
784,18.19,18.19,52,11,16
785,16.82,16.82,1,11,16
786,16,16,37.2,11,16
787,15,15,60,11,16
788,13,13,37.2,11,16
789,10,10,94.7,11,16
790,9,9,37.2,11,16
791,8,8,24.9,11,16
792,6,6,49.6,11,16
793,5,5,158.9,11,16
794,3,3,193.8,11,16
795,2,2,290,11,16
796,1,1,214.9,11,16
797,0.9,0.9,63.2,11,16
798,0.5,0.5,101.7,11,16
799,0.2,0.2,6.4,11,16
800,0.1,0.1,149,11,16
801,0,0,5847.3,11,16
802,180.3,180.3,17411.9,11,17
803,180,180,385.5,11,17
804,164.43,164.43,75.1,11,17
805,150,150,7.3,11,17
806,140,140,12.4,11,17
807,120,120,56.8,11,17
808,110.79,110.79,102,11,17
809,110,110,317.9,11,17
810,100.69,100.69,1162.4,11,17
811,100,100,302,11,17
812,92.48,92.48,9.6,11,17
813,90,90,171.5,11,17
814,89.99,89.99,200,11,17
815,84.98,84.98,300,11,17
816,80,80,88.4,11,17
817,75,75,88.9,11,17
818,70,70,5.9,11,17
819,68.14,68.14,0.1,11,17
820,52.06,52.06,0.1,11,17
821,50,50,4.8,11,17
822,49,49,53.5,11,17
823,47,47,11.7,11,17
824,45,45,4.4,11,17
825,43.4,43.4,20,11,17
826,40.4,40.4,20,11,17
827,40.13,40.13,49.7,11,17
828,40,40,23.9,11,17
829,39,39,3.4,11,17
830,38.4,38.4,10,11,17
831,35.13,35.13,37.2,11,17
832,35,35,1.1,11,17
833,32,32,100,11,17
834,30.13,30.13,37.2,11,17
835,30,30,44.5,11,17
836,25.13,25.13,37.2,11,17
837,25,25,6.9,11,17
838,23.08,23.08,126,11,17
839,20.13,20.13,37.2,11,17
840,20,20,0.6,11,17
841,19.31,19.31,52,11,17
842,19,19,5.9,11,17
843,18.19,18.19,52,11,17
844,16.43,16.43,1,11,17
845,15.13,15.13,49.7,11,17
846,15,15,60,11,17
847,10,10,94.5,11,17
848,8,8,2,11,17
849,5,5,135.9,11,17
850,3,3,193.9,11,17
851,2,2,290,11,17
852,1,1,214.9,11,17
853,0.9,0.9,63.1,11,17
854,0.5,0.5,101.8,11,17
855,0.2,0.2,6.7,11,17
856,0.1,0.1,149.1,11,17
857,0,0,5601.4,11,17
858,180.3,180.3,17454.1,11,18
859,180,180,382.8,11,18
860,164.43,164.43,72.9,11,18
861,150,150,7.4,11,18
862,140,140,12.2,11,18
863,120,120,58.3,11,18
864,110.79,110.79,102,11,18
865,110,110,156.9,11,18
866,105,105,163,11,18
867,104.1,104.1,896.1,11,18
868,100.24,100.24,10,11,18
869,100,100,305,11,18
870,90,90,173.7,11,18
871,89.99,89.99,200,11,18
872,84.98,84.98,300,11,18
873,80,80,92.2,11,18
874,75,75,88.9,11,18
875,73.93,73.93,0.1,11,18
876,70,70,6,11,18
877,52.43,52.43,50,11,18
878,52.06,52.06,0.1,11,18
879,50,50,5.1,11,18
880,49,49,3.6,11,18
881,47,47,12.4,11,18
882,45,45,4.5,11,18
883,43.4,43.4,20,11,18
884,40.4,40.4,20,11,18
885,40,40,23.6,11,18
886,39,39,3.6,11,18
887,38.4,38.4,10,11,18
888,35,35,1.1,11,18
889,30,30,96.1,11,18
890,29.03,29.03,100,11,18
891,29,29,0.3,11,18
892,25,25,45.7,11,18
893,20,20,0.6,11,18
894,19.31,19.31,52,11,18
895,19,19,5.9,11,18
896,18.19,18.19,52,11,18
897,18,18,50,11,18
898,17.09,17.09,1,11,18
899,16,16,38.7,11,18
900,15,15,60,11,18
901,13,13,38.7,11,18
902,10,10,94.5,11,18
903,9,9,38.7,11,18
904,8,8,127.9,11,18
905,6,6,51.6,11,18
906,5,5,311.9,11,18
907,3,3,193.9,11,18
908,2,2,290,11,18
909,1,1,215.9,11,18
910,0.9,0.9,64.5,11,18
911,0.5,0.5,101.5,11,18
912,0.2,0.2,6.6,11,18
913,0.1,0.1,148.8,11,18
914,0,0,5579.3,11,18
915,180.3,180.3,13860,11,19
916,180,180,385.4,11,19
917,164.43,164.43,51.2,11,19
918,157.98,157.98,153,11,19
919,150,150,8.4,11,19
920,140,140,13.2,11,19
921,120,120,225,11,19
922,110,110,940.3,11,19
923,109.02,109.02,10.5,11,19
