"I","PI0","PI1","QI","LI","TI"
502,4.4,4.4,-10,12,21
503,5,5,-30,12,21
504,8,8,-30,12,21
505,125.56,125.56,-10,12,21
506,130.07,130.07,-387,12,21
507,130.97,130.97,-12,12,21
508,131.69,131.69,-12,12,21
509,160,160,-81,12,21
510,180.01,180.01,-113.8,12,21
511,180.3,180.3,-65,12,21
512,0,0,-4640.1,12,22
513,0.1,0.1,-90,12,22
514,0.12,0.12,-90,12,22
515,0.14,0.14,-30,12,22
516,0.16,0.16,-30,12,22
517,0.2,0.2,-280,12,22
518,3,3,-700,12,22
519,3.1,3.1,-120,12,22
520,3.3,3.3,-110,12,22
521,3.69,3.69,-120,12,22
522,4.4,4.4,-10,12,22
523,5,5,-30,12,22
524,8,8,-30,12,22
525,125.56,125.56,-10,12,22
526,130.07,130.07,-387,12,22
527,130.97,130.97,-12,12,22
528,131.69,131.69,-12,12,22
529,160,160,-81,12,22
530,180.01,180.01,-113.8,12,22
531,180.3,180.3,-65,12,22
532,0,0,-4627.9,12,23
533,0.1,0.1,-90,12,23
534,0.12,0.12,-90,12,23
535,0.14,0.14,-30,12,23
536,0.16,0.16,-30,12,23
537,0.2,0.2,-280,12,23
538,3,3,-700,12,23
539,3.1,3.1,-120,12,23
540,3.3,3.3,-110,12,23
541,3.69,3.69,-120,12,23
542,4.4,4.4,-10,12,23
543,5,5,-30,12,23
544,8,8,-30,12,23
545,125.56,125.56,-10,12,23
546,130.07,130.07,-387,12,23
547,130.97,130.97,-12,12,23
548,131.69,131.69,-12,12,23
549,160,160,-81,12,23
550,180.01,180.01,-113.8,12,23
551,180.3,180.3,-65,12,23
552,0,0,-4662.6,12,24
553,0.1,0.1,-90,12,24
554,0.12,0.12,-90,12,24
555,0.14,0.14,-30,12,24
556,0.16,0.16,-30,12,24
557,0.2,0.2,-280,12,24
558,3,3,-700,12,24
559,3.1,3.1,-120,12,24
560,3.3,3.3,-110,12,24
561,3.69,3.69,-120,12,24
562,4.4,4.4,-10,12,24
563,5,5,-30,12,24
564,8,8,-30,12,24
565,125.56,125.56,-10,12,24
566,130.07,130.07,-387,12,24
567,130.97,130.97,-12,12,24
568,131.69,131.69,-12,12,24
569,160,160,-81,12,24
570,180.01,180.01,-113.8,12,24
571,180.3,180.3,-65,12,24
572,180.3,180.3,16177.7,11,3
573,180,180,700.9,11,3
574,150,150,7.4,11,3
575,140,140,8.2,11,3
576,120,120,46.2,11,3
577,110,110,300.5,11,3
578,105.43,105.43,11.5,11,3
579,102,102,0.8,11,3
580,100,100,92.5,11,3
581,98,98,0.5,11,3
582,95.92,95.92,49.7,11,3
583,90,90,140.5,11,3
584,89.99,89.99,200,11,3
585,88.5,88.5,86.5,11,3
586,88,88,0.1,11,3
587,85,85,1151.7,11,3
588,84.98,84.98,300,11,3
589,80,80,311,11,3
590,75,75,66,11,3
591,73.86,73.86,7.9,11,3
592,70,70,8,11,3
593,59.32,59.32,0.1,11,3
594,53.5,53.5,4.2,11,3
595,52.06,52.06,0.1,11,3
596,50,50,5.8,11,3
597,47.78,47.78,48.4,11,3
598,47,47,9.9,11,3
599,43.4,43.4,20,11,3
600,42.78,42.78,36.3,11,3
601,42.5,42.5,4.1,11,3
602,40.4,40.4,20,11,3
603,40,40,18.2,11,3
604,38.78,38.78,36.3,11,3
605,38.4,38.4,10,11,3
606,38,38,100,11,3
607,35.5,35.5,2.1,11,3
608,34.78,34.78,36.3,11,3
609,30,30,108.9,11,3
610,28.78,28.78,36.3,11,3
611,25.51,25.51,50,11,3
612,25,25,70.4,11,3
613,24.78,24.78,48.4,11,3
614,24.07,24.07,85.8,11,3
615,23.88,23.88,0.8,11,3
616,20,20,40.5,11,3
617,18,18,0.8,11,3
618,15,15,0.5,11,3
619,12,12,90,11,3
620,10,10,14.1,11,3
621,9,9,0.4,11,3
622,7,7,90,11,3
623,5,5,8,11,3
624,3.13,3.13,52,11,3
625,3,3,284,11,3
626,2,2,200,11,3
627,1,1,286.3,11,3
628,0.9,0.9,68.5,11,3
629,0.5,0.5,72.8,11,3
630,0.4,0.4,73,11,3
631,0.3,0.3,100,11,3
632,0.2,0.2,114,11,3
633,0.1,0.1,195.2,11,3
634,0.01,0.01,144,11,3
635,0,0,758.3,11,3
636,180.3,180.3,15884.2,11,4
637,180,180,712.9,11,4
638,150,150,7.5,11,4
639,140,140,8,11,4
640,120,120,46.2,11,4
641,110,110,303.3,11,4
642,105.43,105.43,11.5,11,4
643,102,102,0.8,11,4
644,100,100,93.3,11,4
645,98,98,0.6,11,4
646,95.92,95.92,49.7,11,4
647,90,90,144.6,11,4
648,89.99,89.99,200,11,4
649,88.5,88.5,90.4,11,4
650,88,88,0.1,11,4
651,85,85,0.3,11,4
652,84.98,84.98,300,11,4
653,80.78,80.78,1153.8,11,4
654,80,80,312,11,4
655,75,75,69.3,11,4
656,71.97,71.97,8.4,11,4
657,70,70,8.3,11,4
658,57.44,57.44,0.1,11,4
659,53.5,53.5,4.3,11,4
660,52.06,52.06,0.1,11,4
661,50,50,5.5,11,4
662,47,47,10.5,11,4
663,43.4,43.4,20,11,4
664,42.5,42.5,4.3,11,4
665,42.3,42.3,51.6,11,4
666,40.4,40.4,20,11,4
667,40,40,19,11,4
668,38.4,38.4,10,11,4
669,37.3,37.3,38.7,11,4
670,35.5,35.5,2.2,11,4
671,33.3,33.3,38.7,11,4
672,32,32,100,11,4
673,30,30,109.1,11,4
674,29.3,29.3,38.7,11,4
675,25,25,70.3,11,4
676,23.42,23.42,99.9,11,4
677,23.3,23.3,38.7,11,4
678,22.38,22.38,0.8,11,4
679,22.28,22.28,102,11,4
680,20,20,40.5,11,4
681,19.3,19.3,51.6,11,4
682,18,18,0.8,11,4
683,15,15,0.5,11,4
684,12,12,90,11,4
685,10,10,14.2,11,4
686,9,9,0.4,11,4
687,7,7,90,11,4
688,5,5,8,11,4
689,3.13,3.13,52,11,4
690,3,3,284,11,4
691,2,2,200,11,4
692,1,1,287.9,11,4
693,0.9,0.9,70,11,4
694,0.5,0.5,72.6,11,4
695,0.4,0.4,73,11,4
696,0.3,0.3,100,11,4
697,0.2,0.2,114.1,11,4
698,0.1,0.1,195,11,4
699,0.01,0.01,144,11,4
700,0,0,758.3,11,4
701,180.3,180.3,15862.9,11,5
702,180,180,727.9,11,5
703,150,150,7.7,11,5
704,140,140,7.5,11,5
705,120,120,47.2,11,5
706,110,110,310.1,11,5
707,105.43,105.43,11.5,11,5
708,102,102,0.7,11,5
709,100,100,96.5,11,5
710,98,98,0.6,11,5
711,95.92,95.92,49.7,11,5
712,90,90,153.2,11,5
713,89.99,89.99,200,11,5
714,88.5,88.5,92.6,11,5
715,88,88,0.1,11,5
716,85,85,0.3,11,5
717,84.98,84.98,300,11,5
718,80.78,80.78,1154,11,5
719,80,80,312,11,5
720,75,75,74.8,11,5
721,70.68,70.68,9.1,11,5
722,70,70,8.7,11,5
723,55.48,55.48,0.1,11,5
724,52.06,52.06,0.1,11,5
725,50.5,50.5,4.7,11,5
726,50,50,5.3,11,5
727,47,47,11.2,11,5
728,43.4,43.4,20,11,5
729,42.5,42.5,54.3,11,5
730,40.5,40.5,4.7,11,5
731,40.4,40.4,20,11,5
732,40,40,20.7,11,5
733,38.4,38.4,10,11,5
734,37.5,37.5,40.8,11,5
735,33.5,33.5,40.8,11,5
736,32.5,32.5,2.3,11,5
737,30,30,159.1,11,5
738,29.5,29.5,40.8,11,5
739,26,26,50,11,5
740,25,25,70.3,11,5
741,24.5,24.5,102,11,5
742,23.5,23.5,40.8,11,5
743,22.56,22.56,99.9,11,5
744,21.33,21.33,0.9,11,5
745,20,20,40.6,11,5
746,19.5,19.5,54.3,11,5
747,18,18,0.8,11,5
748,15,15,0.5,11,5
749,12,12,90,11,5
750,10,10,14.3,11,5
751,9,9,0.3,11,5
752,7,7,90,11,5
753,5,5,8,11,5
754,3.13,3.13,52,11,5
755,3,3,284,11,5
756,2,2,200,11,5
757,1,1,289.3,11,5
758,0.9,0.9,72.8,11,5
759,0.5,0.5,72.2,11,5
760,0.4,0.4,73,11,5
761,0.3,0.3,100,11,5
762,0.2,0.2,114.1,11,5
763,0.1,0.1,194.5,11,5
764,0.01,0.01,144,11,5
765,0,0,758.3,11,5
766,180.3,180.3,16428.4,11,6
767,180,180,760.6,11,6
768,150,150,8,11,6
769,140,140,7.4,11,6
770,120,120,49.5,11,6
771,110,110,325.8,11,6
772,105.43,105.43,54.3,11,6
773,102,102,0.8,11,6
774,100,100,102.6,11,6
775,98,98,0.8,11,6
776,95.92,95.92,6.9,11,6
777,90,90,165.7,11,6
778,89.99,89.99,200,11,6
779,88.5,88.5,96,11,6
780,88,88,0.1,11,6
781,85.5,85.5,1152.5,11,6
782,85,85,0.3,11,6
783,84.98,84.98,300,11,6
784,80,80,314,11,6
785,75,75,82.8,11,6
786,73,73,10.3,11,6
787,70,70,10.1,11,6
788,65,65,0.4,11,6
789,59.6,59.6,0.1,11,6
790,52.06,52.06,0.1,11,6
791,50.5,50.5,5.3,11,6
792,50.03,50.03,59.2,11,6
793,50,50,5.4,11,6
794,47,47,12.4,11,6
795,45.03,45.03,44.4,11,6
796,43.4,43.4,20,11,6
797,41.03,41.03,44.4,11,6
798,40.5,40.5,5.3,11,6
799,40.4,40.4,20,11,6
800,40,40,25.5,11,6
801,38.4,38.4,10,11,6
802,37.03,37.03,44.4,11,6
803,32.91,32.91,150,11,6
804,32.5,32.5,2.6,11,6
805,32,32,50,11,6
806,31.03,31.03,44.4,11,6
807,31,31,50,11,6
808,30,30,109.7,11,6
809,27.03,27.03,59.2,11,6
810,25,25,70.3,11,6
811,22.9,22.9,99.9,11,6
812,22.56,22.56,1,11,6
813,20,20,40.8,11,6
814,18,18,0.8,11,6
815,15,15,0.5,11,6
816,12,12,90,11,6
817,10,10,15,11,6
818,9,9,0.4,11,6
819,7,7,90,11,6
820,5,5,8,11,6
821,3.13,3.13,52,11,6
822,3,3,284,11,6
823,2,2,200,11,6
824,1,1,291.7,11,6
825,0.9,0.9,77.2,11,6
826,0.5,0.5,71.4,11,6
827,0.4,0.4,73,11,6
828,0.3,0.3,100,11,6
829,0.2,0.2,114.1,11,6
830,0.1,0.1,193.8,11,6
831,0.01,0.01,144,11,6
832,0,0,758,11,6
833,180.3,180.3,18828.5,11,7
834,180,180,759.2,11,7
835,150,150,9.2,11,7
836,140,140,7.9,11,7
837,120,120,58.1,11,7
838,110,110,371,11,7
839,105.43,105.43,65.7,11,7
840,102,102,1.3,11,7
841,100,100,123.3,11,7
842,98,98,1.3,11,7
843,95.92,95.92,15.9,11,7
844,95,95,0.3,11,7
845,94.17,94.17,1168.9,11,7
846,90,90,523,11,7
847,89.99,89.99,200,11,7
848,88.5,88.5,109.2,11,7
849,88,88,0.1,11,7
850,84.98,84.98,300,11,7
851,77.83,77.83,13.4,11,7
852,75,75,105.4,11,7
853,70,70,9.3,11,7
854,65,65,0.8,11,7
855,63.04,63.04,0.1,11,7
856,57.38,57.38,73.3,11,7
857,55.5,55.5,7.5,11,7
858,52.38,52.38,55,11,7
859,52.06,52.06,0.1,11,7
860,50,50,5.9,11,7
861,48.38,48.38,55,11,7
862,47,47,15.3,11,7
863,45.5,45.5,7.4,11,7
864,44.87,44.87,150,11,7
865,44.38,44.38,55,11,7
866,43.4,43.4,20,11,7
867,40.4,40.4,20,11,7
868,40,40,31.8,11,7
869,38.5,38.5,3.6,11,7
870,38.4,38.4,10,11,7
871,38.38,38.38,55,11,7
