"H","PH","QH","TH","MP","AR","LH","VH"
107,37.6,-34,11,626,0,11,94
108,37.6,-34,11,626,0,11,94
109,48,-112,11,626,0,11,94
110,49.6,-112,11,626,0,11,94
111,54,-112,11,626,0,11,94
112,56,-111.8,11,626,0,11,94
113,37.6,-180,12,626,0.8,11,94
114,37.6,-34,12,626,0,11,94
115,37.6,-34,12,626,0,11,94
116,37.6,-34,12,626,0,11,94
117,37.6,-34,12,626,0,11,94
118,37.6,-34,12,626,0,11,94
119,48,-112,12,626,0,11,94
120,49.6,-112,12,626,0,11,94
121,54,-112,12,626,0,11,94
122,56,-111.8,12,626,0,11,94
123,37.6,-180,13,626,0.8,11,94
124,37.6,-34,13,626,0,11,94
125,37.6,-34,13,626,0,11,94
126,37.6,-34,13,626,0,11,94
127,37.6,-34,13,626,0,11,94
128,37.6,-34,13,626,0,11,94
129,48,-112,13,626,0,11,94
130,49.6,-112,13,626,0,11,94
131,54,-112,13,626,0,11,94
132,56,-111.8,13,626,0,11,94
133,37.6,-180,14,626,0.8,11,94
134,37.6,-34,14,626,0,11,94
135,37.6,-34,14,626,0,11,94
136,37.6,-34,14,626,0,11,94
137,37.6,-34,14,626,0,11,94
138,37.6,-34,14,626,0,11,94
139,48,-112,14,626,0,11,94
140,49.6,-112,14,626,0,11,94
141,54,-112,14,626,0,11,94
142,56,-111.8,14,626,0,11,94
143,37.6,-180,15,626,0.8,11,94
144,37.6,-34,15,626,0,11,94
145,37.6,-34,15,626,0,11,94
146,37.6,-34,15,626,0,11,94
147,37.6,-34,15,626,0,11,94
148,37.6,-34,15,626,0,11,94
149,48,-112,15,626,0,11,94
150,49.6,-112,15,626,0,11,94
151,54,-112,15,626,0,11,94
152,56,-111.8,15,626,0,11,94
153,37.6,-180,16,626,0.8,11,94
154,37.6,-34,16,626,0,11,94
155,37.6,-34,16,626,0,11,94
156,37.6,-34,16,626,0,11,94
157,37.6,-34,16,626,0,11,94
158,37.6,-34,16,626,0,11,94
159,48,-112,16,626,0,11,94
160,49.6,-112,16,626,0,11,94
161,54,-112,16,626,0,11,94
162,56,-111.8,16,626,0,11,94
163,37.6,-180,17,626,0.8,11,94
164,37.6,-34,17,626,0,11,94
165,37.6,-34,17,626,0,11,94
166,37.6,-34,17,626,0,11,94
167,37.6,-34,17,626,0,11,94
168,37.6,-34,17,626,0,11,94
169,48,-112,17,626,0,11,94
170,49.6,-112,17,626,0,11,94
171,54,-112,17,626,0,11,94
172,56,-111.8,17,626,0,11,94
173,37.6,-180,18,626,0.8,11,94
174,37.6,-34,18,626,0,11,94
175,37.6,-34,18,626,0,11,94
176,37.6,-34,18,626,0,11,94
177,37.6,-34,18,626,0,11,94
178,37.6,-34,18,626,0,11,94
179,48,-112,18,626,0,11,94
180,49.6,-112,18,626,0,11,94
181,54,-112,18,626,0,11,94
182,56,-111.8,18,626,0,11,94
183,37.6,-180,19,626,0.8,11,94
184,37.6,-34,19,626,0,11,94
185,37.6,-34,19,626,0,11,94
186,37.6,-34,19,626,0,11,94
187,37.6,-34,19,626,0,11,94
188,37.6,-34,19,626,0,11,94
189,48,-112,19,626,0,11,94
190,49.6,-112,19,626,0,11,94
191,54,-112,19,626,0,11,94
192,56,-111.8,19,626,0,11,94
193,37.6,-180,20,626,0.8,11,94
194,37.6,-34,20,626,0,11,94
195,37.6,-34,20,626,0,11,94
196,37.6,-34,20,626,0,11,94
197,37.6,-34,20,626,0,11,94
198,37.6,-34,20,626,0,11,94
199,48,-112,20,626,0,11,94
200,49.6,-112,20,626,0,11,94
201,54,-112,20,626,0,11,94
202,56,-111.8,20,626,0,11,94
203,37.6,-180,21,626,0.8,11,94
204,37.6,-34,21,626,0,11,94
205,37.6,-34,21,626,0,11,94
206,37.6,-34,21,626,0,11,94
207,37.6,-34,21,626,0,11,94
208,37.6,-34,21,626,0,11,94
209,48,-112,21,626,0,11,94
210,49.6,-112,21,626,0,11,94
211,54,-112,21,626,0,11,94
212,56,-111.8,21,626,0,11,94
213,37.6,-180,22,626,0.8,11,94
214,37.6,-34,22,626,0,11,94
215,37.6,-34,22,626,0,11,94
216,37.6,-34,22,626,0,11,94
217,37.6,-34,22,626,0,11,94
218,37.6,-34,22,626,0,11,94
219,48,-112,22,626,0,11,94
220,49.6,-112,22,626,0,11,94
221,54,-112,22,626,0,11,94
222,56,-111.8,22,626,0,11,94
223,37.6,-30,23,626,0.8,11,94
224,72.12,-767.8,23,626,0,11,94
225,72.12,-797.8,24,626,0.8,11,94
226,56.4,-290,1,627,0.8,11,106.92
227,56.4,-290,2,627,0.8,11,106.92
228,56.4,-290,3,627,0.8,11,106.92
229,56.4,-290,4,627,0.8,11,106.92
230,56.4,-290,5,627,0.8,11,106.92
231,56.4,-290,6,627,0.8,11,106.92
232,56.4,-290,7,627,0.8,11,106.92
233,56.4,-290,8,627,0.8,11,106.92
234,56.4,-290,9,627,0.8,11,106.92
235,56.4,-290,10,627,0.8,11,106.92
236,56.4,-290,11,627,0.8,11,106.92
237,56.4,-290,12,627,0.8,11,106.92
238,56.4,-290,13,627,0.8,11,106.92
239,56.4,-290,14,627,0.8,11,106.92
240,56.4,-290,15,627,0.8,11,106.92
241,56.4,-290,16,627,0.8,11,106.92
242,56.4,-290,17,627,0.8,11,106.92
243,56.4,-290,18,627,0.8,11,106.92
244,56.4,-290,19,627,0.8,11,106.92
245,56.4,-290,20,627,0.8,11,106.92
246,56.4,-290,21,627,0.8,11,106.92
247,56.4,-290,22,627,0.8,11,106.92
248,56.4,-290,23,627,0.8,11,106.92
249,56.4,-290,24,627,0.8,11,106.92
250,19.2,-555,1,628,0.8,11,48
251,58.004,-2.5,1,628,0,11,48
252,19.2,-555,2,628,0.8,11,48
253,58.004,-2.5,2,628,0,11,48
254,19.2,-555,3,628,0.8,11,48
255,58.004,-2.5,3,628,0,11,48
256,19.2,-555,4,628,0.8,11,48
257,58.004,-2.5,4,628,0,11,48
258,19.2,-555,5,628,0.8,11,48
259,58.004,-2.5,5,628,0,11,48
260,19.2,-555,6,628,0.8,11,48
261,58.004,-2.5,6,628,0,11,48
262,19.2,-555,7,628,0.8,11,48
263,58.004,-2.5,7,628,0,11,48
264,19.2,-555,8,628,0.8,11,48
265,58.004,-2.5,8,628,0,11,48
266,19.2,-555,9,628,0.8,11,48
267,58.004,-2.5,9,628,0,11,48
268,19.2,-555,10,628,0.8,11,48
269,58.004,-2.5,10,628,0,11,48
270,19.2,-555,11,628,0.8,11,48
271,58.004,-2.5,11,628,0,11,48
272,19.2,-555,12,628,0.8,11,48
273,58.004,-2.5,12,628,0,11,48
274,19.2,-555,13,628,0.8,11,48
275,58.004,-2.5,13,628,0,11,48
276,19.2,-555,14,628,0.8,11,48
277,58.004,-2.5,14,628,0,11,48
278,19.2,-555,15,628,0.8,11,48
279,58.004,-2.5,15,628,0,11,48
280,19.2,-555,16,628,0.8,11,48
281,58.004,-2.5,16,628,0,11,48
282,19.2,-555,17,628,0.8,11,48
283,58.004,-2.5,17,628,0,11,48
284,19.2,-555,18,628,0.8,11,48
285,58.004,-2.5,18,628,0,11,48
286,19.2,-555,19,628,0.8,11,48
287,58.004,-2.5,19,628,0,11,48
288,19.2,-555,20,628,0.8,11,48
289,58.004,-2.5,20,628,0,11,48
290,19.2,-555,21,628,0.8,11,48
291,58.004,-2.5,21,628,0,11,48
292,19.2,-555,22,628,0.8,11,48
293,58.004,-2.5,22,628,0,11,48
294,19.2,-555,23,628,0.8,11,48
295,58.004,-2.5,23,628,0,11,48
296,19.2,-555,24,628,0.8,11,48
297,58.004,-2.5,24,628,0,11,48
298,19.7,-171,1,629,0.8,11,49.25
299,19.7,-389,1,629,0,11,49.25
300,58.008,-2.1,1,629,0,11,49.25
301,19.7,-171,2,629,0.8,11,49.25
302,19.7,-389,2,629,0,11,49.25
303,58.008,-2.1,2,629,0,11,49.25
304,19.7,-171,3,629,0.8,11,49.25
305,19.7,-389,3,629,0,11,49.25
306,58.008,-2.1,3,629,0,11,49.25
307,19.7,-171,4,629,0.8,11,49.25
308,19.7,-389,4,629,0,11,49.25
309,58.008,-2.1,4,629,0,11,49.25
310,19.7,-171,5,629,0.8,11,49.25
311,19.7,-389,5,629,0,11,49.25
312,58.008,-2.1,5,629,0,11,49.25
313,19.7,-171,6,629,0.8,11,49.25
314,19.7,-389,6,629,0,11,49.25
315,58.008,-2.1,6,629,0,11,49.25
316,19.7,-171,7,629,0.8,11,49.25
317,19.7,-389,7,629,0,11,49.25
318,58.008,-2.1,7,629,0,11,49.25
319,19.7,-171,8,629,0.8,11,49.25
320,19.7,-389,8,629,0,11,49.25
321,58.008,-2.1,8,629,0,11,49.25
322,19.7,-171,9,629,0.8,11,49.25
323,19.7,-389,9,629,0,11,49.25
324,58.008,-2.1,9,629,0,11,49.25
325,19.7,-171,10,629,0.8,11,49.25
326,19.7,-389,10,629,0,11,49.25
327,58.008,-2.1,10,629,0,11,49.25
328,19.7,-171,11,629,0.8,11,49.25
329,19.7,-389,11,629,0,11,49.25
330,58.008,-2.1,11,629,0,11,49.25
331,19.7,-171,12,629,0.8,11,49.25
332,19.7,-389,12,629,0,11,49.25
333,58.008,-2.1,12,629,0,11,49.25
334,19.7,-171,13,629,0.8,11,49.25
335,19.7,-389,13,629,0,11,49.25
336,58.008,-2.1,13,629,0,11,49.25
337,19.7,-171,14,629,0.8,11,49.25
338,19.7,-389,14,629,0,11,49.25
339,58.008,-2.1,14,629,0,11,49.25
340,19.7,-171,15,629,0.8,11,49.25
341,19.7,-389,15,629,0,11,49.25
342,58.008,-2.1,15,629,0,11,49.25
343,19.7,-171,16,629,0.8,11,49.25
344,19.7,-389,16,629,0,11,49.25
345,58.008,-2.1,16,629,0,11,49.25
346,19.7,-171,17,629,0.8,11,49.25
347,19.7,-389,17,629,0,11,49.25
348,58.008,-2.1,17,629,0,11,49.25
349,19.7,-171,18,629,0.8,11,49.25
350,19.7,-389,18,629,0,11,49.25
351,58.008,-2.1,18,629,0,11,49.25
352,19.7,-171,19,629,0.8,11,49.25
353,19.7,-389,19,629,0,11,49.25
354,58.008,-2.1,19,629,0,11,49.25
355,19.7,-171,20,629,0.8,11,49.25
356,19.7,-389,20,629,0,11,49.25
357,58.008,-2.1,20,629,0,11,49.25
358,19.7,-171,21,629,0.8,11,49.25
359,19.7,-389,21,629,0,11,49.25
360,58.008,-2.1,21,629,0,11,49.25
361,19.7,-171,22,629,0.8,11,49.25
362,19.7,-389,22,629,0,11,49.25
363,58.008,-2.1,22,629,0,11,49.25
364,19.7,-171,23,629,0.8,11,49.25
365,19.7,-389,23,629,0,11,49.25
366,58.008,-2.1,23,629,0,11,49.25
367,19.7,-171,24,629,0.8,11,49.25
368,19.7,-389,24,629,0,11,49.25
369,58.008,-2.1,24,629,0,11,49.25
370,18.4,-216,1,630,0.8,11,46
371,18.4,-119,1,630,0,11,46
372,72.008,-15.3,1,630,0,11,46
373,18.4,-216,2,630,0.8,11,46
374,18.4,-119,2,630,0,11,46
375,72.008,-15.3,2,630,0,11,46
376,18.4,-216,3,630,0.8,11,46
377,18.4,-119,3,630,0,11,46
378,72.008,-15.3,3,630,0,11,46
379,18.4,-216,4,630,0.8,11,46
380,18.4,-119,4,630,0,11,46
381,72.008,-15.3,4,630,0,11,46
382,18.4,-216,5,630,0.8,11,46
383,18.4,-119,5,630,0,11,46
384,72.008,-15.3,5,630,0,11,46
385,18.4,-216,6,630,0.8,11,46
386,18.4,-119,6,630,0,11,46
387,72.008,-15.3,6,630,0,11,46
388,18.4,-216,7,630,0.8,11,46
389,18.4,-119,7,630,0,11,46
390,72.008,-15.3,7,630,0,11,46
391,18.4,-216,8,630,0.8,11,46
392,18.4,-119,8,630,0,11,46
393,72.008,-15.3,8,630,0,11,46
394,18.4,-216,9,630,0.8,11,46
395,18.4,-119,9,630,0,11,46
396,72.008,-15.3,9,630,0,11,46
397,18.4,-216,10,630,0.8,11,46
398,18.4,-119,10,630,0,11,46
399,72.008,-15.3,10,630,0,11,46
400,18.4,-216,11,630,0.8,11,46
401,18.4,-119,11,630,0,11,46
402,72.008,-15.3,11,630,0,11,46
403,18.4,-216,12,630,0.8,11,46
404,18.4,-119,12,630,0,11,46
405,72.008,-15.3,12,630,0,11,46
406,18.4,-216,13,630,0.8,11,46
407,18.4,-119,13,630,0,11,46
408,72.008,-15.3,13,630,0,11,46
409,18.4,-216,14,630,0.8,11,46
410,18.4,-119,14,630,0,11,46
411,72.008,-15.3,14,630,0,11,46
412,18.4,-216,15,630,0.8,11,46
413,18.4,-119,15,630,0,11,46
414,72.008,-15.3,15,630,0,11,46
415,18.4,-216,16,630,0.8,11,46
416,18.4,-119,16,630,0,11,46
417,72.008,-15.3,16,630,0,11,46
418,18.4,-216,17,630,0.8,11,46
419,18.4,-119,17,630,0,11,46
420,72.008,-15.3,17,630,0,11,46
421,18.4,-216,18,630,0.8,11,46
422,18.4,-119,18,630,0,11,46
423,72.008,-15.3,18,630,0,11,46
424,18.4,-216,19,630,0.8,11,46
425,18.4,-119,19,630,0,11,46
426,72.008,-15.3,19,630,0,11,46
427,18.4,-216,20,630,0.8,11,46
428,18.4,-119,20,630,0,11,46
429,72.008,-15.3,20,630,0,11,46
430,18.4,-216,21,630,0.8,11,46
431,18.4,-119,21,630,0,11,46
432,72.008,-15.3,21,630,0,11,46
433,18.4,-216,22,630,0.8,11,46
434,18.4,-119,22,630,0,11,46
435,72.008,-15.3,22,630,0,11,46
436,18.4,-216,23,630,0.8,11,46
437,18.4,-119,23,630,0,11,46
438,72.008,-15.3,23,630,0,11,46
439,18.4,-216,24,630,0.8,11,46
440,18.4,-119,24,630,0,11,46
441,72.008,-15.3,24,630,0,11,46
442,15.2,-345,1,631,0.8,11,38
443,58.004,-5.9,1,631,0,11,38
444,15.2,-345,2,631,0.8,11,38
445,58.004,-5.9,2,631,0,11,38
446,15.2,-345,3,631,0.8,11,38
447,58.004,-5.9,3,631,0,11,38
448,15.2,-345,4,631,0.8,11,38
449,58.004,-5.9,4,631,0,11,38
450,15.2,-345,5,631,0.8,11,38
451,58.004,-5.9,5,631,0,11,38
452,15.2,-345,6,631,0.8,11,38
453,58.004,-5.9,6,631,0,11,38
454,15.2,-345,7,631,0.8,11,38
455,58.004,-5.9,7,631,0,11,38
456,15.2,-345,8,631,0.8,11,38
457,58.004,-5.9,8,631,0,11,38
458,15.2,-345,9,631,0.8,11,38
459,58.004,-5.9,9,631,0,11,38
460,15.2,-345,10,631,0.8,11,38
461,58.004,-5.9,10,631,0,11,38
462,15.2,-345,11,631,0.8,11,38
463,58.004,-5.9,11,631,0,11,38
464,15.2,-345,12,631,0.8,11,38
465,58.004,-5.9,12,631,0,11,38
466,15.2,-345,13,631,0.8,11,38
467,58.004,-5.9,13,631,0,11,38
468,15.2,-345,14,631,0.8,11,38
469,58.004,-5.9,14,631,0,11,38
470,15.2,-345,15,631,0.8,11,38
471,58.004,-5.9,15,631,0,11,38
472,15.2,-345,16,631,0.8,11,38
473,58.004,-5.9,16,631,0,11,38
474,15.2,-345,17,631,0.8,11,38
475,58.004,-5.9,17,631,0,11,38
476,15.2,-345,18,631,0.8,11,38
477,58.004,-5.9,18,631,0,11,38
478,15.2,-345,19,631,0.8,11,38
479,58.004,-5.9,19,631,0,11,38
480,15.2,-345,20,631,0.8,11,38
481,58.004,-5.9,20,631,0,11,38
482,15.2,-345,21,631,0.8,11,38
483,58.004,-5.9,21,631,0,11,38
484,15.2,-345,22,631,0.8,11,38
485,58.004,-5.9,22,631,0,11,38
486,15.2,-345,23,631,0.8,11,38
487,58.004,-5.9,23,631,0,11,38
488,15.2,-345,24,631,0.8,11,38
489,58.004,-5.9,24,631,0,11,38
490,16.8,-216,1,632,0.8,11,42
491,16.8,-125,1,632,0,11,42
492,72.008,-10.1,1,632,0,11,42
493,16.8,-216,2,632,0.8,11,42
494,16.8,-125,2,632,0,11,42
495,72.008,-10.1,2,632,0,11,42
496,16.8,-216,3,632,0.8,11,42
497,16.8,-125,3,632,0,11,42
498,72.008,-10.1,3,632,0,11,42
499,16.8,-216,4,632,0.8,11,42
500,16.8,-125,4,632,0,11,42
501,72.008,-10.1,4,632,0,11,42
502,16.8,-216,5,632,0.8,11,42
503,16.8,-125,5,632,0,11,42
504,72.008,-10.1,5,632,0,11,42
505,16.8,-216,6,632,0.8,11,42
506,16.8,-125,6,632,0,11,42
507,72.008,-10.1,6,632,0,11,42
508,16.8,-216,7,632,0.8,11,42
509,16.8,-125,7,632,0,11,42
510,72.008,-10.1,7,632,0,11,42
511,16.8,-216,8,632,0.8,11,42
512,16.8,-125,8,632,0,11,42
513,72.008,-10.1,8,632,0,11,42
514,16.8,-216,9,632,0.8,11,42
515,16.8,-125,9,632,0,11,42
516,72.008,-10.1,9,632,0,11,42
517,16.8,-216,10,632,0.8,11,42
518,16.8,-125,10,632,0,11,42
519,72.008,-10.1,10,632,0,11,42
520,16.8,-216,11,632,0.8,11,42
521,16.8,-125,11,632,0,11,42
522,72.008,-10.1,11,632,0,11,42
523,16.8,-216,12,632,0.8,11,42
524,16.8,-125,12,632,0,11,42
525,72.008,-10.1,12,632,0,11,42
526,16.8,-216,13,632,0.8,11,42
527,16.8,-125,13,632,0,11,42
528,72.008,-10.1,13,632,0,11,42
529,16.8,-216,14,632,0.8,11,42
530,16.8,-125,14,632,0,11,42
531,72.008,-10.1,14,632,0,11,42
532,16.8,-216,15,632,0.8,11,42
533,16.8,-125,15,632,0,11,42
534,72.008,-10.1,15,632,0,11,42
535,16.8,-216,16,632,0.8,11,42
536,16.8,-125,16,632,0,11,42
537,72.008,-10.1,16,632,0,11,42
538,16.8,-216,17,632,0.8,11,42
539,16.8,-125,17,632,0,11,42
540,72.008,-10.1,17,632,0,11,42
541,16.8,-216,18,632,0.8,11,42
542,16.8,-125,18,632,0,11,42
543,72.008,-10.1,18,632,0,11,42
544,16.8,-216,19,632,0.8,11,42
545,16.8,-125,19,632,0,11,42
546,72.008,-10.1,19,632,0,11,42
547,16.8,-216,20,632,0.8,11,42
548,16.8,-125,20,632,0,11,42
549,72.008,-10.1,20,632,0,11,42
550,16.8,-216,21,632,0.8,11,42
551,16.8,-125,21,632,0,11,42
552,72.008,-10.1,21,632,0,11,42
553,16.8,-216,22,632,0.8,11,42
554,16.8,-125,22,632,0,11,42
555,72.008,-10.1,22,632,0,11,42
556,16.8,-216,23,632,0.8,11,42
557,16.8,-125,23,632,0,11,42
558,72.008,-10.1,23,632,0,11,42
559,16.8,-216,24,632,0.8,11,42
560,16.8,-125,24,632,0,11,42
561,72.008,-10.1,24,632,0,11,42
562,16.4,-216,1,633,0.8,11,41
563,16.4,-125,1,633,0,11,41
564,72.008,-10.1,1,633,0,11,41
565,16.4,-216,2,633,0.8,11,41
566,16.4,-125,2,633,0,11,41
567,72.008,-10.1,2,633,0,11,41
568,16.4,-216,3,633,0.8,11,41
569,16.4,-125,3,633,0,11,41
570,72.008,-10.1,3,633,0,11,41
571,16.4,-216,4,633,0.8,11,41
572,16.4,-125,4,633,0,11,41
573,72.008,-10.1,4,633,0,11,41
574,16.4,-216,5,633,0.8,11,41
575,16.4,-125,5,633,0,11,41
576,72.008,-10.1,5,633,0,11,41
577,16.4,-216,6,633,0.8,11,41
578,16.4,-125,6,633,0,11,41
579,72.008,-10.1,6,633,0,11,41
580,16.4,-216,7,633,0.8,11,41
581,16.4,-125,7,633,0,11,41
582,72.008,-10.1,7,633,0,11,41
583,16.4,-216,8,633,0.8,11,41
584,16.4,-125,8,633,0,11,41
585,72.008,-10.1,8,633,0,11,41
586,16.4,-216,9,633,0.8,11,41
587,16.4,-125,9,633,0,11,41
588,72.008,-10.1,9,633,0,11,41
589,16.4,-216,10,633,0.8,11,41
590,16.4,-125,10,633,0,11,41
591,72.008,-10.1,10,633,0,11,41
592,16.4,-216,11,633,0.8,11,41
593,16.4,-125,11,633,0,11,41
594,72.008,-10.1,11,633,0,11,41
595,16.4,-216,12,633,0.8,11,41
596,16.4,-125,12,633,0,11,41
597,72.008,-10.1,12,633,0,11,41
598,16.4,-216,13,633,0.8,11,41
599,16.4,-125,13,633,0,11,41
600,72.008,-10.1,13,633,0,11,41
601,16.4,-216,14,633,0.8,11,41
602,16.4,-125,14,633,0,11,41
603,72.008,-10.1,14,633,0,11,41
604,16.4,-216,15,633,0.8,11,41
605,16.4,-125,15,633,0,11,41
606,72.008,-10.1,15,633,0,11,41
607,16.4,-216,16,633,0.8,11,41
608,16.4,-125,16,633,0,11,41
609,72.008,-10.1,16,633,0,11,41
610,16.4,-216,17,633,0.8,11,41
611,16.4,-125,17,633,0,11,41
612,72.008,-10.1,17,633,0,11,41
613,16.4,-216,18,633,0.8,11,41
614,16.4,-125,18,633,0,11,41
615,72.008,-10.1,18,633,0,11,41
616,16.4,-216,19,633,0.8,11,41
617,16.4,-125,19,633,0,11,41
618,72.008,-10.1,19,633,0,11,41
619,16.4,-216,20,633,0.8,11,41
620,16.4,-125,20,633,0,11,41
621,72.008,-10.1,20,633,0,11,41
622,16.4,-216,21,633,0.8,11,41
623,16.4,-125,21,633,0,11,41
624,72.008,-10.1,21,633,0,11,41
625,16.4,-216,22,633,0.8,11,41
626,16.4,-125,22,633,0,11,41
627,72.008,-10.1,22,633,0,11,41
628,16.4,-216,23,633,0.8,11,41
629,16.4,-125,23,633,0,11,41
630,72.008,-10.1,23,633,0,11,41
631,16.4,-216,24,633,0.8,11,41
632,16.4,-125,24,633,0,11,41
633,72.008,-10.1,24,633,0,11,41
634,24.944,-353,1,634,0.8,11,62.36
635,24.944,-353,2,634,0.8,11,62.36
636,24.944,-353,3,634,0.8,11,62.36
637,24.944,-353,4,634,0.8,11,62.36
638,24.944,-353,5,634,0.8,11,62.36
639,24.944,-353,6,634,0.8,11,62.36
640,24.944,-353,7,634,0.8,11,62.36
641,24.944,-353,8,634,0.8,11,62.36
642,24.944,-353,9,634,0.8,11,62.36
643,24.944,-353,10,634,0.8,11,62.36
644,24.944,-353,11,634,0.8,11,62.36
645,24.944,-353,12,634,0.8,11,62.36
646,24.944,-353,13,634,0.8,11,62.36
647,24.944,-353,14,634,0.8,11,62.36
648,24.944,-353,15,634,0.8,11,62.36
649,24.944,-353,16,634,0.8,11,62.36
650,24.944,-353,17,634,0.8,11,62.36
651,24.944,-353,18,634,0.8,11,62.36
652,24.944,-353,19,634,0.8,11,62.36
653,24.944,-353,20,634,0.8,11,62.36
654,24.944,-353,21,634,0.8,11,62.36
655,24.944,-353,22,634,0.8,11,62.36
656,24.944,-353,23,634,0.8,11,62.36
657,24.944,-353,24,634,0.8,11,62.36
658,24.944,-353,1,635,0.8,11,62.36
659,24.944,-353,2,635,0.8,11,62.36
660,24.944,-353,3,635,0.8,11,62.36
661,24.944,-353,4,635,0.8,11,62.36
662,24.944,-353,5,635,0.8,11,62.36
663,24.944,-353,6,635,0.8,11,62.36
664,24.944,-353,7,635,0.8,11,62.36
665,24.944,-353,8,635,0.8,11,62.36
