"I","PI0","PI1","QI","LI","TI"
309,26,26,50,11,5
310,25.96,25.96,72,11,5
311,25.95,25.95,190,11,5
312,25.5,25.5,5.6,11,5
313,25,25,197.5,11,5
314,24.63,24.63,72,11,5
315,23.52,23.52,78,11,5
316,22.76,22.76,0.8,11,5
317,20.5,20.5,2.7,11,5
318,20,20,111.3,11,5
319,19.3,19.3,138,11,5
320,19.2,19.2,138,11,5
321,15,15,51.6,11,5
322,13.62,13.62,26.4,11,5
323,12,12,2.2,11,5
324,11.62,11.62,26.4,11,5
325,10,10,145.7,11,5
326,9.05,9.05,10,11,5
327,8.05,8.05,10,11,5
328,6.05,6.05,10,11,5
329,6,6,0.8,11,5
330,5,5,8.4,11,5
331,4.05,4.05,10,11,5
332,3,3,3.3,11,5
333,2.1,2.1,72,11,5
334,2,2,10,11,5
335,1,1,32.8,11,5
336,0.5,0.5,71.1,11,5
337,0.2,0.2,9.3,11,5
338,0.1,0.1,28.4,11,5
339,0.01,0.01,412,11,5
340,0,0,960.9,11,5
341,180.3,180.3,18766.9,11,6
342,180,180,526.1,11,6
343,150,150,9,11,6
344,140,140,7.4,11,6
345,130,130,5.7,11,6
346,120,120,389.1,11,6
347,118.59,118.59,61,11,6
348,110,110,8.1,11,6
349,100,100,283.3,11,6
350,95,95,0.1,11,6
351,90,90,92.1,11,6
352,89.99,89.99,200,11,6
353,85,85,0.3,11,6
354,84.98,84.98,300,11,6
355,75,75,91.1,11,6
356,73,73,11.1,11,6
357,72.3,72.3,1120.6,11,6
358,70,70,12.9,11,6
359,55,55,4.1,11,6
360,52.06,52.06,0.1,11,6
361,50,50,87.9,11,6
362,49.6,49.6,0.1,11,6
363,45,45,94.9,11,6
364,43.4,43.4,20,11,6
365,41.97,41.97,0.2,11,6
366,40.4,40.4,20,11,6
367,40,40,77,11,6
368,38.4,38.4,10,11,6
369,35.5,35.5,3.3,11,6
370,35,35,67.6,11,6
371,32,32,50,11,6
372,31,31,50,11,6
373,30.5,30.5,5.9,11,6
374,30,30,159.8,11,6
375,28.86,28.86,45.9,11,6
376,27.1,27.1,190,11,6
377,26.32,26.32,190,11,6
378,25.96,25.96,72,11,6
379,25.95,25.95,190,11,6
380,25.5,25.5,5.8,11,6
381,25,25,252.2,11,6
382,24.63,24.63,72,11,6
383,24.07,24.07,1,11,6
384,23.52,23.52,78,11,6
385,20.5,20.5,2.9,11,6
386,20,20,116.3,11,6
387,19.3,19.3,138,11,6
388,19.2,19.2,138,11,6
389,15,15,53.9,11,6
390,14.86,14.86,68.4,11,6
391,13,13,19,11,6
392,12.86,12.86,68.4,11,6
393,12,12,2.3,11,6
394,10.02,10.02,10,11,6
395,10,10,149.7,11,6
396,9.02,9.02,10,11,6
397,7.02,7.02,10,11,6
398,6,6,0.8,11,6
399,5.03,5.03,10,11,6
400,5,5,8.4,11,6
401,3,3,3.2,11,6
402,2.1,2.1,72,11,6
403,2,2,10,11,6
404,1,1,34.4,11,6
405,0.5,0.5,70.7,11,6
406,0.2,0.2,9.2,11,6
407,0.1,0.1,28.1,11,6
408,0.01,0.01,412,11,6
409,0,0,960.5,11,6
410,180.3,180.3,20211.9,11,7
411,180,180,594.6,11,7
412,150,150,9.9,11,7
413,140,140,7.5,11,7
414,130,130,6.2,11,7
415,120,120,396.7,11,7
416,118.59,118.59,62.6,11,7
417,110,110,9.7,11,7
418,100,100,323,11,7
419,95,95,0.4,11,7
420,90,90,104.6,11,7
421,89.99,89.99,200,11,7
422,88.78,88.78,997.5,11,7
423,84.98,84.98,300,11,7
424,77.83,77.83,13.8,11,7
425,75,75,112.8,11,7
426,70,70,14.7,11,7
427,58.04,58.04,0.1,11,7
428,55,55,4.3,11,7
429,52.06,52.06,0.1,11,7
430,50,50,88.3,11,7
431,49.17,49.17,95,11,7
432,45,45,22.7,11,7
433,44.17,44.17,55,11,7
434,43.4,43.4,20,11,7
435,41.97,41.97,19,11,7
436,41.2,41.2,3.4,11,7
437,40.4,40.4,20,11,7
438,38.4,38.4,10,11,7
439,35,35,88.7,11,7
440,32.82,32.82,78.8,11,7
441,30.5,30.5,7.6,11,7
442,30,30,249.5,11,7
443,27.72,27.72,1.1,11,7
444,27.5,27.5,7.6,11,7
445,27.1,27.1,190,11,7
446,26.32,26.32,190,11,7
447,25.96,25.96,72,11,7
448,25.95,25.95,190,11,7
449,25,25,60.3,11,7
450,24.63,24.63,72,11,7
451,24,24,50,11,7
452,23.52,23.52,78,11,7
453,20.5,20.5,3.6,11,7
454,20,20,130,11,7
455,18.82,18.82,118,11,7
456,16.82,16.82,118,11,7
457,16,16,36,11,7
458,15,15,62.4,11,7
459,14,14,30,11,7
460,12,12,32.4,11,7
461,10,10,161.3,11,7
462,9,9,0.3,11,7
463,8,8,10,11,7
464,6.16,6.16,10,11,7
465,6,6,0.8,11,7
466,5,5,98,11,7
467,3,3,92.9,11,7
468,2.1,2.1,72,11,7
469,2,2,10,11,7
470,1,1,40,11,7
471,0.5,0.5,243.5,11,7
472,0.2,0.2,8.9,11,7
473,0.1,0.1,26,11,7
474,0.05,0.05,90,11,7
475,0.01,0.01,52,11,7
476,0,0,1050.6,11,7
477,180.3,180.3,16694.4,11,8
478,180,180,600.1,11,8
479,150,150,12.3,11,8
480,140,140,10.1,11,8
481,130,130,6.5,11,8
482,120,120,409.3,11,8
483,118.59,118.59,102,11,8
484,110,110,42.1,11,8
485,105,105,919.5,11,8
486,100,100,125.6,11,8
487,99,99,72.7,11,8
488,98.01,98.01,72.7,11,8
489,97,97,0.2,11,8
490,95,95,0.2,11,8
491,92,92,0.1,11,8
492,90.37,90.37,17.3,11,8
493,90,90,217.1,11,8
494,89.99,89.99,200,11,8
495,84.98,84.98,300,11,8
496,80,80,0.1,11,8
497,75,75,141.4,11,8
498,70,70,12.9,11,8
499,67.84,67.84,0.1,11,8
500,60.19,60.19,115.5,11,8
501,55.19,55.19,75.5,11,8
502,55,55,5.4,11,8
503,52.3,52.3,3.7,11,8
504,52.06,52.06,0.1,11,8
505,50,50,1.4,11,8
506,45.5,45.5,8.5,11,8
507,45,45,27.5,11,8
508,44.24,44.24,88.9,11,8
509,43.4,43.4,20,11,8
510,40.4,40.4,20,11,8
511,40,40,87.5,11,8
512,38.4,38.4,10,11,8
513,35.5,35.5,8.4,11,8
514,35,35,75.6,11,8
515,33.08,33.08,1.3,11,8
516,32,32,50,11,8
517,30.24,30.24,133.9,11,8
518,30,30,252.6,11,8
519,28.24,28.24,133.9,11,8
520,27,27,3,11,8
521,26,26,65.6,11,8
522,25.5,25.5,5.5,11,8
523,25,25,1.3,11,8
524,23,23,66.6,11,8
525,22,22,50,11,8
526,20,20,127,11,8
527,19,19,0.3,11,8
528,18,18,20.7,11,8
529,10,10,105.6,11,8
530,5,5,98,11,8
531,4.9,4.9,72.7,11,8
532,3,3,92,11,8
533,2,2,10,11,8
534,1,1,43.8,11,8
535,0.5,0.5,270.7,11,8
536,0.2,0.2,7,11,8
537,0.1,0.1,54.2,11,8
538,0.01,0.01,52,11,8
539,0,0,9102.5,11,8
540,180.3,180.3,17740.1,11,9
541,180,180,558.5,11,9
542,150,150,12.6,11,9
543,140,140,11.6,11,9
544,130,130,6.6,11,9
545,123.5,123.5,591.1,11,9
546,120,120,351.8,11,9
547,118.59,118.59,102,11,9
548,110,110,36.8,11,9
549,100,100,148.6,11,9
550,99,99,105.2,11,9
551,97,97,0.9,11,9
552,95,95,0.3,11,9
553,94,94,0.6,11,9
554,93.06,93.06,22.7,11,9
555,92,92,0.7,11,9
556,90,90,237,11,9
557,89.99,89.99,200,11,9
558,84.98,84.98,300,11,9
559,80,80,202.3,11,9
560,78.5,78.5,138,11,9
561,75,75,0.2,11,9
562,73.5,73.5,88,11,9
563,70.77,70.77,0.2,11,9
564,70,70,19.4,11,9
565,59,59,9.2,11,9
566,58.4,58.4,3.9,11,9
567,52.06,52.06,0.1,11,9
568,50,50,1.5,11,9
569,49,49,9.1,11,9
570,45,45,32.1,11,9
571,43.4,43.4,20,11,9
572,40.4,40.4,20,11,9
573,40,40,96.3,11,9
574,38.4,38.4,10,11,9
575,36,36,50,11,9
576,35,35,95.4,11,9
577,34,34,7.4,11,9
578,33.72,33.72,1.1,11,9
579,32,32,3.4,11,9
580,30,30,203.9,11,9
581,29.85,29.85,95.9,11,9
582,29,29,0.4,11,9
583,28,28,11.2,11,9
584,26,26,92.2,11,9
585,25.85,25.85,143.5,11,9
586,25,25,21.3,11,9
587,24,24,70,11,9
588,23,23,72.2,11,9
589,22.85,22.85,143.5,11,9
590,22,22,0.8,11,9
591,20,20,137.2,11,9
592,10,10,105.5,11,9
593,5,5,98,11,9
594,4.95,4.95,105.2,11,9
595,3,3,91.5,11,9
596,2,2,10,11,9
597,1,1,48.2,11,9
598,0.5,0.5,232.9,11,9
599,0.2,0.2,5.7,11,9
600,0.1,0.1,52.5,11,9
601,0.01,0.01,52,11,9
602,0,0,9712.8,11,9
603,180.3,180.3,18843.6,11,10
604,180,180,567.1,11,10
605,150,150,15,11,10
606,140,140,12.4,11,10
607,139.99,139.99,507.6,11,10
608,130,130,8.5,11,10
609,120,120,369.5,11,10
610,118.59,118.59,102,11,10
611,110,110,39.5,11,10
612,100,100,192.8,11,10
613,99,99,83,11,10
614,98.01,98.01,83,11,10
615,97.85,97.85,29.3,11,10
616,94,94,0.6,11,10
617,90,90,283.8,11,10
618,89.99,89.99,200,11,10
619,85,85,167,11,10
620,84.98,84.98,300,11,10
621,80,80,287.6,11,10
622,75.77,75.77,0.2,11,10
623,75,75,117.2,11,10
624,70,70,23.6,11,10
625,63.2,63.2,4.1,11,10
626,60,60,0.4,11,10
627,59,59,11.8,11,10
628,55,55,115.5,11,10
629,52.06,52.06,0.1,11,10
630,52,52,86.6,11,10
631,50,50,1.7,11,10
632,49,49,11.8,11,10
633,45,45,41.7,11,10
634,43.4,43.4,20,11,10
635,41,41,9.7,11,10
636,40.4,40.4,20,11,10
637,40,40,6,11,10
638,39.95,39.95,8.3,11,10
639,39,39,0.4,11,10
640,38.4,38.4,10,11,10
641,37,37,4.2,11,10
642,35.91,35.91,1.6,11,10
643,35.5,35.5,86.9,11,10
644,35,35,10,11,10
645,33,33,31.4,11,10
646,31.5,31.5,131,11,10
647,31,31,30,11,10
648,30,30,276.2,11,10
649,29,29,20,11,10
650,28.5,28.5,131,11,10
651,28,28,1,11,10
652,26,26,86.6,11,10
653,25,25,1.3,11,10
654,23,23,86.6,11,10
655,22,22,50,11,10
656,20,20,121.6,11,10
657,10,10,105,11,10
658,7,7,50,11,10
659,5,5,98.1,11,10
660,4.9,4.9,83,11,10
661,3,3,91.4,11,10
662,2,2,10,11,10
663,1,1,57.8,11,10
664,0.5,0.5,210.3,11,10
665,0.2,0.2,3.4,11,10
666,0.1,0.1,48.7,11,10
667,0.01,0.01,52,11,10
668,0,0,9780.5,11,10
669,180.3,180.3,18721.1,11,11
670,180,180,561.1,11,11
671,150,150,15.1,11,11
672,140,140,12.9,11,11
673,130,130,8.8,11,11
674,129.07,129.07,686.3,11,11
675,120,120,373.2,11,11
676,118.59,118.59,102,11,11
677,110,110,39.6,11,11
678,100,100,203.5,11,11
679,98.58,98.58,30.5,11,11
680,95,95,85.9,11,11
681,90.25,90.25,85.9,11,11
682,90,90,286.3,11,11
683,89.99,89.99,200,11,11
684,84.98,84.98,300,11,11
685,84.07,84.07,172.5,11,11
686,80,80,305.3,11,11
687,75.52,75.52,0.2,11,11
688,75,75,122.7,11,11
689,70,70,24.2,11,11
690,66.6,66.6,3.9,11,11
691,60,60,0.4,11,11
692,59,59,11.8,11,11
693,58.68,58.68,25,11,11
694,55,55,115.8,11,11
695,52.06,52.06,0.1,11,11
696,52,52,86.9,11,11
697,50,50,1.9,11,11
698,49,49,11.7,11,11
699,45,45,93.2,11,11
700,43.4,43.4,20,11,11
701,42,42,6.1,11,11
702,41,41,59.9,11,11
703,40.4,40.4,20,11,11
704,39,39,0.4,11,11
705,38.4,38.4,10,11,11
706,38,38,4.3,11,11
707,37.3,37.3,8.4,11,11
708,37.05,37.05,1.7,11,11
709,35,35,10,11,11
710,34.91,34.91,20,11,11
711,32,32,1.5,11,11
712,31,31,40,11,11
713,30.91,30.91,30,11,11
714,30,30,248.9,11,11
715,29,29,36,11,11
716,28,28,20,11,11
717,27.91,27.91,29.9,11,11
718,27,27,20,11,11
719,26,26,87.9,11,11
720,25,25,1.3,11,11
721,23,23,86.9,11,11
722,20,20,122.1,11,11
723,10,10,104.8,11,11
724,5,5,98,11,11
725,4.51,4.51,85.9,11,11
726,3,3,91.1,11,11
727,2,2,10,11,11
728,1,1,58,11,11
729,0.5,0.5,125.2,11,11
730,0.4,0.4,22.3,11,11
731,0.2,0.2,3.1,11,11
732,0.1,0.1,48.7,11,11
733,0.01,0.01,52,11,11
734,0,0,9767.7,11,11
735,180.3,180.3,18819.2,11,12
736,180,180,569.8,11,12
737,150,150,14.9,11,12
738,140,140,13.1,11,12
739,130,130,5.7,11,12
740,120,120,378,11,12
741,118.59,118.59,102,11,12
742,117.5,117.5,582.7,11,12
743,110,110,36.3,11,12
744,100,100,205.8,11,12
745,99,99,87.7,11,12
746,97.31,97.31,30.6,11,12
747,94.05,94.05,87.7,11,12
748,90,90,289.5,11,12
749,89.99,89.99,200,11,12
750,84.98,84.98,300,11,12
751,80,80,306,11,12
752,75,75,0.2,11,12
753,72.5,72.5,174.5,11,12
754,72.06,72.06,0.2,11,12
755,70,70,23.7,11,12
756,67.5,67.5,114.5,11,12
757,64.4,64.4,4.1,11,12
758,60,60,0.4,11,12
759,59,59,10.1,11,12
760,56.97,56.97,25,11,12
761,55,55,116.9,11,12
762,52.06,52.06,0.1,11,12
763,52,52,87.7,11,12
764,50,50,1.9,11,12
765,49,49,10,11,12
766,45,45,43.4,11,12
767,43.4,43.4,20,11,12
768,42,42,6.2,11,12
769,41,41,63.3,11,12
770,40.4,40.4,20,11,12
771,39,39,0.4,11,12
772,38.4,38.4,10,11,12
773,38,38,4.3,11,12
774,36.34,36.34,1.7,11,12
775,35,35,10,11,12
776,32.13,32.13,8.6,11,12
777,32,32,1.5,11,12
778,31.97,31.97,43.9,11,12
779,30,30,311,11,12
780,28,28,20,11,12
781,27.97,27.97,65.5,11,12
782,27,27,20,11,12
783,26,26,88.7,11,12
784,25,25,1.3,11,12
785,24.97,24.97,65.4,11,12
786,23,23,87.7,11,12
787,20,20,123.3,11,12
788,10,10,104.8,11,12
789,5,5,98,11,12
790,4.7,4.7,87.7,11,12
791,3,3,91.1,11,12
792,2,2,10,11,12
793,1,1,58.6,11,12
794,0.5,0.5,124.7,11,12
795,0.4,0.4,22.6,11,12
796,0.2,0.2,3,11,12
797,0.1,0.1,48.7,11,12
798,0.01,0.01,52,11,12
799,0,0,9485.7,11,12
800,180.3,180.3,20340.2,11,13
801,180,180,550.3,11,13
802,150,150,14.9,11,13
803,140,140,14.3,11,13
804,130,130,8.6,11,13
805,120.03,120.03,644.8,11,13
806,120,120,352.3,11,13
807,118.59,118.59,102,11,13
808,110,110,37.2,11,13
809,100,100,207.4,11,13
810,99.23,99.23,29.7,11,13
811,99,99,88.2,11,13
812,94.05,94.05,88.2,11,13
813,90,90,291.2,11,13
814,89.99,89.99,200,11,13
815,84.98,84.98,300,11,13
816,80,80,290.7,11,13
817,78,78,170.5,11,13
818,75,75,0.2,11,13
819,74.64,74.64,0.2,11,13
820,73,73,120.5,11,13
821,70,70,23.5,11,13
822,64.8,64.8,4.1,11,13
823,60,60,0.4,11,13
824,56.53,56.53,96,11,13
825,52.06,52.06,0.1,11,13
826,50,50,1.9,11,13
827,46,46,50,11,13
828,45,45,42.8,11,13
829,44,44,7.9,11,13
830,43.4,43.4,20,11,13
831,42,42,6.3,11,13
832,40.4,40.4,20,11,13
833,40,40,113.6,11,13
834,39,39,50.4,11,13
835,38.4,38.4,10,11,13
836,38,38,4.4,11,13
837,37.3,37.3,8.4,11,13
838,37.12,37.12,1.7,11,13
839,35.4,35.4,27.9,11,13
840,35,35,95.2,11,13
841,34,34,7.9,11,13
842,32,32,1.5,11,13
843,31.4,31.4,41.5,11,13
844,30,30,249.2,11,13
845,28.4,28.4,41.5,11,13
846,26,26,86.2,11,13
847,25,25,1.3,11,13
848,23,23,85.2,11,13
849,20,20,119,11,13
850,19,19,16.3,11,13
851,10,10,104.8,11,13
852,5,5,102.8,11,13
853,4.7,4.7,88.2,11,13
854,3,3,92.1,11,13
855,2,2,10,11,13
856,1,1,56.9,11,13
857,0.5,0.5,125.4,11,13
858,0.4,0.4,22.6,11,13
859,0.2,0.2,2.8,11,13
860,0.1,0.1,49.3,11,13
861,0.01,0.01,52,11,13
862,0,0,9414.7,11,13
863,180.3,180.3,20571.2,11,14
864,180,180,536.8,11,14
865,150,150,12.4,11,14
866,140,140,13.9,11,14
867,130,130,7.2,11,14
868,120,120,339,11,14
869,118.58,118.58,95.5,11,14
870,110,110,35,11,14
871,100,100,177.7,11,14
872,99.25,99.25,715.9,11,14
873,99,99,75.2,11,14
874,97.6,97.6,22.7,11,14
875,94.05,94.05,75.2,11,14
876,90,90,263.3,11,14
877,89.99,89.99,200,11,14
878,84.98,84.98,300,11,14
879,80,80,222.6,11,14
880,75,75,0.2,11,14
881,71.33,71.33,0.2,11,14
882,70.13,70.13,143,11,14
883,70,70,20.7,11,14
884,65.13,65.13,103,11,14
885,59.4,59.4,4.1,11,14
886,52.06,52.06,0.1,11,14
887,50,50,3.7,11,14
888,45,45,33.9,11,14
889,43.4,43.4,20,11,14
890,42,42,5.8,11,14
891,41,41,50,11,14
892,40.4,40.4,20,11,14
893,40,40,99.1,11,14
894,39,39,7.2,11,14
895,38.4,38.4,10,11,14
896,38,38,4,11,14
897,36.6,36.6,1.3,11,14
898,35,35,84.4,11,14
899,34,34,56.4,11,14
900,33.17,33.17,12,11,14
901,32,32,1.4,11,14
902,30,30,224.5,11,14
903,29.17,29.17,17.5,11,14
904,29,29,6.7,11,14
905,26.17,26.17,17.4,11,14
906,26,26,75.3,11,14
907,25,25,1.3,11,14
908,23,23,74.4,11,14
909,20,20,103.9,11,14
910,14,14,13.5,11,14
911,13,13,90,11,14
912,10,10,15.3,11,14
913,9,9,130.4,11,14
914,8.9,8.9,7.4,11,14
915,8,8,90,11,14
916,5,5,8,11,14
917,4.7,4.7,75.2,11,14
