"I","PI0","PI1","QI","LI","TI"
116,5.01,5.01,-20,11,10
117,6,6,-264.7,11,10
118,7,7,-48.2,11,10
119,8.25,8.25,-22.7,11,10
120,9.02,9.02,-30,11,10
121,10,10,-139.7,11,10
122,10.01,10.01,-40,11,10
123,11,11,-61.2,11,10
124,12.02,12.02,-52,11,10
125,15,15,-76.1,11,10
126,15.5,15.5,-26,11,10
127,16,16,-47.1,11,10
128,19,19,-29.8,11,10
129,20,20,-11.9,11,10
130,22,22,-50,11,10
131,24,24,-4.8,11,10
132,25,25,-168.5,11,10
133,25.03,25.03,-11,11,10
134,26,26,-4.9,11,10
135,26.8,26.8,-6.8,11,10
136,28.34,28.34,-62.5,11,10
137,30,30,-130,11,10
138,31.69,31.69,-62.5,11,10
139,33,33,-8,11,10
140,35,35,-130,11,10
141,35.03,35.03,-62.5,11,10
142,37.31,37.31,-90,11,10
143,38.03,38.03,-19,11,10
144,39.12,39.12,-90,11,10
145,40,40,-109.3,11,10
146,40.1,40.1,-140.1,11,10
147,40.93,40.93,-90,11,10
148,42.02,42.02,-20,11,10
149,42.03,42.03,-50,11,10
150,42.13,42.13,-50,11,10
151,42.23,42.23,-50,11,10
152,42.33,42.33,-50,11,10
153,42.5,42.5,-0.1,11,10
154,42.75,42.75,-90,11,10
155,43.71,43.71,-50,11,10
156,43.81,43.81,-50,11,10
157,43.91,43.91,-50,11,10
158,44.01,44.01,-50,11,10
159,44.72,44.72,-100,11,10
160,45,45,-50,11,10
161,45.03,45.03,-19,11,10
162,46.75,46.75,-100,11,10
163,47.5,47.5,-0.1,11,10
164,48.11,48.11,-68.9,11,10
165,48.3,48.3,-290.7,11,10
166,49,49,-62,11,10
167,49.51,49.51,-68.9,11,10
168,50,50,-72.9,11,10
169,50.1,50.1,-290.7,11,10
170,50.13,50.13,-45,11,10
171,50.5,50.5,-0.1,11,10
172,54,54,-5.3,11,10
173,55,55,-40,11,10
174,55.03,55.03,-12,11,10
175,55.35,55.35,-50,11,10
176,55.45,55.45,-50,11,10
177,55.55,55.55,-50,11,10
178,55.65,55.65,-50,11,10
179,58.48,58.48,-290.7,11,10
180,60,60,-4.9,11,10
181,60.13,60.13,-45,11,10
182,60.8,60.8,-290.7,11,10
183,63,63,-1.1,11,10
184,65.5,65.5,-10,11,10
185,70,70,-13,11,10
186,70.04,70.04,-17,11,10
187,73.34,73.34,-13,11,10
188,73.38,73.38,-17,11,10
189,73.5,73.5,-35,11,10
190,75.13,75.13,-45,11,10
191,76.69,76.69,-13,11,10
192,76.73,76.73,-17,11,10
193,77.4,77.4,-10,11,10
194,79,79,-17,11,10
195,79.5,79.5,-10,11,10
196,80.03,80.03,-13,11,10
197,80.07,80.07,-17,11,10
198,83.7,83.7,-74.4,11,10
199,99.5,99.5,-664.8,11,10
200,133.1,133.1,-192,11,10
201,145,145,-19,11,10
202,145.01,145.01,-9.3,11,10
203,160,160,-1242.7,11,10
204,180,180,-694.9,11,10
205,180.3,180.3,-568.7,11,10
206,0,0,-15026.3,11,11
207,0.1,0.1,-1,11,11
208,0.5,0.5,-137.1,11,11
209,0.6,0.6,-147.8,11,11
210,0.7,0.7,-18.1,11,11
211,1,1,-80.5,11,11
212,1.5,1.5,-6.6,11,11
213,2,2,-89.9,11,11
214,2.5,2.5,-6.1,11,11
215,3,3,-76.4,11,11
216,4.03,4.03,-12,11,11
217,4.5,4.5,-130,11,11
218,5,5,-311.5,11,11
219,5.01,5.01,-20,11,11
220,6,6,-248.4,11,11
221,7,7,-37.8,11,11
222,8.25,8.25,-17.4,11,11
223,9.02,9.02,-30,11,11
224,10,10,-139.6,11,11
225,10.01,10.01,-40,11,11
226,11,11,-54.2,11,11
227,12.02,12.02,-52,11,11
228,15,15,-76.1,11,11
229,15.5,15.5,-26,11,11
230,16,16,-47.1,11,11
231,19,19,-35.5,11,11
232,20,20,-12,11,11
233,22,22,-50,11,11
234,24,24,-4.8,11,11
235,25,25,-168.5,11,11
236,25.03,25.03,-11,11,11
237,26,26,-4.9,11,11
238,26.8,26.8,-6.8,11,11
239,28.34,28.34,-62.5,11,11
240,30,30,-130,11,11
241,31.69,31.69,-62.5,11,11
242,33,33,-8,11,11
243,35,35,-120,11,11
244,35.03,35.03,-62.5,11,11
245,37.31,37.31,-90,11,11
246,38.03,38.03,-19,11,11
247,39.12,39.12,-90,11,11
248,40,40,-109.3,11,11
249,40.1,40.1,-140.1,11,11
250,40.93,40.93,-90,11,11
251,42.02,42.02,-20,11,11
252,42.03,42.03,-50,11,11
253,42.13,42.13,-50,11,11
254,42.23,42.23,-50,11,11
255,42.33,42.33,-50,11,11
256,42.5,42.5,-0.1,11,11
257,42.75,42.75,-90,11,11
258,43.71,43.71,-50,11,11
259,43.81,43.81,-50,11,11
260,43.91,43.91,-50,11,11
261,44.01,44.01,-50,11,11
262,44.72,44.72,-100,11,11
263,45,45,-50,11,11
264,45.03,45.03,-19,11,11
265,46.75,46.75,-100,11,11
266,47.5,47.5,-0.1,11,11
267,48.11,48.11,-68.9,11,11
268,48.3,48.3,-290.7,11,11
269,49,49,-62,11,11
270,49.51,49.51,-68.9,11,11
271,50,50,-73.1,11,11
272,50.1,50.1,-290.7,11,11
273,50.13,50.13,-45,11,11
274,50.5,50.5,-0.1,11,11
275,54,54,-5.2,11,11
276,55,55,-50,11,11
277,55.03,55.03,-12,11,11
278,55.35,55.35,-50,11,11
279,55.45,55.45,-50,11,11
280,55.55,55.55,-50,11,11
281,55.65,55.65,-50,11,11
282,58.48,58.48,-290.7,11,11
283,60,60,-4.9,11,11
284,60.13,60.13,-45,11,11
285,60.8,60.8,-290.7,11,11
286,63,63,-1.1,11,11
287,65.5,65.5,-10,11,11
288,70,70,-13,11,11
289,70.04,70.04,-7,11,11
290,73.34,73.34,-13,11,11
291,73.38,73.38,-7,11,11
292,73.5,73.5,-35,11,11
293,75.13,75.13,-45,11,11
294,76.69,76.69,-13,11,11
295,76.73,76.73,-7,11,11
296,77.4,77.4,-10,11,11
297,79,79,-17,11,11
298,79.5,79.5,-10,11,11
299,80.03,80.03,-13,11,11
300,80.07,80.07,-7,11,11
301,83.7,83.7,-74.4,11,11
302,99.5,99.5,-663.6,11,11
303,133.1,133.1,-192,11,11
304,145,145,-19,11,11
305,145.01,145.01,-9.3,11,11
306,160,160,-1242.7,11,11
307,180,180,-694.9,11,11
308,180.3,180.3,-568.7,11,11
309,0,0,-15941.3,11,12
310,0.1,0.1,-1,11,12
311,0.5,0.5,-137.2,11,12
312,0.6,0.6,-147.8,11,12
313,0.7,0.7,-30.7,11,12
314,1,1,-109.1,11,12
315,1.5,1.5,-4.4,11,12
316,2,2,-118.5,11,12
317,2.5,2.5,-19.8,11,12
318,3,3,-105,11,12
319,4.03,4.03,-12,11,12
320,4.5,4.5,-134.8,11,12
321,5,5,-313.4,11,12
322,5.01,5.01,-20,11,12
323,6,6,-240.3,11,12
324,7,7,-31.4,11,12
325,8.25,8.25,-14.5,11,12
326,9.02,9.02,-30,11,12
327,10,10,-139.6,11,12
328,10.01,10.01,-40,11,12
329,11,11,-54.3,11,12
330,12.02,12.02,-52,11,12
331,15,15,-76.1,11,12
332,15.5,15.5,-26,11,12
333,16,16,-47.1,11,12
334,19,19,-35.2,11,12
335,20,20,-12,11,12
336,22,22,-50,11,12
337,24,24,-4.8,11,12
338,25,25,-168.5,11,12
339,25.03,25.03,-11,11,12
340,26,26,-4.9,11,12
341,26.8,26.8,-6.8,11,12
342,28.34,28.34,-62.5,11,12
343,30,30,-110,11,12
344,31.69,31.69,-62.5,11,12
345,33,33,-8,11,12
346,35,35,-110,11,12
347,35.03,35.03,-62.5,11,12
348,37.31,37.31,-90,11,12
349,38.03,38.03,-19,11,12
350,39.12,39.12,-90,11,12
351,40,40,-109.3,11,12
352,40.1,40.1,-140.1,11,12
353,40.93,40.93,-90,11,12
354,42.02,42.02,-20,11,12
355,42.03,42.03,-50,11,12
356,42.13,42.13,-50,11,12
357,42.23,42.23,-50,11,12
358,42.33,42.33,-50,11,12
359,42.5,42.5,-0.1,11,12
360,42.75,42.75,-90,11,12
361,43.71,43.71,-50,11,12
362,43.81,43.81,-50,11,12
363,43.91,43.91,-50,11,12
364,44.01,44.01,-50,11,12
365,44.72,44.72,-100,11,12
366,45,45,-30,11,12
367,45.03,45.03,-19,11,12
368,46.75,46.75,-100,11,12
369,47.5,47.5,-0.1,11,12
370,48.11,48.11,-68.9,11,12
371,48.3,48.3,-290.7,11,12
372,49,49,-62,11,12
373,49.51,49.51,-68.9,11,12
374,50,50,-63.1,11,12
375,50.1,50.1,-290.7,11,12
376,50.13,50.13,-45,11,12
377,50.5,50.5,-0.1,11,12
378,54,54,-5.2,11,12
379,55,55,-50,11,12
380,55.03,55.03,-12,11,12
381,55.35,55.35,-50,11,12
382,55.45,55.45,-50,11,12
383,55.55,55.55,-50,11,12
384,55.65,55.65,-50,11,12
385,58.48,58.48,-290.7,11,12
386,60,60,-4.9,11,12
387,60.13,60.13,-45,11,12
388,60.8,60.8,-290.7,11,12
389,63,63,-1.1,11,12
390,65.5,65.5,-10,11,12
391,70,70,-13,11,12
392,70.04,70.04,-7,11,12
393,73.34,73.34,-13,11,12
394,73.38,73.38,-7,11,12
395,73.5,73.5,-35,11,12
396,75.13,75.13,-45,11,12
397,76.69,76.69,-13,11,12
398,76.73,76.73,-7,11,12
399,77.4,77.4,-10,11,12
400,79,79,-17,11,12
401,79.5,79.5,-10,11,12
402,80.03,80.03,-13,11,12
403,80.07,80.07,-7,11,12
404,83.7,83.7,-74.4,11,12
405,99.5,99.5,-660.4,11,12
406,133.1,133.1,-192,11,12
407,145,145,-19,11,12
408,145.01,145.01,-9.3,11,12
409,160,160,-1242.7,11,12
410,180,180,-694.9,11,12
411,180.3,180.3,-568.7,11,12
412,0,0,-16356.2,11,13
413,0.1,0.1,-1,11,13
414,0.5,0.5,-136.8,11,13
415,0.6,0.6,-147.8,11,13
416,0.7,0.7,-38.6,11,13
417,1,1,-124.3,11,13
418,1.5,1.5,-2.1,11,13
419,2,2,-132.5,11,13
420,2.5,2.5,-31.1,11,13
421,3,3,-119,11,13
422,4.03,4.03,-12,11,13
423,4.5,4.5,-136,11,13
424,5,5,-318.6,11,13
425,5.01,5.01,-20,11,13
426,6,6,-230.8,11,13
427,7,7,-31.6,11,13
428,8.25,8.25,-13.6,11,13
429,9.02,9.02,-30,11,13
430,10,10,-143.7,11,13
431,10.01,10.01,-40,11,13
432,11,11,-54.9,11,13
433,12.02,12.02,-52,11,13
434,15,15,-76.1,11,13
435,15.5,15.5,-26,11,13
436,16,16,-47.1,11,13
437,19,19,-34.8,11,13
438,20,20,-51.1,11,13
439,22,22,-50,11,13
440,24,24,-4.8,11,13
441,25,25,-168.5,11,13
442,25.03,25.03,-11,11,13
443,26,26,-4.9,11,13
444,26.8,26.8,-6.8,11,13
445,28.34,28.34,-62.5,11,13
446,30,30,-105,11,13
447,31.69,31.69,-62.5,11,13
448,33,33,-8,11,13
449,35,35,-105,11,13
450,35.03,35.03,-62.5,11,13
451,37.31,37.31,-90,11,13
452,38.03,38.03,-19,11,13
453,39.12,39.12,-90,11,13
454,40,40,-148.5,11,13
455,40.1,40.1,-140.1,11,13
456,40.93,40.93,-90,11,13
457,42.02,42.02,-20,11,13
458,42.03,42.03,-50,11,13
459,42.13,42.13,-50,11,13
460,42.23,42.23,-50,11,13
461,42.33,42.33,-50,11,13
462,42.5,42.5,-0.1,11,13
463,42.75,42.75,-90,11,13
464,43.71,43.71,-50,11,13
465,43.81,43.81,-50,11,13
466,43.91,43.91,-50,11,13
467,44.01,44.01,-50,11,13
468,44.72,44.72,-100,11,13
469,45,45,-25,11,13
470,45.03,45.03,-19,11,13
471,46.75,46.75,-100,11,13
472,47.5,47.5,-0.1,11,13
473,48.11,48.11,-68.9,11,13
474,48.3,48.3,-290.7,11,13
475,49,49,-62,11,13
476,49.51,49.51,-68.9,11,13
477,50,50,-48.1,11,13
478,50.1,50.1,-290.7,11,13
479,50.13,50.13,-45,11,13
480,50.5,50.5,-0.1,11,13
481,54,54,-5.2,11,13
482,55,55,-50,11,13
483,55.03,55.03,-12,11,13
484,55.35,55.35,-50,11,13
485,55.45,55.45,-50,11,13
486,55.55,55.55,-50,11,13
487,55.65,55.65,-50,11,13
488,58.48,58.48,-290.7,11,13
489,60,60,-4.9,11,13
490,60.13,60.13,-45,11,13
491,60.8,60.8,-290.7,11,13
492,63,63,-1.1,11,13
493,65.5,65.5,-10,11,13
494,70,70,-13,11,13
495,70.04,70.04,-7,11,13
496,73.34,73.34,-13,11,13
497,73.38,73.38,-7,11,13
498,73.5,73.5,-35,11,13
499,75.13,75.13,-45,11,13
500,76.69,76.69,-13,11,13
501,76.73,76.73,-7,11,13
502,77.4,77.4,-10,11,13
503,79,79,-17,11,13
504,79.5,79.5,-10,11,13
505,80.03,80.03,-13,11,13
506,80.07,80.07,-7,11,13
507,83.7,83.7,-74.4,11,13
508,99.5,99.5,-657.1,11,13
509,133.1,133.1,-192,11,13
510,145,145,-19,11,13
511,145.01,145.01,-9.3,11,13
512,160,160,-1242.7,11,13
513,180,180,-694.9,11,13
514,180.3,180.3,-568.7,11,13
515,0,0,-16334.4,11,14
516,0.1,0.1,-1,11,14
517,0.5,0.5,-138.9,11,14
518,0.6,0.6,-147.8,11,14
519,0.7,0.7,-41.8,11,14
520,1,1,-126,11,14
521,1.5,1.5,-0.8,11,14
522,2,2,-134.2,11,14
523,2.5,2.5,-44.2,11,14
524,3,3,-120.7,11,14
525,4.03,4.03,-12,11,14
526,4.5,4.5,-134.4,11,14
527,5,5,-300,11,14
528,5.01,5.01,-20,11,14
529,6,6,-227.3,11,14
530,7,7,-31.5,11,14
531,8.25,8.25,-9.2,11,14
532,9.02,9.02,-30,11,14
533,10,10,-143.7,11,14
534,10.01,10.01,-40,11,14
535,11,11,-65.3,11,14
536,12.02,12.02,-45,11,14
537,15,15,-26.1,11,14
538,15.5,15.5,-26,11,14
539,16,16,-47.1,11,14
540,19,19,-34.3,11,14
541,20,20,-44,11,14
542,24,24,-4.8,11,14
543,25,25,-168.5,11,14
544,25.03,25.03,-18,11,14
545,26,26,-4.9,11,14
546,26.8,26.8,-6.8,11,14
547,28.34,28.34,-62.5,11,14
548,30,30,-110,11,14
549,31.69,31.69,-62.5,11,14
550,33,33,-8,11,14
551,35,35,-110,11,14
552,35.03,35.03,-62.5,11,14
553,37.31,37.31,-90,11,14
554,38.03,38.03,-19,11,14
555,39.12,39.12,-90,11,14
556,40,40,-141.4,11,14
557,40.1,40.1,-140.1,11,14
558,40.93,40.93,-90,11,14
559,42.02,42.02,-20,11,14
560,42.03,42.03,-50,11,14
561,42.13,42.13,-50,11,14
562,42.23,42.23,-50,11,14
563,42.33,42.33,-50,11,14
564,42.5,42.5,-0.1,11,14
565,42.75,42.75,-90,11,14
566,43.71,43.71,-50,11,14
567,43.81,43.81,-50,11,14
568,43.91,43.91,-50,11,14
569,44.01,44.01,-50,11,14
570,44.72,44.72,-100,11,14
571,45,45,-30,11,14
572,45.03,45.03,-19,11,14
573,46.75,46.75,-100,11,14
574,47.5,47.5,-0.1,11,14
575,48.11,48.11,-68.9,11,14
576,48.3,48.3,-290.7,11,14
577,49,49,-62,11,14
578,49.51,49.51,-68.9,11,14
579,50,50,-63.1,11,14
580,50.1,50.1,-290.7,11,14
581,50.13,50.13,-45,11,14
582,50.5,50.5,-0.1,11,14
583,54,54,-5.2,11,14
584,55.03,55.03,-1,11,14
585,55.35,55.35,-50,11,14
586,55.45,55.45,-50,11,14
587,55.55,55.55,-50,11,14
588,55.65,55.65,-50,11,14
589,58.48,58.48,-290.7,11,14
590,60,60,-4.9,11,14
591,60.13,60.13,-45,11,14
592,60.8,60.8,-290.7,11,14
593,63,63,-1.1,11,14
594,65.5,65.5,-10,11,14
595,70,70,-13,11,14
596,70.04,70.04,-7,11,14
597,73.34,73.34,-13,11,14
598,73.38,73.38,-7,11,14
599,73.5,73.5,-35,11,14
600,75.13,75.13,-45,11,14
601,76.69,76.69,-13,11,14
602,76.73,76.73,-7,11,14
603,77.4,77.4,-10,11,14
604,79,79,-17,11,14
605,79.5,79.5,-10,11,14
606,80.03,80.03,-13,11,14
607,80.07,80.07,-7,11,14
608,83.7,83.7,-74.4,11,14
609,99.5,99.5,-750.2,11,14
610,133.1,133.1,-192,11,14
611,145,145,-19,11,14
612,145.01,145.01,-9.3,11,14
613,160,160,-1242.7,11,14
614,180,180,-694.9,11,14
615,180.3,180.3,-568.7,11,14
616,0,0,-15964.2,11,15
617,0.1,0.1,-1,11,15
618,0.5,0.5,-142.4,11,15
619,0.6,0.6,-147.8,11,15
620,0.7,0.7,-42.3,11,15
621,1,1,-127.4,11,15
622,1.5,1.5,-0.5,11,15
623,2,2,-135.6,11,15
624,2.5,2.5,-44,11,15
625,3,3,-122.1,11,15
626,4.03,4.03,-12,11,15
627,4.5,4.5,-134.1,11,15
628,5,5,-300,11,15
629,5.01,5.01,-20,11,15
630,6,6,-233.3,11,15
631,7,7,-33.7,11,15
632,8.25,8.25,-8.6,11,15
633,9.02,9.02,-30,11,15
634,10,10,-143.7,11,15
635,10.01,10.01,-40,11,15
636,11,11,-65.8,11,15
637,12.02,12.02,-34,11,15
638,15,15,-26.1,11,15
639,15.5,15.5,-26,11,15
640,16,16,-47.1,11,15
641,19,19,-36.1,11,15
642,20,20,-43.8,11,15
643,24,24,-4.8,11,15
644,25,25,-168.5,11,15
645,25.03,25.03,-4,11,15
646,26,26,-4.9,11,15
647,26.8,26.8,-6.8,11,15
648,28.34,28.34,-62.5,11,15
649,30,30,-110,11,15
650,31.69,31.69,-62.5,11,15
651,33,33,-8,11,15
652,35,35,-120,11,15
653,35.03,35.03,-62.5,11,15
654,37.31,37.31,-90,11,15
655,39.12,39.12,-90,11,15
656,40,40,-141.2,11,15
657,40.1,40.1,-140.1,11,15
658,40.93,40.93,-90,11,15
659,42.02,42.02,-20,11,15
660,42.03,42.03,-50,11,15
661,42.13,42.13,-50,11,15
662,42.23,42.23,-50,11,15
663,42.33,42.33,-50,11,15
664,42.5,42.5,-0.1,11,15
665,42.75,42.75,-90,11,15
666,43.71,43.71,-50,11,15
667,43.81,43.81,-50,11,15
668,43.91,43.91,-50,11,15
669,44.01,44.01,-50,11,15
670,44.72,44.72,-100,11,15
671,45,45,-40,11,15
672,46.75,46.75,-100,11,15
673,47.5,47.5,-0.1,11,15
674,48.11,48.11,-68.9,11,15
675,48.3,48.3,-290.7,11,15
676,49,49,-62,11,15
677,49.51,49.51,-68.9,11,15
678,50,50,-63.1,11,15
679,50.1,50.1,-290.7,11,15
680,50.13,50.13,-45,11,15
681,50.5,50.5,-0.1,11,15
682,54,54,-5.2,11,15
683,55.03,55.03,-12,11,15
684,55.35,55.35,-50,11,15
685,55.45,55.45,-50,11,15
686,55.55,55.55,-50,11,15
687,55.65,55.65,-50,11,15
688,58.48,58.48,-290.7,11,15
689,60,60,-4.9,11,15
690,60.13,60.13,-45,11,15
691,60.8,60.8,-290.7,11,15
692,60.95,60.95,-72.5,11,15
693,63,63,-1.1,11,15
694,63.43,63.43,-72.5,11,15
695,65.5,65.5,-10,11,15
696,65.61,65.61,-82.2,11,15
697,70,70,-13,11,15
698,70.04,70.04,-24,11,15
699,73.34,73.34,-13,11,15
700,73.38,73.38,-24,11,15
701,73.5,73.5,-45,11,15
702,75.13,75.13,-45,11,15
703,76.69,76.69,-13,11,15
704,76.73,76.73,-24,11,15
705,77.4,77.4,-10,11,15
706,79,79,-17,11,15
707,79.5,79.5,-10,11,15
708,80.03,80.03,-13,11,15
709,80.07,80.07,-24,11,15
710,83.7,83.7,-74.4,11,15
711,99.5,99.5,-744.9,11,15
712,133.1,133.1,-192,11,15
713,145,145,-19,11,15
714,145.01,145.01,-9.3,11,15
715,160,160,-1334,11,15
716,180,180,-694.9,11,15
717,180.3,180.3,-568.7,11,15
718,0,0,-15786.3,11,16
719,0.1,0.1,-1,11,16
720,0.5,0.5,-158.6,11,16
721,0.6,0.6,-147.8,11,16
722,0.7,0.7,-42.4,11,16
723,1,1,-131.1,11,16
724,1.5,1.5,-0.4,11,16
725,2,2,-137.5,11,16
726,2.5,2.5,-39.4,11,16
727,3,3,-124,11,16
728,4.03,4.03,-12,11,16
729,4.5,4.5,-133.7,11,16
730,5,5,-318.3,11,16
731,5.01,5.01,-20,11,16
732,6,6,-235.8,11,16
733,7,7,-36.5,11,16
734,8.25,8.25,-11.3,11,16
735,9.02,9.02,-30,11,16
736,10,10,-165.8,11,16
737,10.01,10.01,-40,11,16
738,11,11,-70.3,11,16
739,12.02,12.02,-34,11,16
740,15,15,-26.1,11,16
741,15.5,15.5,-26,11,16
742,16,16,-47.1,11,16
743,19,19,-37.9,11,16
744,20,20,-50.6,11,16
745,24,24,-4.8,11,16
746,25,25,-168.5,11,16
747,25.03,25.03,-4,11,16
748,26,26,-4.9,11,16
749,26.8,26.8,-6.8,11,16
750,28.34,28.34,-62.5,11,16
751,30,30,-110,11,16
752,31.69,31.69,-62.5,11,16
753,33,33,-8,11,16
754,35,35,-120,11,16
755,35.03,35.03,-62.5,11,16
756,37.31,37.31,-90,11,16
757,39.12,39.12,-90,11,16
758,40,40,-148.1,11,16
759,40.1,40.1,-140.1,11,16
760,40.93,40.93,-90,11,16
761,42.02,42.02,-20,11,16
762,42.03,42.03,-50,11,16
763,42.13,42.13,-50,11,16
764,42.23,42.23,-50,11,16
765,42.33,42.33,-50,11,16
766,42.5,42.5,-0.1,11,16
767,42.75,42.75,-90,11,16
768,43.71,43.71,-50,11,16
769,43.81,43.81,-50,11,16
770,43.91,43.91,-50,11,16
771,44.01,44.01,-50,11,16
772,44.72,44.72,-100,11,16
773,45,45,-40,11,16
774,46.75,46.75,-100,11,16
775,47.5,47.5,-0.1,11,16
776,48.11,48.11,-68.9,11,16
777,48.3,48.3,-290.7,11,16
778,49,49,-62,11,16
779,49.51,49.51,-68.9,11,16
780,50,50,-63.1,11,16
781,50.1,50.1,-290.7,11,16
782,50.13,50.13,-45,11,16
783,50.5,50.5,-0.1,11,16
784,54,54,-5.2,11,16
785,55.03,55.03,-12,11,16
786,55.35,55.35,-50,11,16
787,55.45,55.45,-50,11,16
788,55.55,55.55,-50,11,16
789,55.65,55.65,-50,11,16
790,58.48,58.48,-290.7,11,16
791,60,60,-4.9,11,16
792,60.13,60.13,-45,11,16
793,60.8,60.8,-290.7,11,16
794,60.95,60.95,-72.5,11,16
795,63,63,-1.1,11,16
796,63.43,63.43,-72.5,11,16
797,65.5,65.5,-10,11,16
798,65.61,65.61,-82.2,11,16
799,70,70,-13,11,16
800,70.04,70.04,-24,11,16
801,73.34,73.34,-13,11,16
802,73.38,73.38,-24,11,16
803,73.5,73.5,-45,11,16
804,75.13,75.13,-45,11,16
805,76.69,76.69,-13,11,16
806,76.73,76.73,-24,11,16
807,77.4,77.4,-10,11,16
808,79,79,-17,11,16
809,79.5,79.5,-10,11,16
810,80.03,80.03,-13,11,16
811,80.07,80.07,-24,11,16
812,83.7,83.7,-74.4,11,16
813,99.5,99.5,-742.1,11,16
814,133.1,133.1,-192,11,16
815,145,145,-19,11,16
816,145.01,145.01,-9.3,11,16
817,160,160,-1334,11,16
818,180,180,-694.9,11,16
819,180.3,180.3,-568.7,11,16
820,0,0,-15211.4,11,17
821,0.1,0.1,-1,11,17
822,0.5,0.5,-187.3,11,17
823,0.6,0.6,-147.8,11,17
824,0.7,0.7,-37.1,11,17
825,1,1,-132.4,11,17
826,1.5,1.5,-0.1,11,17
827,2,2,-138.8,11,17
828,2.5,2.5,-33.3,11,17
829,3,3,-125.3,11,17
830,4.03,4.03,-12,11,17
831,4.5,4.5,-132.9,11,17
832,5,5,-300,11,17
833,5.01,5.01,-20,11,17
834,6,6,-245.1,11,17
835,7,7,-37.8,11,17
836,8.25,8.25,-13.4,11,17
