"H","PH","QH","TH","MP","AR","LH","VH"
78,72.12,-4.8,23,706,0,11,58.4
79,23.36,-190,24,706,0.8,11,58.4
80,72.12,-207,24,706,0,11,58.4
81,19.6,-220,1,707,0.8,11,49
82,19.6,-5,1,707,0,11,49
83,19.6,-10,1,707,0,11,49
84,19.8,-10,1,707,0,11,49
85,19.92,-10,1,707,0,11,49
86,20,-10,1,707,0,11,49
87,20.4,-10,1,707,0,11,49
88,20.6,-10,1,707,0,11,49
89,72.12,-500.2,1,707,0,11,49
90,19.6,-220,2,707,0.8,11,49
91,19.6,-5,2,707,0,11,49
92,19.6,-10,2,707,0,11,49
93,19.8,-10,2,707,0,11,49
94,19.92,-10,2,707,0,11,49
95,20,-10,2,707,0,11,49
96,20.4,-10,2,707,0,11,49
97,20.6,-10,2,707,0,11,49
98,72.12,-500.2,2,707,0,11,49
99,19.6,-220,3,707,0.8,11,49
100,19.6,-5,3,707,0,11,49
101,19.6,-10,3,707,0,11,49
102,19.8,-10,3,707,0,11,49
103,19.92,-10,3,707,0,11,49
104,20,-10,3,707,0,11,49
105,20.4,-10,3,707,0,11,49
106,20.6,-10,3,707,0,11,49
107,72.12,-500.2,3,707,0,11,49
108,19.6,-220,4,707,0.8,11,49
109,19.6,-5,4,707,0,11,49
110,19.6,-10,4,707,0,11,49
111,19.8,-10,4,707,0,11,49
112,19.92,-10,4,707,0,11,49
113,20,-10,4,707,0,11,49
114,20.4,-10,4,707,0,11,49
115,20.6,-10,4,707,0,11,49
116,72.12,-500.2,4,707,0,11,49
117,19.6,-220,5,707,0.8,11,49
118,72.12,-565.2,5,707,0,11,49
119,19.6,-218,6,707,0.8,11,49
120,72.12,-567.2,6,707,0,11,49
121,19.6,-230,7,707,0.8,11,49
122,72.12,-555.2,7,707,0,11,49
123,19.6,-335,8,707,0.8,11,49
124,72.12,-450.2,8,707,0,11,49
125,19.6,-445,9,707,0.8,11,49
126,19.6,-15,9,707,0,11,49
127,19.8,-20,9,707,0,11,49
128,19.92,-40,9,707,0,11,49
129,20,-40,9,707,0,11,49
130,20.2,-40,9,707,0,11,49
131,20.4,-50,9,707,0,11,49
132,20.6,-50,9,707,0,11,49
133,72.12,-85.2,9,707,0,11,49
134,19.6,-445,10,707,0.8,11,49
135,19.6,-15,10,707,0,11,49
136,19.6,-20,10,707,0,11,49
137,19.8,-40,10,707,0,11,49
138,19.92,-40,10,707,0,11,49
139,20.2,-40,10,707,0,11,49
140,20.4,-50,10,707,0,11,49
141,20.6,-50,10,707,0,11,49
142,72.12,-85.2,10,707,0,11,49
143,19.6,-445,11,707,0.8,11,49
144,19.6,-15,11,707,0,11,49
145,19.6,-20,11,707,0,11,49
146,19.8,-40,11,707,0,11,49
147,19.92,-40,11,707,0,11,49
148,20.2,-40,11,707,0,11,49
149,20.4,-50,11,707,0,11,49
150,20.6,-50,11,707,0,11,49
151,72.12,-85.2,11,707,0,11,49
152,19.6,-445,12,707,0.8,11,49
153,19.6,-15,12,707,0,11,49
154,19.6,-20,12,707,0,11,49
155,19.8,-40,12,707,0,11,49
156,19.92,-40,12,707,0,11,49
157,20.2,-40,12,707,0,11,49
158,20.4,-50,12,707,0,11,49
159,20.6,-50,12,707,0,11,49
160,72.12,-85.2,12,707,0,11,49
161,19.6,-445,13,707,0.8,11,49
162,19.6,-15,13,707,0,11,49
163,19.6,-20,13,707,0,11,49
164,19.8,-40,13,707,0,11,49
165,19.92,-40,13,707,0,11,49
166,20.2,-40,13,707,0,11,49
167,20.4,-50,13,707,0,11,49
168,20.6,-50,13,707,0,11,49
169,72.12,-85.2,13,707,0,11,49
170,19.6,-445,14,707,0.8,11,49
171,19.6,-15,14,707,0,11,49
172,19.6,-20,14,707,0,11,49
173,19.8,-40,14,707,0,11,49
174,19.92,-40,14,707,0,11,49
175,20.2,-40,14,707,0,11,49
176,20.4,-50,14,707,0,11,49
177,20.6,-50,14,707,0,11,49
178,72.12,-85.2,14,707,0,11,49
179,19.6,-445,15,707,0.8,11,49
180,19.6,-15,15,707,0,11,49
181,19.6,-20,15,707,0,11,49
182,19.8,-40,15,707,0,11,49
183,19.92,-40,15,707,0,11,49
184,20.2,-40,15,707,0,11,49
185,20.4,-50,15,707,0,11,49
186,20.6,-50,15,707,0,11,49
187,72.12,-85.2,15,707,0,11,49
188,19.6,-445,16,707,0.8,11,49
189,19.6,-15,16,707,0,11,49
190,19.6,-20,16,707,0,11,49
191,19.8,-40,16,707,0,11,49
192,19.92,-40,16,707,0,11,49
193,20.2,-40,16,707,0,11,49
194,20.4,-50,16,707,0,11,49
195,20.6,-50,16,707,0,11,49
196,72.12,-85.2,16,707,0,11,49
197,19.6,-445,17,707,0.8,11,49
198,19.6,-15,17,707,0,11,49
199,19.6,-20,17,707,0,11,49
200,19.8,-40,17,707,0,11,49
201,19.92,-40,17,707,0,11,49
202,20.2,-40,17,707,0,11,49
203,20.4,-50,17,707,0,11,49
204,20.6,-50,17,707,0,11,49
205,72.12,-85.2,17,707,0,11,49
206,19.6,-445,18,707,0.8,11,49
207,19.6,-15,18,707,0,11,49
208,19.6,-20,18,707,0,11,49
209,19.8,-40,18,707,0,11,49
210,19.92,-40,18,707,0,11,49
211,20.2,-40,18,707,0,11,49
212,20.4,-50,18,707,0,11,49
213,20.6,-50,18,707,0,11,49
214,72.12,-85.2,18,707,0,11,49
215,19.6,-445,19,707,0.8,11,49
216,19.6,-15,19,707,0,11,49
217,19.6,-20,19,707,0,11,49
218,19.8,-40,19,707,0,11,49
219,19.92,-40,19,707,0,11,49
220,20.2,-40,19,707,0,11,49
221,20.4,-50,19,707,0,11,49
222,20.6,-50,19,707,0,11,49
223,72.12,-85.2,19,707,0,11,49
224,19.6,-445,20,707,0.8,11,49
225,19.6,-15,20,707,0,11,49
226,19.6,-20,20,707,0,11,49
227,19.8,-40,20,707,0,11,49
228,19.92,-40,20,707,0,11,49
229,20.2,-40,20,707,0,11,49
230,20.4,-50,20,707,0,11,49
231,20.6,-50,20,707,0,11,49
232,72.12,-85.2,20,707,0,11,49
233,19.6,-445,21,707,0.8,11,49
234,19.6,-15,21,707,0,11,49
235,19.6,-20,21,707,0,11,49
236,19.8,-40,21,707,0,11,49
237,19.92,-40,21,707,0,11,49
238,20.2,-40,21,707,0,11,49
239,20.4,-50,21,707,0,11,49
240,20.6,-50,21,707,0,11,49
241,72.12,-85.2,21,707,0,11,49
242,19.6,-445,22,707,0.8,11,49
243,19.6,-15,22,707,0,11,49
244,19.6,-20,22,707,0,11,49
245,19.8,-40,22,707,0,11,49
246,19.92,-40,22,707,0,11,49
247,20.2,-40,22,707,0,11,49
248,20.4,-50,22,707,0,11,49
249,20.6,-50,22,707,0,11,49
250,72.12,-85.2,22,707,0,11,49
251,19.6,-445,23,707,0.8,11,49
252,19.6,-15,23,707,0,11,49
253,19.6,-20,23,707,0,11,49
254,19.8,-40,23,707,0,11,49
255,19.92,-40,23,707,0,11,49
256,20.2,-40,23,707,0,11,49
257,20.4,-50,23,707,0,11,49
258,20.6,-50,23,707,0,11,49
259,72.12,-85.2,23,707,0,11,49
260,19.6,-445,24,707,0.8,11,49
261,19.6,-15,24,707,0,11,49
262,19.6,-20,24,707,0,11,49
263,19.8,-40,24,707,0,11,49
264,19.92,-40,24,707,0,11,49
265,20.2,-40,24,707,0,11,49
266,20.4,-50,24,707,0,11,49
267,20.6,-50,24,707,0,11,49
268,72.12,-85.2,24,707,0,11,49
269,26.684,-170,1,708,0.8,11,66.71
270,26.684,-388,1,708,0,11,66.71
271,72.12,-12.1,1,708,0,11,66.71
272,26.684,-170,2,708,0.8,11,66.71
273,26.684,-388,2,708,0,11,66.71
274,72.12,-12.1,2,708,0,11,66.71
275,26.684,-170,3,708,0.8,11,66.71
276,26.684,-388,3,708,0,11,66.71
277,72.12,-12.1,3,708,0,11,66.71
278,26.684,-170,4,708,0.8,11,66.71
279,26.684,-388,4,708,0,11,66.71
280,72.12,-12.1,4,708,0,11,66.71
281,26.684,-170,5,708,0.8,11,66.71
282,26.684,-388,5,708,0,11,66.71
283,72.12,-12.1,5,708,0,11,66.71
284,26.684,-170,6,708,0.8,11,66.71
285,26.684,-388,6,708,0,11,66.71
286,72.12,-12.1,6,708,0,11,66.71
287,26.684,-170,7,708,0.8,11,66.71
288,26.684,-388,7,708,0,11,66.71
289,72.12,-12.1,7,708,0,11,66.71
290,26.684,-170,8,708,0.8,11,66.71
291,26.684,-388,8,708,0,11,66.71
292,72.12,-12.1,8,708,0,11,66.71
293,26.684,-170,9,708,0.8,11,66.71
294,26.684,-388,9,708,0,11,66.71
295,72.12,-12.1,9,708,0,11,66.71
296,26.684,-198,10,708,0.8,11,66.71
297,26.684,-360,10,708,0,11,66.71
298,72.12,-12.1,10,708,0,11,66.71
299,26.684,-318,11,708,0.8,11,66.71
300,26.684,-240,11,708,0,11,66.71
301,72.12,-12.1,11,708,0,11,66.71
302,26.684,-240.9,12,708,0.8,11,66.71
303,26.684,-197.1,12,708,0,11,66.71
304,26.684,-120,12,708,0,11,66.71
305,72.12,-12.1,12,708,0,11,66.71
306,26.684,-217.6,13,708,0.8,11,66.71
307,26.684,-340.4,13,708,0,11,66.71
308,72.12,-12.1,13,708,0,11,66.71
309,26.684,-217.6,14,708,0.8,11,66.71
310,26.684,-340.4,14,708,0,11,66.71
311,72.12,-12.1,14,708,0,11,66.71
312,26.684,-217.6,15,708,0.8,11,66.71
313,26.684,-340.4,15,708,0,11,66.71
314,72.12,-12.1,15,708,0,11,66.71
315,26.684,-249.7,16,708,0.8,11,66.71
316,26.684,-188.3,16,708,0,11,66.71
317,26.684,-120,16,708,0,11,66.71
318,72.12,-12.1,16,708,0,11,66.71
319,26.684,-249.7,17,708,0.8,11,66.71
320,26.684,-188.3,17,708,0,11,66.71
321,26.684,-120,17,708,0,11,66.71
322,72.12,-12.1,17,708,0,11,66.71
323,26.684,-217.6,18,708,0.8,11,66.71
324,26.684,-340.4,18,708,0,11,66.71
325,72.12,-12.1,18,708,0,11,66.71
326,26.684,-217.6,19,708,0.8,11,66.71
327,26.684,-340.4,19,708,0,11,66.71
328,72.12,-12.1,19,708,0,11,66.71
329,26.684,-217.6,20,708,0.8,11,66.71
330,26.684,-340.4,20,708,0,11,66.71
331,72.12,-12.1,20,708,0,11,66.71
332,26.684,-217.6,21,708,0.8,11,66.71
333,26.684,-340.4,21,708,0,11,66.71
334,72.12,-12.1,21,708,0,11,66.71
335,26.684,-217.6,22,708,0.8,11,66.71
336,26.684,-340.4,22,708,0,11,66.71
337,72.12,-12.1,22,708,0,11,66.71
338,26.684,-217.6,23,708,0.8,11,66.71
339,26.684,-340.4,23,708,0,11,66.71
340,72.12,-12.1,23,708,0,11,66.71
341,26.684,-217.6,24,708,0.8,11,66.71
342,26.684,-340.4,24,708,0,11,66.71
343,72.12,-12.1,24,708,0,11,66.71
344,39.64,-360,1,709,0.8,11,99.1
345,72.12,-25.8,1,709,0,11,99.1
346,39.64,-360,2,709,0.8,11,99.1
347,72.12,-25.8,2,709,0,11,99.1
348,39.64,-360,3,709,0.8,11,99.1
349,72.12,-25.8,3,709,0,11,99.1
350,39.64,-360,4,709,0.8,11,99.1
351,72.12,-25.8,4,709,0,11,99.1
352,39.64,-20,5,709,0.8,11,99.1
353,72.12,-365.8,5,709,0,11,99.1
354,39.64,-50,6,709,0.8,11,99.1
355,72.12,-335.8,6,709,0,11,99.1
356,39.64,-150,7,709,0.8,11,99.1
357,72.12,-235.8,7,709,0,11,99.1
358,39.64,-220,8,709,0.8,11,99.1
359,39.64,-140,8,709,0,11,99.1
360,72.12,-25.8,8,709,0,11,99.1
361,39.64,-220,9,709,0.8,11,99.1
362,39.64,-140,9,709,0,11,99.1
363,72.12,-25.8,9,709,0,11,99.1
364,39.64,-220,10,709,0.8,11,99.1
365,39.64,-140,10,709,0,11,99.1
366,72.12,-25.8,10,709,0,11,99.1
367,39.64,-220,11,709,0.8,11,99.1
368,39.64,-140,11,709,0,11,99.1
369,72.12,-25.8,11,709,0,11,99.1
370,39.64,-220,12,709,0.8,11,99.1
371,39.64,-140,12,709,0,11,99.1
372,72.12,-25.8,12,709,0,11,99.1
373,39.64,-220,13,709,0.8,11,99.1
374,39.64,-140,13,709,0,11,99.1
375,72.12,-25.8,13,709,0,11,99.1
376,39.64,-220,14,709,0.8,11,99.1
377,39.64,-140,14,709,0,11,99.1
378,72.12,-25.8,14,709,0,11,99.1
379,39.64,-220,15,709,0.8,11,99.1
380,39.64,-140,15,709,0,11,99.1
381,72.12,-25.8,15,709,0,11,99.1
382,39.64,-220,16,709,0.8,11,99.1
383,39.64,-140,16,709,0,11,99.1
384,72.12,-25.8,16,709,0,11,99.1
385,39.64,-220,17,709,0.8,11,99.1
386,39.64,-140,17,709,0,11,99.1
387,72.12,-25.8,17,709,0,11,99.1
388,39.64,-220,18,709,0.8,11,99.1
389,39.64,-140,18,709,0,11,99.1
390,72.12,-25.8,18,709,0,11,99.1
391,39.64,-220,19,709,0.8,11,99.1
392,39.64,-140,19,709,0,11,99.1
393,72.12,-25.8,19,709,0,11,99.1
394,39.64,-220,20,709,0.8,11,99.1
395,39.64,-140,20,709,0,11,99.1
396,72.12,-25.8,20,709,0,11,99.1
397,39.64,-220,21,709,0.8,11,99.1
398,39.64,-140,21,709,0,11,99.1
399,72.12,-25.8,21,709,0,11,99.1
400,39.64,-220,22,709,0.8,11,99.1
401,39.64,-140,22,709,0,11,99.1
402,72.12,-25.8,22,709,0,11,99.1
403,39.64,-220,23,709,0.8,11,99.1
404,39.64,-140,23,709,0,11,99.1
405,72.12,-25.8,23,709,0,11,99.1
406,39.64,-220,24,709,0.8,11,99.1
407,39.64,-140,24,709,0,11,99.1
408,72.12,-25.8,24,709,0,11,99.1
409,38.336,-801.5,1,710,0.8,11,95.84
410,72.012,-16.5,1,710,0,11,95.84
411,38.336,-803,2,710,0.8,11,95.84
412,72.012,-15,2,710,0,11,95.84
413,38.336,-803,3,710,0.8,11,95.84
414,72.012,-15,3,710,0,11,95.84
415,38.336,-803,4,710,0.8,11,95.84
416,72.012,-15,4,710,0,11,95.84
417,38.336,-25,5,710,0.8,11,95.84
418,38.336,-778,5,710,0,11,95.84
419,72.012,-15,5,710,0,11,95.84
420,38.336,-50,6,710,0.8,11,95.84
421,38.336,-753,6,710,0,11,95.84
422,72.012,-15,6,710,0,11,95.84
423,38.336,-150,7,710,0.8,11,95.84
424,72.12,-668,7,710,0,11,95.84
425,38.336,-242.8,8,710,0.8,11,95.84
426,38.336,-560.2,8,710,0,11,95.84
427,72.012,-15,8,710,0,11,95.84
428,38.336,-242.8,9,710,0.8,11,95.84
429,38.336,-557.3,9,710,0,11,95.84
430,72.012,-17.9,9,710,0,11,95.84
431,38.336,-242.8,10,710,0.8,11,95.84
432,38.336,-554.5,10,710,0,11,95.84
433,72.012,-20.7,10,710,0,11,95.84
434,38.336,-242.8,11,710,0.8,11,95.84
435,38.336,-551.3,11,710,0,11,95.84
436,72.012,-23.9,11,710,0,11,95.84
437,38.336,-242.8,12,710,0.8,11,95.84
438,38.336,-546.7,12,710,0,11,95.84
439,72.012,-28.5,12,710,0,11,95.84
440,38.336,-242.8,13,710,0.8,11,95.84
441,38.336,-543,13,710,0,11,95.84
442,72.012,-32.2,13,710,0,11,95.84
443,38.336,-242.8,14,710,0.8,11,95.84
444,38.336,-538.9,14,710,0,11,95.84
445,72.012,-36.3,14,710,0,11,95.84
446,38.336,-242.8,15,710,0.8,11,95.84
447,38.336,-537.5,15,710,0,11,95.84
448,72.012,-37.7,15,710,0,11,95.84
449,38.336,-242.8,16,710,0.8,11,95.84
450,38.336,-535.7,16,710,0,11,95.84
451,72.012,-39.5,16,710,0,11,95.84
452,38.336,-242.8,17,710,0.8,11,95.84
453,38.336,-534.7,17,710,0,11,95.84
454,72.012,-40.5,17,710,0,11,95.84
455,38.336,-242.8,18,710,0.8,11,95.84
456,38.336,-537.5,18,710,0,11,95.84
457,72.012,-37.7,18,710,0,11,95.84
458,38.336,-242.8,19,710,0.8,11,95.84
459,38.336,-540.7,19,710,0,11,95.84
460,72.012,-34.5,19,710,0,11,95.84
461,38.336,-242.8,20,710,0.8,11,95.84
462,38.336,-543.9,20,710,0,11,95.84
463,72.012,-31.3,20,710,0,11,95.84
464,38.336,-242.8,21,710,0.8,11,95.84
465,38.336,-549.9,21,710,0,11,95.84
466,72.012,-25.3,21,710,0,11,95.84
467,38.336,-242.8,22,710,0.8,11,95.84
468,38.336,-555.4,22,710,0,11,95.84
469,72.012,-19.8,22,710,0,11,95.84
470,38.336,-242.8,23,710,0.8,11,95.84
471,38.336,-560.2,23,710,0,11,95.84
472,72.012,-15,23,710,0,11,95.84
473,38.336,-242.8,24,710,0.8,11,95.84
474,38.336,-560.2,24,710,0,11,95.84
475,72.012,-15,24,710,0,11,95.84
476,37.864,-791.8,1,711,0.8,11,94.66
477,72.12,-38.3,1,711,0,11,94.66
478,37.864,-795,2,711,0.8,11,94.66
479,72.12,-35.1,2,711,0,11,94.66
480,37.864,-795.9,3,711,0.8,11,94.66
481,72.12,-34.2,3,711,0,11,94.66
482,37.864,-796.9,4,711,0.8,11,94.66
483,72.12,-33.2,4,711,0,11,94.66
484,37.864,-25,5,711,0.8,11,94.66
485,72.12,-805.1,5,711,0,11,94.66
486,37.864,-50,6,711,0.8,11,94.66
487,72.12,-780.1,6,711,0,11,94.66
488,37.864,-150,7,711,0.8,11,94.66
489,72.12,-680.1,7,711,0,11,94.66
490,37.864,-243.1,8,711,0.8,11,94.66
491,37.864,-558.4,8,711,0,11,94.66
492,72.12,-28.6,8,711,0,11,94.66
493,37.864,-243.1,9,711,0.8,11,94.66
494,37.864,-552.8,9,711,0,11,94.66
495,72.12,-34.2,9,711,0,11,94.66
496,37.864,-243.1,10,711,0.8,11,94.66
497,37.864,-547.3,10,711,0,11,94.66
498,72.12,-39.7,10,711,0,11,94.66
499,37.864,-243.1,11,711,0.8,11,94.66
500,37.864,-541.8,11,711,0,11,94.66
501,72.12,-45.2,11,711,0,11,94.66
502,37.864,-243.1,12,711,0.8,11,94.66
503,37.864,-538.1,12,711,0,11,94.66
504,72.12,-48.9,12,711,0,11,94.66
505,37.864,-243.1,13,711,0.8,11,94.66
506,37.864,-534.4,13,711,0,11,94.66
507,72.12,-52.6,13,711,0,11,94.66
508,37.864,-243.1,14,711,0.8,11,94.66
509,37.864,-530.8,14,711,0,11,94.66
510,72.12,-56.2,14,711,0,11,94.66
511,37.864,-243.1,15,711,0.8,11,94.66
512,37.864,-528.5,15,711,0,11,94.66
513,72.12,-58.5,15,711,0,11,94.66
514,37.864,-243.1,16,711,0.8,11,94.66
515,37.864,-525.7,16,711,0,11,94.66
516,72.12,-61.3,16,711,0,11,94.66
517,37.864,-243.1,17,711,0.8,11,94.66
518,37.864,-526.6,17,711,0,11,94.66
519,72.12,-60.4,17,711,0,11,94.66
520,37.864,-243.1,18,711,0.8,11,94.66
521,37.864,-529.4,18,711,0,11,94.66
522,72.12,-57.6,18,711,0,11,94.66
523,37.864,-243.1,19,711,0.8,11,94.66
524,37.864,-531.7,19,711,0,11,94.66
525,72.12,-55.3,19,711,0,11,94.66
526,37.864,-243.1,20,711,0.8,11,94.66
527,37.864,-534.9,20,711,0,11,94.66
528,72.12,-52.1,20,711,0,11,94.66
529,37.864,-243.1,21,711,0.8,11,94.66
530,37.864,-536.7,21,711,0,11,94.66
531,72.12,-50.3,21,711,0,11,94.66
532,37.864,-243.1,22,711,0.8,11,94.66
533,37.864,-539,22,711,0,11,94.66
534,72.12,-48,22,711,0,11,94.66
535,37.864,-243.1,23,711,0.8,11,94.66
536,37.864,-541.3,23,711,0,11,94.66
537,72.12,-45.7,23,711,0,11,94.66
538,37.864,-243.1,24,711,0.8,11,94.66
539,37.864,-542.7,24,711,0,11,94.66
540,72.12,-44.3,24,711,0,11,94.66
541,25.18,-20,1,712,0.8,11,62.95
542,54.552,-123.4,1,712,0,11,62.95
543,25.18,-65,2,712,0.8,11,62.95
544,54.552,-78.4,2,712,0,11,62.95
545,25.18,-75,3,712,0.8,11,62.95
546,54.552,-68.4,3,712,0,11,62.95
547,25.18,-74,4,712,0.8,11,62.95
548,25.38,-13,4,712,0,11,62.95
549,25.86,-30,4,712,0,11,62.95
550,26.26,-17,4,712,0,11,62.95
551,54.552,-9.4,4,712,0,11,62.95
552,25.18,-74,5,712,0.8,11,62.95
553,25.38,-13,5,712,0,11,62.95
554,25.86,-30,5,712,0,11,62.95
555,26.26,-17,5,712,0,11,62.95
556,54.552,-9.4,5,712,0,11,62.95
557,25.18,-74,6,712,0.8,11,62.95
558,25.38,-13,6,712,0,11,62.95
559,25.86,-30,6,712,0,11,62.95
560,26.26,-17,6,712,0,11,62.95
561,54.552,-9.4,6,712,0,11,62.95
562,25.18,-74,7,712,0.8,11,62.95
563,25.38,-13,7,712,0,11,62.95
564,25.86,-30,7,712,0,11,62.95
565,26.26,-17,7,712,0,11,62.95
566,54.552,-9.4,7,712,0,11,62.95
567,25.18,-74,8,712,0.8,11,62.95
568,25.38,-13,8,712,0,11,62.95
569,25.86,-30,8,712,0,11,62.95
570,26.26,-17,8,712,0,11,62.95
571,54.552,-9.4,8,712,0,11,62.95
572,25.18,-74,9,712,0.8,11,62.95
573,25.38,-13,9,712,0,11,62.95
574,25.86,-30,9,712,0,11,62.95
575,26.26,-17,9,712,0,11,62.95
576,54.552,-9.4,9,712,0,11,62.95
577,25.18,-74,10,712,0.8,11,62.95
578,25.38,-13,10,712,0,11,62.95
579,25.86,-30,10,712,0,11,62.95
580,26.26,-17,10,712,0,11,62.95
581,54.552,-9.4,10,712,0,11,62.95
582,25.18,-74,11,712,0.8,11,62.95
583,25.38,-13,11,712,0,11,62.95
584,25.86,-30,11,712,0,11,62.95
585,26.26,-17,11,712,0,11,62.95
586,54.552,-9.4,11,712,0,11,62.95
587,25.18,-74,12,712,0.8,11,62.95
588,25.38,-13,12,712,0,11,62.95
589,25.86,-30,12,712,0,11,62.95
590,26.26,-17,12,712,0,11,62.95
591,54.552,-9.4,12,712,0,11,62.95
592,25.18,-74,13,712,0.8,11,62.95
593,25.38,-13,13,712,0,11,62.95
594,25.86,-30,13,712,0,11,62.95
595,26.26,-17,13,712,0,11,62.95
596,54.552,-9.4,13,712,0,11,62.95
597,25.18,-74,14,712,0.8,11,62.95
598,25.38,-13,14,712,0,11,62.95
599,25.86,-30,14,712,0,11,62.95
600,26.26,-17,14,712,0,11,62.95
601,54.552,-9.4,14,712,0,11,62.95
602,25.18,-74,15,712,0.8,11,62.95
603,25.38,-13,15,712,0,11,62.95
604,25.86,-30,15,712,0,11,62.95
605,26.26,-17,15,712,0,11,62.95
606,54.552,-9.4,15,712,0,11,62.95
607,25.18,-74,16,712,0.8,11,62.95
608,25.38,-13,16,712,0,11,62.95
609,25.86,-30,16,712,0,11,62.95
610,26.26,-17,16,712,0,11,62.95
611,54.552,-9.4,16,712,0,11,62.95
612,25.18,-74,17,712,0.8,11,62.95
613,25.38,-13,17,712,0,11,62.95
614,25.86,-30,17,712,0,11,62.95
615,26.26,-17,17,712,0,11,62.95
616,54.552,-9.4,17,712,0,11,62.95
617,25.18,-74,18,712,0.8,11,62.95
618,25.38,-13,18,712,0,11,62.95
619,25.86,-30,18,712,0,11,62.95
620,26.26,-17,18,712,0,11,62.95
621,54.552,-9.4,18,712,0,11,62.95
622,25.18,-74,19,712,0.8,11,62.95
623,25.38,-13,19,712,0,11,62.95
624,25.86,-30,19,712,0,11,62.95
625,26.26,-17,19,712,0,11,62.95
626,54.552,-9.4,19,712,0,11,62.95
627,25.18,-74,20,712,0.8,11,62.95
628,25.38,-13,20,712,0,11,62.95
629,25.86,-30,20,712,0,11,62.95
630,26.26,-17,20,712,0,11,62.95
631,54.552,-9.4,20,712,0,11,62.95
632,25.18,-74,21,712,0.8,11,62.95
633,25.38,-13,21,712,0,11,62.95
634,25.86,-30,21,712,0,11,62.95
635,26.26,-17,21,712,0,11,62.95
636,54.552,-9.4,21,712,0,11,62.95
637,25.18,-74,22,712,0.8,11,62.95
638,25.38,-13,22,712,0,11,62.95
639,25.86,-30,22,712,0,11,62.95
640,26.26,-17,22,712,0,11,62.95
641,54.552,-9.4,22,712,0,11,62.95
642,25.18,-74,23,712,0.8,11,62.95
