"H","PH","QH","TH","MP","AR","LH","VH"
73,24.88,-389.9,21,1142,0.8,11,62.2
74,72.12,-7.1,21,1142,0,11,62.2
75,24.88,-391.7,22,1142,0.8,11,62.2
76,72.12,-5.3,22,1142,0,11,62.2
77,24.88,-392.3,23,1142,0.8,11,62.2
78,72.12,-4.7,23,1142,0,11,62.2
79,24.88,-393.4,24,1142,0.8,11,62.2
80,72.12,-3.6,24,1142,0,11,62.2
81,52,-764.5,1,1143,0.8,11,99.5
82,52,-764.5,2,1143,0.8,11,99.5
83,52,-764.9,3,1143,0.8,11,99.5
84,52,-765.1,4,1143,0.8,11,99.5
85,52,-766.2,5,1143,0.8,11,99.5
86,52,-766.9,6,1143,0.8,11,99.5
87,52,-767.3,7,1143,0.8,11,99.5
88,39.8,-50,8,1143,0.8,11,99.5
89,39.8,-550,8,1143,0,11,99.5
90,39.8,-166.7,8,1143,0,11,99.5
91,39.8,-300,9,1143,0.8,11,99.5
92,39.8,-300,9,1143,0,11,99.5
93,39.8,-166.8,9,1143,0,11,99.5
94,39.8,-600,10,1143,0.8,11,99.5
95,39.8,-165.1,10,1143,0,11,99.5
96,39.8,-600,11,1143,0.8,11,99.5
97,39.8,-160.8,11,1143,0,11,99.5
98,39.8,-600,12,1143,0.8,11,99.5
99,39.8,-153.8,12,1143,0,11,99.5
100,39.8,-600,13,1143,0.8,11,99.5
101,39.8,-145.3,13,1143,0,11,99.5
102,39.8,-600,14,1143,0.8,11,99.5
103,39.8,-141,14,1143,0,11,99.5
104,39.8,-600,15,1143,0.8,11,99.5
105,39.8,-145.4,15,1143,0,11,99.5
106,39.8,-600,16,1143,0.8,11,99.5
107,39.8,-143.1,16,1143,0,11,99.5
108,39.8,-600,17,1143,0.8,11,99.5
109,39.8,-144.4,17,1143,0,11,99.5
110,39.8,-600,18,1143,0.8,11,99.5
111,39.8,-148.8,18,1143,0,11,99.5
112,39.8,-600,19,1143,0.8,11,99.5
113,39.8,-154.4,19,1143,0,11,99.5
114,39.8,-600,20,1143,0.8,11,99.5
115,39.8,-158.9,20,1143,0,11,99.5
116,39.8,-600,21,1143,0.8,11,99.5
117,39.8,-160.8,21,1143,0,11,99.5
118,39.8,-600,22,1143,0.8,11,99.5
119,39.8,-162.7,22,1143,0,11,99.5
120,39.8,-150,23,1143,0.8,11,99.5
121,39.8,-450,23,1143,0,11,99.5
122,39.8,-164.2,23,1143,0,11,99.5
123,39.8,-150,24,1143,0.8,11,99.5
124,39.8,-450,24,1143,0,11,99.5
125,39.8,-165.2,24,1143,0,11,99.5
126,72.12,-797.8,1,1144,0.8,11,99.7
127,72.12,-797.8,2,1144,0.8,11,99.7
128,72.12,-797.8,3,1144,0.8,11,99.7
129,72.12,-797.8,4,1144,0.8,11,99.7
130,72.12,-797.8,5,1144,0.8,11,99.7
131,72.12,-797.8,6,1144,0.8,11,99.7
132,39.88,-40,7,1144,0.8,11,99.7
133,72.12,-757.8,7,1144,0,11,99.7
134,39.88,-60,8,1144,0.8,11,99.7
135,72.12,-737.8,8,1144,0,11,99.7
136,39.88,-100,9,1144,0.8,11,99.7
137,72.12,-697.8,9,1144,0,11,99.7
138,39.88,-180,10,1144,0.8,11,99.7
139,39.88,-34,10,1144,0,11,99.7
140,39.88,-34,10,1144,0,11,99.7
141,39.88,-34,10,1144,0,11,99.7
142,39.88,-34,10,1144,0,11,99.7
143,39.88,-34,10,1144,0,11,99.7
144,52,-112,10,1144,0,11,99.7
145,53.2,-112,10,1144,0,11,99.7
146,54.4,-112,10,1144,0,11,99.7
147,56,-111.8,10,1144,0,11,99.7
148,39.88,-180,11,1144,0.8,11,99.7
149,39.88,-34,11,1144,0,11,99.7
150,39.88,-34,11,1144,0,11,99.7
151,39.88,-34,11,1144,0,11,99.7
152,39.88,-34,11,1144,0,11,99.7
153,39.88,-34,11,1144,0,11,99.7
154,52,-112,11,1144,0,11,99.7
155,53.2,-112,11,1144,0,11,99.7
156,54.4,-112,11,1144,0,11,99.7
157,56,-111.8,11,1144,0,11,99.7
158,39.88,-180,12,1144,0.8,11,99.7
159,39.88,-34,12,1144,0,11,99.7
160,39.88,-34,12,1144,0,11,99.7
161,39.88,-34,12,1144,0,11,99.7
162,39.88,-34,12,1144,0,11,99.7
163,39.88,-34,12,1144,0,11,99.7
164,52,-112,12,1144,0,11,99.7
165,53.2,-112,12,1144,0,11,99.7
166,54.4,-112,12,1144,0,11,99.7
167,56,-111.8,12,1144,0,11,99.7
168,39.88,-180,13,1144,0.8,11,99.7
169,39.88,-34,13,1144,0,11,99.7
170,39.88,-34,13,1144,0,11,99.7
171,39.88,-34,13,1144,0,11,99.7
172,39.88,-34,13,1144,0,11,99.7
173,39.88,-34,13,1144,0,11,99.7
174,52,-112,13,1144,0,11,99.7
175,53.2,-112,13,1144,0,11,99.7
176,54.4,-112,13,1144,0,11,99.7
177,56,-111.8,13,1144,0,11,99.7
178,39.88,-180,14,1144,0.8,11,99.7
179,39.88,-34,14,1144,0,11,99.7
180,39.88,-34,14,1144,0,11,99.7
181,39.88,-34,14,1144,0,11,99.7
182,39.88,-34,14,1144,0,11,99.7
183,39.88,-34,14,1144,0,11,99.7
184,52,-112,14,1144,0,11,99.7
185,53.2,-112,14,1144,0,11,99.7
186,54.4,-112,14,1144,0,11,99.7
187,56,-111.8,14,1144,0,11,99.7
188,39.88,-180,15,1144,0.8,11,99.7
189,39.88,-34,15,1144,0,11,99.7
190,39.88,-34,15,1144,0,11,99.7
191,39.88,-34,15,1144,0,11,99.7
192,39.88,-34,15,1144,0,11,99.7
193,39.88,-34,15,1144,0,11,99.7
194,52,-112,15,1144,0,11,99.7
195,53.2,-112,15,1144,0,11,99.7
196,54.4,-112,15,1144,0,11,99.7
197,56,-111.8,15,1144,0,11,99.7
198,39.88,-180,16,1144,0.8,11,99.7
199,39.88,-34,16,1144,0,11,99.7
200,39.88,-34,16,1144,0,11,99.7
201,39.88,-34,16,1144,0,11,99.7
202,39.88,-34,16,1144,0,11,99.7
203,39.88,-34,16,1144,0,11,99.7
204,52,-112,16,1144,0,11,99.7
205,53.2,-112,16,1144,0,11,99.7
206,54.4,-112,16,1144,0,11,99.7
207,56,-111.8,16,1144,0,11,99.7
208,39.88,-180,17,1144,0.8,11,99.7
209,39.88,-34,17,1144,0,11,99.7
210,39.88,-34,17,1144,0,11,99.7
211,39.88,-34,17,1144,0,11,99.7
212,39.88,-34,17,1144,0,11,99.7
213,39.88,-34,17,1144,0,11,99.7
214,52,-112,17,1144,0,11,99.7
215,53.2,-112,17,1144,0,11,99.7
216,54.4,-112,17,1144,0,11,99.7
217,56,-111.8,17,1144,0,11,99.7
218,39.88,-180,18,1144,0.8,11,99.7
219,39.88,-34,18,1144,0,11,99.7
220,39.88,-34,18,1144,0,11,99.7
221,39.88,-34,18,1144,0,11,99.7
222,39.88,-34,18,1144,0,11,99.7
223,39.88,-34,18,1144,0,11,99.7
224,52,-112,18,1144,0,11,99.7
225,53.2,-112,18,1144,0,11,99.7
226,54.4,-112,18,1144,0,11,99.7
227,56,-111.8,18,1144,0,11,99.7
228,39.88,-180,19,1144,0.8,11,99.7
229,39.88,-34,19,1144,0,11,99.7
230,39.88,-34,19,1144,0,11,99.7
231,39.88,-34,19,1144,0,11,99.7
232,39.88,-34,19,1144,0,11,99.7
233,39.88,-34,19,1144,0,11,99.7
234,52,-112,19,1144,0,11,99.7
235,53.2,-112,19,1144,0,11,99.7
236,54.4,-112,19,1144,0,11,99.7
237,56,-111.8,19,1144,0,11,99.7
238,39.88,-180,20,1144,0.8,11,99.7
239,39.88,-34,20,1144,0,11,99.7
240,39.88,-34,20,1144,0,11,99.7
241,39.88,-34,20,1144,0,11,99.7
242,39.88,-34,20,1144,0,11,99.7
243,39.88,-34,20,1144,0,11,99.7
244,52,-112,20,1144,0,11,99.7
245,53.2,-112,20,1144,0,11,99.7
246,54.4,-112,20,1144,0,11,99.7
247,56,-111.8,20,1144,0,11,99.7
248,39.88,-180,21,1144,0.8,11,99.7
249,39.88,-34,21,1144,0,11,99.7
250,39.88,-34,21,1144,0,11,99.7
251,39.88,-34,21,1144,0,11,99.7
252,39.88,-34,21,1144,0,11,99.7
253,39.88,-34,21,1144,0,11,99.7
254,52,-112,21,1144,0,11,99.7
255,53.2,-112,21,1144,0,11,99.7
256,54.4,-112,21,1144,0,11,99.7
257,56,-111.8,21,1144,0,11,99.7
258,39.88,-180,22,1144,0.8,11,99.7
259,39.88,-34,22,1144,0,11,99.7
260,39.88,-34,22,1144,0,11,99.7
261,39.88,-34,22,1144,0,11,99.7
262,39.88,-34,22,1144,0,11,99.7
263,39.88,-34,22,1144,0,11,99.7
264,52,-112,22,1144,0,11,99.7
265,53.2,-112,22,1144,0,11,99.7
266,54.4,-112,22,1144,0,11,99.7
267,56,-111.8,22,1144,0,11,99.7
268,39.88,-30,23,1144,0.8,11,99.7
269,72.12,-767.8,23,1144,0,11,99.7
270,72.12,-797.8,24,1144,0.8,11,99.7
271,72.12,-408.6,1,1145,0.8,11,115
272,72.12,-408.6,2,1145,0.8,11,115
273,72.12,-408.6,3,1145,0.8,11,115
274,72.12,-408.6,4,1145,0.8,11,115
275,72.12,-408.6,5,1145,0.8,11,115
276,72.12,-408.6,6,1145,0.8,11,115
277,46,-40,7,1145,0.8,11,115
278,72.12,-368.6,7,1145,0,11,115
279,46,-100,8,1145,0.8,11,115
280,72.12,-308.6,8,1145,0,11,115
281,46,-165,9,1145,0.8,11,115
282,72.12,-243.6,9,1145,0,11,115
283,46,-180,10,1145,0.8,11,115
284,46,-45.7,10,1145,0,11,115
285,46,-45.7,10,1145,0,11,115
286,46,-45.7,10,1145,0,11,115
287,46,-45.7,10,1145,0,11,115
288,46,-45.8,10,1145,0,11,115
289,46,-180,11,1145,0.8,11,115
290,46,-45.7,11,1145,0,11,115
291,46,-45.7,11,1145,0,11,115
292,46,-45.7,11,1145,0,11,115
293,46,-45.7,11,1145,0,11,115
294,46,-45.8,11,1145,0,11,115
295,46,-180,12,1145,0.8,11,115
296,46,-45.7,12,1145,0,11,115
297,46,-45.7,12,1145,0,11,115
298,46,-45.7,12,1145,0,11,115
299,46,-45.7,12,1145,0,11,115
300,46,-45.8,12,1145,0,11,115
301,46,-180,13,1145,0.8,11,115
302,46,-45.7,13,1145,0,11,115
303,46,-45.7,13,1145,0,11,115
304,46,-45.7,13,1145,0,11,115
305,46,-45.7,13,1145,0,11,115
306,46,-45.8,13,1145,0,11,115
307,46,-180,14,1145,0.8,11,115
308,46,-45.7,14,1145,0,11,115
309,46,-45.7,14,1145,0,11,115
310,46,-45.7,14,1145,0,11,115
311,46,-45.7,14,1145,0,11,115
312,46,-45.8,14,1145,0,11,115
313,46,-180,15,1145,0.8,11,115
314,46,-45.7,15,1145,0,11,115
315,46,-45.7,15,1145,0,11,115
316,46,-45.7,15,1145,0,11,115
317,46,-45.7,15,1145,0,11,115
318,46,-45.8,15,1145,0,11,115
319,46,-180,16,1145,0.8,11,115
320,46,-45.7,16,1145,0,11,115
321,46,-45.7,16,1145,0,11,115
322,46,-45.7,16,1145,0,11,115
323,46,-45.7,16,1145,0,11,115
324,46,-45.8,16,1145,0,11,115
325,46,-180,17,1145,0.8,11,115
326,46,-45.7,17,1145,0,11,115
327,46,-45.7,17,1145,0,11,115
328,46,-45.7,17,1145,0,11,115
329,46,-45.7,17,1145,0,11,115
330,46,-45.8,17,1145,0,11,115
331,46,-180,18,1145,0.8,11,115
332,46,-45.7,18,1145,0,11,115
333,46,-45.7,18,1145,0,11,115
334,46,-45.7,18,1145,0,11,115
335,46,-45.7,18,1145,0,11,115
336,46,-45.8,18,1145,0,11,115
337,46,-180,19,1145,0.8,11,115
338,46,-45.7,19,1145,0,11,115
339,46,-45.7,19,1145,0,11,115
340,46,-45.7,19,1145,0,11,115
341,46,-45.7,19,1145,0,11,115
342,46,-45.8,19,1145,0,11,115
343,46,-180,20,1145,0.8,11,115
344,46,-45.7,20,1145,0,11,115
345,46,-45.7,20,1145,0,11,115
346,46,-45.7,20,1145,0,11,115
347,46,-45.7,20,1145,0,11,115
348,46,-45.8,20,1145,0,11,115
349,46,-180,21,1145,0.8,11,115
350,46,-45.7,21,1145,0,11,115
351,46,-45.7,21,1145,0,11,115
352,46,-45.7,21,1145,0,11,115
353,46,-45.7,21,1145,0,11,115
354,46,-45.8,21,1145,0,11,115
355,46,-180,22,1145,0.8,11,115
356,46,-45.7,22,1145,0,11,115
357,46,-45.7,22,1145,0,11,115
358,46,-45.7,22,1145,0,11,115
359,46,-45.7,22,1145,0,11,115
360,46,-45.8,22,1145,0,11,115
361,46,-80,23,1145,0.8,11,115
362,72.12,-328.6,23,1145,0,11,115
363,72.12,-408.6,24,1145,0.8,11,115
364,72.12,-408.4,1,1146,0.8,11,180.3
365,72.12,-408.4,2,1146,0.8,11,180.3
366,72.12,-408.4,3,1146,0.8,11,180.3
367,72.12,-408.4,4,1146,0.8,11,180.3
368,72.12,-408.4,5,1146,0.8,11,180.3
369,72.12,-408.4,6,1146,0.8,11,180.3
370,72.12,-408.4,7,1146,0.8,11,180.3
371,72.12,-408.4,8,1146,0.8,11,180.3
372,72.12,-408.4,9,1146,0.8,11,180.3
373,72.12,-408.4,10,1146,0.8,11,180.3
374,72.12,-408.4,11,1146,0.8,11,180.3
375,72.12,-408.4,12,1146,0.8,11,180.3
376,72.12,-408.4,13,1146,0.8,11,180.3
377,72.12,-408.4,14,1146,0.8,11,180.3
378,72.12,-408.4,15,1146,0.8,11,180.3
379,72.12,-408.4,16,1146,0.8,11,180.3
380,72.12,-10,17,1146,0.8,11,180.3
381,72.12,-398.4,17,1146,0,11,180.3
382,72.12,-110,18,1146,0.8,11,180.3
383,72.12,-298.4,18,1146,0,11,180.3
384,72.12,-390,19,1146,0.8,11,180.3
385,72.12,-18.4,19,1146,0,11,180.3
386,72.12,-390,20,1146,0.8,11,180.3
387,72.12,-18.4,20,1146,0,11,180.3
388,72.12,-390,21,1146,0.8,11,180.3
389,72.12,-18.4,21,1146,0,11,180.3
390,72.12,-390,22,1146,0.8,11,180.3
391,72.12,-18.4,22,1146,0,11,180.3
392,72.12,-150,23,1146,0.8,11,180.3
393,72.12,-258.4,23,1146,0,11,180.3
394,72.12,-408.4,24,1146,0.8,11,180.3
395,72.12,-402,1,1147,0.8,11,98.7
396,72.12,-402,2,1147,0.8,11,98.7
397,72.12,-402,3,1147,0.8,11,98.7
398,72.12,-402,4,1147,0.8,11,98.7
399,72.12,-402,5,1147,0.8,11,98.7
400,72.12,-402,6,1147,0.8,11,98.7
401,39.48,-44,7,1147,0.8,11,98.7
402,72.12,-358,7,1147,0,11,98.7
403,39.48,-75,8,1147,0.8,11,98.7
404,72.12,-327,8,1147,0,11,98.7
405,39.48,-171,9,1147,0.8,11,98.7
406,72.12,-231,9,1147,0,11,98.7
407,39.48,-180,10,1147,0.8,11,98.7
408,39.48,-44.4,10,1147,0,11,98.7
409,39.48,-44.4,10,1147,0,11,98.7
410,39.48,-44.4,10,1147,0,11,98.7
411,39.48,-44.4,10,1147,0,11,98.7
412,39.48,-44.4,10,1147,0,11,98.7
413,39.48,-180,11,1147,0.8,11,98.7
414,39.48,-44.4,11,1147,0,11,98.7
415,39.48,-44.4,11,1147,0,11,98.7
416,39.48,-44.4,11,1147,0,11,98.7
417,39.48,-44.4,11,1147,0,11,98.7
418,39.48,-44.4,11,1147,0,11,98.7
419,39.48,-180,12,1147,0.8,11,98.7
420,39.48,-44.4,12,1147,0,11,98.7
421,39.48,-44.4,12,1147,0,11,98.7
422,39.48,-44.4,12,1147,0,11,98.7
423,39.48,-44.4,12,1147,0,11,98.7
424,39.48,-44.4,12,1147,0,11,98.7
425,39.48,-180,13,1147,0.8,11,98.7
426,39.48,-44.4,13,1147,0,11,98.7
427,39.48,-44.4,13,1147,0,11,98.7
428,39.48,-44.4,13,1147,0,11,98.7
429,39.48,-44.4,13,1147,0,11,98.7
430,39.48,-44.4,13,1147,0,11,98.7
431,39.48,-180,14,1147,0.8,11,98.7
432,39.48,-44.4,14,1147,0,11,98.7
433,39.48,-44.4,14,1147,0,11,98.7
434,39.48,-44.4,14,1147,0,11,98.7
435,39.48,-44.4,14,1147,0,11,98.7
436,39.48,-44.4,14,1147,0,11,98.7
437,39.48,-180,15,1147,0.8,11,98.7
438,39.48,-44.4,15,1147,0,11,98.7
439,39.48,-44.4,15,1147,0,11,98.7
440,39.48,-44.4,15,1147,0,11,98.7
441,39.48,-44.4,15,1147,0,11,98.7
442,39.48,-44.4,15,1147,0,11,98.7
443,39.48,-180,16,1147,0.8,11,98.7
444,39.48,-44.4,16,1147,0,11,98.7
445,39.48,-44.4,16,1147,0,11,98.7
446,39.48,-44.4,16,1147,0,11,98.7
447,39.48,-44.4,16,1147,0,11,98.7
448,39.48,-44.4,16,1147,0,11,98.7
449,39.48,-180,17,1147,0.8,11,98.7
450,39.48,-44.4,17,1147,0,11,98.7
451,39.48,-44.4,17,1147,0,11,98.7
452,39.48,-44.4,17,1147,0,11,98.7
453,39.48,-44.4,17,1147,0,11,98.7
454,39.48,-44.4,17,1147,0,11,98.7
455,39.48,-180,18,1147,0.8,11,98.7
456,39.48,-44.4,18,1147,0,11,98.7
457,39.48,-44.4,18,1147,0,11,98.7
458,39.48,-44.4,18,1147,0,11,98.7
459,39.48,-44.4,18,1147,0,11,98.7
460,39.48,-44.4,18,1147,0,11,98.7
461,39.48,-180,19,1147,0.8,11,98.7
462,39.48,-44.4,19,1147,0,11,98.7
463,39.48,-44.4,19,1147,0,11,98.7
464,39.48,-44.4,19,1147,0,11,98.7
465,39.48,-44.4,19,1147,0,11,98.7
466,39.48,-44.4,19,1147,0,11,98.7
467,39.48,-180,20,1147,0.8,11,98.7
468,39.48,-44.4,20,1147,0,11,98.7
469,39.48,-44.4,20,1147,0,11,98.7
470,39.48,-44.4,20,1147,0,11,98.7
471,39.48,-44.4,20,1147,0,11,98.7
472,39.48,-44.4,20,1147,0,11,98.7
473,39.48,-180,21,1147,0.8,11,98.7
474,39.48,-44.4,21,1147,0,11,98.7
475,39.48,-44.4,21,1147,0,11,98.7
476,39.48,-44.4,21,1147,0,11,98.7
477,39.48,-44.4,21,1147,0,11,98.7
478,39.48,-44.4,21,1147,0,11,98.7
479,39.48,-180,22,1147,0.8,11,98.7
480,39.48,-44.4,22,1147,0,11,98.7
481,39.48,-44.4,22,1147,0,11,98.7
482,39.48,-44.4,22,1147,0,11,98.7
483,39.48,-44.4,22,1147,0,11,98.7
484,39.48,-44.4,22,1147,0,11,98.7
485,39.48,-35,23,1147,0.8,11,98.7
486,72.12,-367,23,1147,0,11,98.7
487,72.12,-402,24,1147,0.8,11,98.7
488,26.64,-170,1,1148,0.8,11,66.6
489,26.64,-388,1,1148,0,11,66.6
490,72.12,-12.1,1,1148,0,11,66.6
491,26.64,-170,2,1148,0.8,11,66.6
492,26.64,-388,2,1148,0,11,66.6
493,72.12,-12.1,2,1148,0,11,66.6
494,26.64,-170,3,1148,0.8,11,66.6
495,26.64,-388,3,1148,0,11,66.6
496,72.12,-12.1,3,1148,0,11,66.6
497,26.64,-170,4,1148,0.8,11,66.6
498,26.64,-261.8,4,1148,0,11,66.6
499,72.12,-138.3,4,1148,0,11,66.6
500,26.64,-170,5,1148,0.8,11,66.6
501,26.64,-388,5,1148,0,11,66.6
502,72.12,-12.1,5,1148,0,11,66.6
503,26.64,-170,6,1148,0.8,11,66.6
504,26.64,-388,6,1148,0,11,66.6
505,72.12,-12.1,6,1148,0,11,66.6
506,26.64,-170,7,1148,0.8,11,66.6
507,26.64,-388,7,1148,0,11,66.6
508,72.12,-12.1,7,1148,0,11,66.6
509,26.64,-170,8,1148,0.8,11,66.6
510,26.64,-388,8,1148,0,11,66.6
511,72.12,-12.1,8,1148,0,11,66.6
512,26.64,-290,9,1148,0.8,11,66.6
513,26.64,-268,9,1148,0,11,66.6
514,72.12,-12.1,9,1148,0,11,66.6
515,26.64,-290,10,1148,0.8,11,66.6
516,26.64,-268,10,1148,0,11,66.6
517,72.12,-12.1,10,1148,0,11,66.6
518,26.64,-170,11,1148,0.8,11,66.6
519,26.64,-388,11,1148,0,11,66.6
520,72.12,-12.1,11,1148,0,11,66.6
521,26.64,-170,12,1148,0.8,11,66.6
522,26.64,-388,12,1148,0,11,66.6
523,72.12,-12.1,12,1148,0,11,66.6
524,26.64,-170,13,1148,0.8,11,66.6
525,26.64,-388,13,1148,0,11,66.6
526,72.12,-12.1,13,1148,0,11,66.6
527,26.64,-170,14,1148,0.8,11,66.6
528,26.64,-388,14,1148,0,11,66.6
529,72.12,-12.1,14,1148,0,11,66.6
530,26.64,-170,15,1148,0.8,11,66.6
531,26.64,-388,15,1148,0,11,66.6
532,72.12,-12.1,15,1148,0,11,66.6
533,26.64,-170,16,1148,0.8,11,66.6
534,26.64,-388,16,1148,0,11,66.6
535,72.12,-12.1,16,1148,0,11,66.6
536,26.64,-170,17,1148,0.8,11,66.6
537,26.64,-388,17,1148,0,11,66.6
538,72.12,-12.1,17,1148,0,11,66.6
539,26.64,-290,18,1148,0.8,11,66.6
540,26.64,-268,18,1148,0,11,66.6
541,72.12,-12.1,18,1148,0,11,66.6
542,26.64,-410,19,1148,0.8,11,66.6
543,26.64,-148,19,1148,0,11,66.6
544,72.12,-12.1,19,1148,0,11,66.6
545,26.64,-530,20,1148,0.8,11,66.6
546,26.64,-28,20,1148,0,11,66.6
547,72.12,-12.1,20,1148,0,11,66.6
548,26.64,-530,21,1148,0.8,11,66.6
549,26.64,-28,21,1148,0,11,66.6
550,72.12,-12.1,21,1148,0,11,66.6
551,26.64,-410,22,1148,0.8,11,66.6
552,26.64,-148,22,1148,0,11,66.6
553,72.12,-12.1,22,1148,0,11,66.6
554,26.64,-290,23,1148,0.8,11,66.6
555,26.64,-268,23,1148,0,11,66.6
556,72.12,-12.1,23,1148,0,11,66.6
557,26.64,-170,24,1148,0.8,11,66.6
558,26.64,-388,24,1148,0,11,66.6
559,72.12,-12.1,24,1148,0,11,66.6
560,40.04,-360,1,1149,0.8,11,100.1
561,72.12,-25.8,1,1149,0,11,100.1
562,40.04,-360,2,1149,0.8,11,100.1
563,72.12,-25.8,2,1149,0,11,100.1
564,40.04,-360,3,1149,0.8,11,100.1
565,72.12,-25.8,3,1149,0,11,100.1
566,40.04,-360,4,1149,0.8,11,100.1
567,72.12,-25.8,4,1149,0,11,100.1
568,40.04,-20,5,1149,0.8,11,100.1
569,72.12,-365.8,5,1149,0,11,100.1
570,40.04,-50,6,1149,0.8,11,100.1
571,72.12,-335.8,6,1149,0,11,100.1
572,40.04,-80,7,1149,0.8,11,100.1
573,72.12,-305.8,7,1149,0,11,100.1
574,40.04,-140,8,1149,0.8,11,100.1
575,72.12,-245.8,8,1149,0,11,100.1
576,40.04,-220,9,1149,0.8,11,100.1
577,40.04,-140,9,1149,0,11,100.1
578,72.12,-25.8,9,1149,0,11,100.1
579,40.04,-220,10,1149,0.8,11,100.1
580,40.04,-140,10,1149,0,11,100.1
581,72.12,-25.8,10,1149,0,11,100.1
582,40.04,-220,11,1149,0.8,11,100.1
583,40.04,-140,11,1149,0,11,100.1
584,72.12,-25.8,11,1149,0,11,100.1
585,40.04,-220,12,1149,0.8,11,100.1
586,40.04,-140,12,1149,0,11,100.1
587,72.12,-25.8,12,1149,0,11,100.1
588,40.04,-220,13,1149,0.8,11,100.1
589,40.04,-140,13,1149,0,11,100.1
590,72.12,-25.8,13,1149,0,11,100.1
591,40.04,-220,14,1149,0.8,11,100.1
592,40.04,-140,14,1149,0,11,100.1
593,72.12,-25.8,14,1149,0,11,100.1
594,40.04,-220,15,1149,0.8,11,100.1
595,40.04,-140,15,1149,0,11,100.1
596,72.12,-25.8,15,1149,0,11,100.1
597,40.04,-220,16,1149,0.8,11,100.1
598,40.04,-140,16,1149,0,11,100.1
599,72.12,-25.8,16,1149,0,11,100.1
600,40.04,-220,17,1149,0.8,11,100.1
601,40.04,-140,17,1149,0,11,100.1
602,72.12,-25.8,17,1149,0,11,100.1
603,40.04,-220,18,1149,0.8,11,100.1
604,40.04,-140,18,1149,0,11,100.1
605,72.12,-25.8,18,1149,0,11,100.1
606,40.04,-220,19,1149,0.8,11,100.1
607,40.04,-140,19,1149,0,11,100.1
608,72.12,-25.8,19,1149,0,11,100.1
609,40.04,-220,20,1149,0.8,11,100.1
610,40.04,-140,20,1149,0,11,100.1
